,singer_male,singer_female,tuple,average_male,average_female,female-male
0,0.18503028,0.119479835,"('unsociable', 'sociable')",0.1850303,0.1194798,-0.0655505
1,0.89814395,0.8096586,"('unfriendly', 'friendly')",0.8981439,0.8096586,-0.0884853
2,0.16596767,0.29784492,"('unlikable', 'likable')",0.1659677,0.2978449,0.1318772
3,0.511054,0.5792762,"('repellent', 'pleasant')",0.511054,0.5792762,0.0682222
4,-7.586004,-7.5570955,"('disliked', 'liked')",-7.5860038,-7.5570955,0.0289083
5,-1.1782657,-1.2471014,"('distant', 'outgoing')",-1.1782657,-1.2471014,-0.0688357
6,-0.9038715,-1.0041994,"('distant', 'open')",-0.9038715,-1.0041994,-0.1003279
7,1.1049752,1.2077923,"('insensitive', 'sensitive')",1.1049752,1.2077923,0.1028171
8,0.48649207,0.34920156,"('unaffectionate', 'affectionate')",0.4864921,0.3492016,-0.1372905
9,1.8552139,1.8012532,"('unaffectionate', 'caring')",1.8552139,1.8012532,-0.0539607
10,1.0689119,1.0953795,"('unsympathetic', 'sympathetic')",1.0689119,1.0953795,0.0264676
11,2.2753673,2.4080436,"('unhelpful', 'helpful')",2.2753673,2.4080436,0.1326763
12,-1.281787,-1.2875953,"('unsupportive', 'supportive')",-1.281787,-1.2875953,-0.0058083
13,0.61934936,0.6062609,"('impolite', 'polite')",0.6193494,0.6062609,-0.0130885
14,-0.14194256,-0.19325154,"('antisocial', 'social')",-0.1419426,-0.1932515,-0.0513089
15,0.15274143,0.1587022,"('boring', 'funny')",0.1527414,0.1587022,0.0059608
16,-0.6591263,-0.6826407,"('unpopular', 'popular')",-0.6591263,-0.6826407,-0.0235144
17,-0.15885188,-0.115510926,"('nasty', 'nice')",-0.1588519,-0.1155109,0.043341
18,-0.7230565,-0.75787795,"('disagreeable', 'welcoming')",-0.7230565,-0.7578779,-0.0348214
19,-0.4645483,-0.4170737,"('inhospitable', 'hospitable')",-0.4645483,-0.4170737,0.0474746
20,0.7865443,0.75437796,"('rough', 'thoughtful')",0.7865443,0.754378,-0.0321663
21,0.34905165,0.50056976,"('immoral', 'moral')",0.3490517,0.5005698,0.1515181
22,-0.32724977,-0.33624268,"('untrustworthy', 'trustworthy')",-0.3272498,-0.3362427,-0.0089929
23,7.085071,7.1274147,"('insincere', 'sincere')",7.0850711,7.1274147,0.0423436
24,1.8605585,1.7585866,"('dishonest', 'honest')",1.8605585,1.7585866,-0.1019719
25,0.41460338,0.24028711,"('egoistic', 'altruistic')",0.4146034,0.2402871,-0.1743163
26,0.47872412,0.42471716,"('hardhearted', 'benevolent')",0.4787241,0.4247172,-0.0540069
27,1.4227012,1.1985694,"('hardhearted', 'softhearted')",1.4227012,1.1985694,-0.2241318
28,1.2637177,1.2251387,"('disloyal', 'loyal')",1.2637177,1.2251387,-0.038579
29,-1.1793272,-1.2685714,"('unfair', 'fair')",-1.1793272,-1.2685714,-0.0892442
30,1.177773,1.2182752,"('intolerant', 'tolerant')",1.177773,1.2182752,0.0405022
31,-2.4460456,-2.51872,"('evil', 'good')",-2.4460456,-2.5187199,-0.0726743
32,1.6634825,1.6588122,"('unkind', 'kind')",1.6634825,1.6588122,-0.0046703
33,-0.27604792,-0.3303569,"('wrong', 'right')",-0.2760479,-0.3303569,-0.054309
34,4.6250463,4.7408533,"('mean', 'honorable')",4.6250463,4.7408533,0.115807
35,-1.2647401,-1.5092323,"('corrupt', 'incorrupt')",-1.2647401,-1.5092323,-0.2444922
36,-1.1932505,-1.3303684,"('hostile', 'amicable')",-1.1932505,-1.3303684,-0.1371179
37,0.8328492,0.81728375,"('fake', 'genuine')",0.8328492,0.8172837,-0.0155655
38,0.60960174,0.7327642,"('untruthful', 'truthful')",0.6096017,0.7327642,0.1231625
