,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.1710216,-1.2666235,"('unsociable', 'sociable')",-0.15433769,-0.3281529,-0.6626796,-0.7973882,-0.1347086
1,0.3870077,0.19374536,"('unfriendly', 'friendly')",1.1914499,1.0732192,0.7892288,0.6334823,-0.1557465
2,0.98595834,1.1235732,"('unlikable', 'likable')",1.217839,1.3719324,1.1018987,1.2477528,0.1458541
3,-1.201025,-1.1715727,"('repellent', 'pleasant')",0.64487636,0.6426459,-0.2780743,-0.2644634,0.0136109
4,0.82123446,0.73131025,"('disliked', 'liked')",-6.3536024,-6.4325066,-2.7661839,-2.8505981,-0.0844142
5,0.31878877,0.3881709,"('distant', 'outgoing')",-0.70697635,-0.5557289,-0.1940938,-0.083779,0.1103148
6,0.12174966,0.17890549,"('distant', 'open')",-0.7063749,-0.5626697,-0.2923126,-0.1918821,0.1004305
7,-0.9518899,-1.0206274,"('insensitive', 'sensitive')",-0.31605628,-0.3710958,-0.6339731,-0.6958616,-0.0618885
8,0.38609397,0.26540634,"('unaffectionate', 'affectionate')",0.41069627,0.42619073,0.3983951,0.3457986,-0.0525965
9,0.05810646,-0.06437965,"('unaffectionate', 'caring')",1.0338067,1.0336618,0.5459566,0.4846411,-0.0613155
10,-2.7653577,-2.8814137,"('unsympathetic', 'sympathetic')",-0.27787292,-0.36184138,-1.5216153,-1.6216276,-0.1000123
11,-1.0546042,-1.064056,"('unhelpful', 'helpful')",2.132976,2.1368449,0.5391859,0.5363944,-0.0027915
12,-0.6879163,-0.63942313,"('unsupportive', 'supportive')",-2.3039515,-2.203056,-1.4959339,-1.4212396,0.0746943
13,-1.7188351,-1.7474238,"('impolite', 'polite')",-0.090362355,-0.16321383,-0.9045987,-0.9553188,-0.0507201
14,-0.9419866,-1.0323148,"('antisocial', 'social')",0.0042296555,-0.10498202,-0.4688785,-0.5686484,-0.0997699
15,0.7999903,0.69777405,"('boring', 'funny')",0.9572815,0.9171732,0.8786359,0.8074737,-0.0711622
16,0.6041962,0.60362136,"('unpopular', 'popular')",0.46070015,0.38024023,0.5324482,0.4919308,-0.0405174
17,0.1729613,0.18582621,"('nasty', 'nice')",-0.03574095,-0.06346536,0.0686102,0.0611804,-0.0074298
18,-0.13473263,-0.12043319,"('disagreeable', 'welcoming')",-1.2117388,-1.1902428,-0.6732357,-0.655338,0.0178977
19,0.12883651,0.08334873,"('inhospitable', 'hospitable')",-0.27478847,-0.24045353,-0.072976,-0.0785524,-0.0055764
20,0.14954695,0.11498256,"('rough', 'thoughtful')",0.67184424,0.61376274,0.4106956,0.3643726,-0.046323
21,-1.055253,-1.1501247,"('immoral', 'moral')",-0.5252924,-0.5443122,-0.7902727,-0.8472184,-0.0569457
22,-1.2946153,-1.3179893,"('untrustworthy', 'trustworthy')",-0.62561774,-0.68887657,-0.9601165,-1.003433,-0.0433165
23,-1.1552914,-1.2680327,"('insincere', 'sincere')",5.643703,5.524885,2.2442057,2.1284263,-0.1157794
24,-1.2540088,-1.2892455,"('dishonest', 'honest')",0.82092595,0.8284792,-0.2165414,-0.2303832,-0.0138418
25,1.5081623,1.5679088,"('egoistic', 'altruistic')",1.1549469,1.0613294,1.3315547,1.3146191,-0.0169356
26,1.333611,1.1761385,"('hardhearted', 'benevolent')",1.6530018,1.535838,1.4933064,1.3559883,-0.1373181
27,-0.88871205,-0.89069796,"('hardhearted', 'softhearted')",0.51054436,0.45839956,-0.1890838,-0.2161492,-0.0270654
28,-0.77988267,-1.0013441,"('disloyal', 'loyal')",0.86281925,0.7051092,0.0414683,-0.1481175,-0.1895858
29,-0.7249631,-0.7564605,"('unfair', 'fair')",-0.72148144,-0.8146683,-0.7232223,-0.7855644,-0.0623421
30,-1.0456607,-1.0937996,"('intolerant', 'tolerant')",0.7638253,0.81849444,-0.1409177,-0.1376526,0.0032651
31,0.83255154,0.9458304,"('evil', 'good')",-1.2759409,-1.2427479,-0.2216947,-0.1484587,0.073236
32,-0.29551068,-0.37182269,"('unkind', 'kind')",1.1349779,0.909869,0.4197336,0.2690232,-0.1507104
33,0.9460766,0.9078675,"('wrong', 'right')",-0.73363495,-0.7013712,0.1062208,0.1032481,-0.0029727
34,-0.6789355,-0.55224586,"('mean', 'honorable')",5.062157,5.1816287,2.1916108,2.3146915,0.1230807
35,1.6418593,1.6338431,"('corrupt', 'incorrupt')",-0.62073857,-0.6835684,0.5105604,0.4751373,-0.0354231
36,1.2706082,1.1879417,"('hostile', 'amicable')",-0.03415467,-0.18023345,0.6182268,0.5038541,-0.1143727
37,-0.33564046,-0.345999,"('fake', 'genuine')",-0.03305942,0.0044293255,-0.1843499,-0.1707848,0.0135651
38,-0.9329283,-0.96138144,"('untruthful', 'truthful')",0.091841504,0.17459086,-0.4205434,-0.3933953,0.0271481
39,0.068809904,0.100980364,"('exploitative', 'cooperative')",0.76985186,0.8348706,0.4193309,0.4679255,0.0485946
40,-0.43771023,-0.42319155,"('stingy', 'generous')",-2.5644681,-2.592693,-1.5010892,-1.5079423,-0.0068531
41,-1.1461757,-1.213489,"('unforgiving', 'forgiving')",0.34681594,0.28505287,-0.3996799,-0.4642181,-0.0645382
42,-0.78188944,-0.6548805,"('unreliable', 'reliable')",-2.8088095,-2.7607372,-1.7953495,-1.7078089,0.0875406
43,-2.1158586,-2.0649555,"('irresponsible', 'responsible')",0.33608136,0.43332756,-0.8898886,-0.815814,0.0740746
44,0.042271093,0.18607646,"('prejudiced', 'unprejudiced')",-0.9859385,-0.9005271,-0.4718337,-0.3572253,0.1146084
45,-2.3170254,-2.3639376,"('incompetent', 'competent')",-0.25910705,-0.32147604,-1.2880663,-1.3427068,-0.0546405
46,-1.3888503,-1.4246637,"('uncompetitive', 'competitive')",-0.8759663,-0.9008597,-1.1324084,-1.1627617,-0.0303533
47,-0.1578869,-0.077344045,"('stupid', 'smart')",5.1493697,5.2382274,2.4957414,2.5804417,0.0847003
48,-0.270925,-0.36861432,"('unintelligent', 'intelligent')",0.13573076,0.117242366,-0.0675971,-0.125686,-0.0580889
49,0.05371794,0.07320328,"('unable', 'able')",-0.17568247,-0.09703465,-0.0609823,-0.0119157,0.0490666
50,0.54812825,0.516552,"('clumsy', 'skillful')",-0.27559558,-0.2804061,0.1362663,0.1180729,-0.0181934
51,-1.1178699,-1.2489145,"('uneducated', 'educated')",0.42355415,0.2045126,-0.3471578,-0.5222009,-0.1750431
52,0.7987315,0.628893,"('irrational', 'rational')",0.12196574,0.08110411,0.4603486,0.3549986,-0.10535
53,0.11961254,0.020068638,"('uncreative', 'creative')",0.6821894,0.5989393,0.400901,0.309504,-0.091397
54,0.21522442,0.15391496,"('incapable', 'capable')",0.8477109,0.7801719,0.5314677,0.4670434,-0.0644243
55,-1.6222448,-1.614265,"('incompetent', 'clever')",0.3615836,0.3927064,-0.6303306,-0.6107793,0.0195513
56,-0.848284,-0.9610491,"('impractical', 'practical')",0.28322,0.26572284,-0.282532,-0.3476631,-0.0651311
57,-1.157126,-1.2802687,"('unimaginative', 'imaginative')",-3.1110206,-3.1964808,-2.1340733,-2.2383747,-0.1043014
58,0.15918055,-0.0017807186,"('undiscriminating', 'discriminating')",0.15273996,0.14594564,0.1559603,0.0720825,-0.0838778
59,0.9533471,0.96856326,"('foolish', 'wise')",0.09444276,0.17559868,0.5238949,0.572081,0.0481861
60,-1.2025086,-1.1593918,"('inefficient', 'efficient')",-0.008233815,0.16474652,-0.6053712,-0.4973226,0.1080486
61,0.026149258,-0.115574986,"('illogical', 'logical')",0.059523586,-0.076443814,0.0428364,-0.0960094,-0.1388458
62,-0.54702955,-0.49635822,"('incompetent', 'brilliant')",0.33794752,0.49005425,-0.104541,-0.003152,0.101389
63,-1.4496329,-1.4323704,"('unperceptive', 'insightful')",-0.0892563,-0.019986063,-0.7694446,-0.7261782,0.0432664
64,-0.3046449,-0.254993,"('shy', 'confident')",-5.5924997,-5.5422792,-2.9485724,-2.8986361,0.0499363
65,-0.76075596,-0.8064124,"('insecure', 'secure')",0.35133496,0.30251467,-0.2047105,-0.2519489,-0.0472384
66,0.10374698,0.1655325,"('inactive', 'active')",0.11237423,0.04973686,0.1080606,0.1076347,-0.0004259
67,-0.1342101,-0.06340696,"('doubtful', 'determined')",-0.34167513,-0.29975507,-0.2379426,-0.181581,0.0563616
68,-0.84512126,-0.86715084,"('dependent', 'independent')",-1.4266531,-1.4533693,-1.1358871,-1.1602601,-0.024373
69,2.3835747,2.4715316,"('lazy', 'industrious')",-1.0425884,-0.9183379,0.6704932,0.7765969,0.1061037
70,-2.1453469,-2.093141,"('lethargic', 'energetic')",0.14061289,0.073129326,-1.002367,-1.0100058,-0.0076388
71,0.73036265,0.78610015,"('diffident', 'self-confident')",0.4672201,0.44684076,0.5987914,0.6164705,0.0176791
72,-0.3683249,-0.36259156,"('unambitious', 'ambitious')",-0.62358356,-0.4851811,-0.4959542,-0.4238863,0.0720679
73,1.1629748,1.2096262,"('helpless', 'self-reliant')",-2.8950818,-2.806228,-0.8660535,-0.7983009,0.0677526
74,-0.68699896,-0.76006025,"('undedicated', 'dedicated')",0.0371475,0.014776204,-0.3249257,-0.372642,-0.0477163
75,0.97093064,1.0344417,"('meek', 'impulsive')",-0.53191555,-0.44307753,0.2195075,0.2956821,0.0761746
76,-1.0093842,-0.9255047,"('anxious', 'daring')",-0.07424106,-0.038416315,-0.5418126,-0.4819605,0.0598521
77,-0.2713089,-0.31420174,"('unmotivated', 'motivated')",-0.99830866,-0.94758785,-0.6348088,-0.6308948,0.003914
78,-0.3098033,-0.3754806,"('nonresilient', 'resilient')",-0.31878352,-0.26096302,-0.3142934,-0.3182218,-0.0039284
79,0.5948592,0.46924782,"('wavering', 'unwavering')",-0.6577628,-0.6641975,-0.0314518,-0.0974748,-0.066023
80,-0.39481565,-0.38534302,"('dominated', 'dominating')",-0.42320752,-0.46827057,-0.4090116,-0.4268068,-0.0177952
81,-1.0431839,-1.0254979,"('submissive', 'aggressive')",-0.76060593,-0.80283004,-0.9018949,-0.9141639,-0.012269
82,-0.48974434,-0.54895306,"('poor', 'rich')",5.868006,5.7287936,2.689131,2.5899203,-0.0992107
83,0.4945895,0.5204148,"('powerless', 'powerful')",-1.1709952,-1.108008,-0.3382029,-0.2937966,0.0444063
84,0.03915751,-0.01984338,"('inferior', 'superior')",0.32660258,0.27087623,0.18288,0.1255164,-0.0573636
85,2.3516815,2.3330908,"('insignificant', 'prestigious')",-0.41805464,-0.41656566,0.9668134,0.9582626,-0.0085508
86,-1.094103,-1.3311961,"('uninfluential', 'influential')",-0.58979,-0.74426,-0.8419465,-1.0377281,-0.1957816
87,0.49554205,0.44065332,"('unsuccessful', 'successful')",0.6718344,0.5596568,0.5836883,0.5001551,-0.0835332
88,0.94215417,0.81783867,"('low', 'eminent')",-0.051157564,-0.25218448,0.4454983,0.2828271,-0.1626712
