,private_male,private_female,tuple,average_male,average_female,female-male
0,1.4370441,1.2297113,"('unsociable', 'sociable')",1.4370441,1.2297113,-0.2073328
1,0.20012087,0.054372814,"('unfriendly', 'friendly')",0.2001209,0.0543728,-0.1457481
2,0.69110143,0.8779856,"('unlikable', 'likable')",0.6911014,0.8779856,0.1868842
3,0.75663114,0.81116855,"('repellent', 'pleasant')",0.7566311,0.8111686,0.0545375
4,-5.5473566,-5.8368926,"('disliked', 'liked')",-5.5473566,-5.8368926,-0.289536
5,-1.7128842,-1.6335565,"('distant', 'outgoing')",-1.7128842,-1.6335565,0.0793277
6,-1.4228853,-1.381255,"('distant', 'open')",-1.4228853,-1.381255,0.0416303
7,0.9810967,0.9378169,"('insensitive', 'sensitive')",0.9810967,0.9378169,-0.0432798
8,0.13025491,0.21641205,"('unaffectionate', 'affectionate')",0.1302549,0.2164121,0.0861572
9,1.3589647,1.4086618,"('unaffectionate', 'caring')",1.3589647,1.4086618,0.0496971
10,0.9940723,1.0771953,"('unsympathetic', 'sympathetic')",0.9940723,1.0771953,0.083123
11,3.2567022,3.3052897,"('unhelpful', 'helpful')",3.2567022,3.3052897,0.0485875
12,-0.95369756,-0.9586978,"('unsupportive', 'supportive')",-0.9536976,-0.9586978,-0.0050002
13,0.72274363,0.8017125,"('impolite', 'polite')",0.7227436,0.8017125,0.0789689
14,1.1960039,1.129175,"('antisocial', 'social')",1.1960039,1.1291749,-0.066829
15,0.79786307,0.7177356,"('boring', 'funny')",0.7978631,0.7177356,-0.0801275
16,0.08725292,0.026351824,"('unpopular', 'popular')",0.0872529,0.0263518,-0.0609011
17,0.37057722,0.38079038,"('nasty', 'nice')",0.3705772,0.3807904,0.0102132
18,-0.8348602,-0.91338754,"('disagreeable', 'welcoming')",-0.8348602,-0.9133875,-0.0785273
19,-0.70951176,-0.6588421,"('inhospitable', 'hospitable')",-0.7095118,-0.6588421,0.0506697
20,0.60389304,0.53622943,"('rough', 'thoughtful')",0.603893,0.5362294,-0.0676636
21,1.0319611,1.0959979,"('immoral', 'moral')",1.0319611,1.0959979,0.0640368
22,0.11605506,0.1379154,"('untrustworthy', 'trustworthy')",0.1160551,0.1379154,0.0218603
23,6.207951,6.326844,"('insincere', 'sincere')",6.2079511,6.3268442,0.1188931
24,0.9712179,1.1971087,"('dishonest', 'honest')",0.9712179,1.1971087,0.2258908
25,0.33998325,0.115832284,"('egoistic', 'altruistic')",0.3399833,0.1158323,-0.224151
26,0.7119901,0.5481058,"('hardhearted', 'benevolent')",0.7119901,0.5481058,-0.1638843
27,0.46525112,0.36654407,"('hardhearted', 'softhearted')",0.4652511,0.3665441,-0.098707
28,1.3526947,1.2451649,"('disloyal', 'loyal')",1.3526947,1.2451649,-0.1075298
29,-1.1219795,-1.269755,"('unfair', 'fair')",-1.1219795,-1.269755,-0.1477755
30,1.6658589,1.6657352,"('intolerant', 'tolerant')",1.6658589,1.6657352,-0.0001237
31,-2.8962762,-3.0918334,"('evil', 'good')",-2.8962762,-3.0918334,-0.1955572
32,1.3321561,1.4131243,"('unkind', 'kind')",1.3321561,1.4131243,0.0809682
33,-0.6167154,-0.6697688,"('wrong', 'right')",-0.6167154,-0.6697688,-0.0530534
34,4.1161976,4.438752,"('mean', 'honorable')",4.1161976,4.4387522,0.3225546
35,-1.8367434,-2.0611012,"('corrupt', 'incorrupt')",-1.8367434,-2.0611012,-0.2243578
36,-1.05435,-1.3045688,"('hostile', 'amicable')",-1.05435,-1.3045688,-0.2502188
37,0.35633132,0.34686974,"('fake', 'genuine')",0.3563313,0.3468697,-0.0094616
38,0.80269766,0.77941173,"('untruthful', 'truthful')",0.8026977,0.7794117,-0.023286
