,marathon_male,marathon_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.343797,-1.6102902,"('unsociable', 'sociable')",0.9338503,0.7095108,-0.07525971,-0.2753935,-0.1617355,-0.3920576,-0.2303221
1,0.41303498,0.38747108,"('unfriendly', 'friendly')",1.3352562,0.9731665,0.6697999,0.5192709,0.8060304,0.6266362,-0.1793942
2,0.56069183,0.50993246,"('unlikable', 'likable')",1.8533933,1.8248,1.1345738,1.1842467,1.1828863,1.172993,-0.0098933
3,-0.24809434,-0.20348227,"('repellent', 'pleasant')",-0.03315235,-0.04914015,1.2541279,1.2581974,0.3242937,0.3351916,0.0108979
4,0.3051135,0.24882603,"('disliked', 'liked')",-0.23479605,-0.35434547,-6.422837,-6.402101,-2.1175065,-2.1692068,-0.0517003
5,0.008164234,0.13640594,"('distant', 'outgoing')",-0.79480016,-0.75847435,-1.4647193,-1.336242,-0.7504517,-0.6527701,0.0976816
6,-0.016161032,0.12484844,"('distant', 'open')",-0.991721,-1.0119615,-1.5190685,-1.3956928,-0.8423168,-0.7609353,0.0813815
7,0.25378564,0.17077005,"('insensitive', 'sensitive')",1.2444345,1.1889453,0.5788259,0.52703476,0.6923486,0.6289167,-0.0634319
8,0.5417774,0.50207365,"('unaffectionate', 'affectionate')",0.07737243,-0.104940444,-0.30914265,-0.36305016,0.1033357,0.011361,-0.0919747
9,1.639741,1.57963,"('unaffectionate', 'caring')",0.5360303,0.3292339,0.49226832,0.42923507,0.8893465,0.7793663,-0.1099802
10,-0.18609592,-0.4303096,"('unsympathetic', 'sympathetic')",0.03770852,-0.16652699,0.15788743,0.010166124,0.0031667,-0.1955568,-0.1987235
11,-0.38054115,-0.47397706,"('unhelpful', 'helpful')",1.1828097,1.0944664,2.335779,2.227975,1.0460158,0.9494881,-0.0965277
12,0.76241165,0.6863444,"('unsupportive', 'supportive')",1.048156,1.0073338,-1.7813997,-1.7538735,0.0097226,-0.0200651,-0.0297877
