,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.3427603,0.20053445,"('unsociable', 'sociable')",-0.18599272,-0.4117038,0.0783838,-0.1055847,-0.1839685
1,-1.3432925,-1.4264232,"('unfriendly', 'friendly')",1.5973787,1.4454178,0.1270431,0.0094973,-0.1175458
2,0.6159822,0.6670462,"('unlikable', 'likable')",0.827514,0.9429091,0.7217481,0.8049777,0.0832296
3,-0.20223817,-0.13249344,"('repellent', 'pleasant')",0.06073298,0.06744295,-0.0707526,-0.0325252,0.0382274
4,-0.5392215,-0.55198497,"('disliked', 'liked')",-5.867415,-5.824148,-3.2033181,-3.1880665,0.0152516
5,-1.4789956,-1.4464971,"('distant', 'outgoing')",-0.14768016,-0.118001,-0.8133379,-0.782249,0.0310889
6,-1.8201457,-1.7921093,"('distant', 'open')",0.18275969,0.18678918,-0.818693,-0.80266,0.016033
7,0.22576998,0.26107305,"('insensitive', 'sensitive')",0.17311186,0.2065411,0.1994409,0.2338071,0.0343662
8,-1.4368892,-1.4409921,"('unaffectionate', 'affectionate')",0.6510819,0.58140665,-0.3929036,-0.4297927,-0.0368891
9,-1.1901327,-1.1903447,"('unaffectionate', 'caring')",0.9968683,0.96759266,-0.0966322,-0.111376,-0.0147438
10,-0.04242312,-0.0508403,"('unsympathetic', 'sympathetic')",-0.42854685,-0.47527608,-0.235485,-0.2630582,-0.0275732
11,0.44366655,0.41359133,"('unhelpful', 'helpful')",1.7493436,1.8220316,1.096505,1.1178114,0.0213064
12,-0.050358333,0.046253197,"('unsupportive', 'supportive')",-1.9536479,-1.8900408,-1.0020031,-0.9218938,0.0801093
13,0.84219605,0.7247068,"('impolite', 'polite')",-0.14339161,-0.13260506,0.3494022,0.2960509,-0.0533513
14,1.2819979,1.2688384,"('antisocial', 'social')",-0.4204009,-0.48861885,0.4307985,0.3901098,-0.0406887
15,-0.047455333,-0.15889414,"('boring', 'funny')",0.58245087,0.5510663,0.2674978,0.1960861,-0.0714117
16,-0.5936051,-0.53615236,"('unpopular', 'popular')",0.78579205,0.76246387,0.0960935,0.1131558,0.0170623
17,-0.18329829,-0.13861607,"('nasty', 'nice')",-0.34958145,-0.32528365,-0.2664399,-0.2319499,0.03449
18,-0.28208035,-0.24563143,"('disagreeable', 'welcoming')",-0.41391143,-0.41797394,-0.3479959,-0.3318027,0.0161932
19,-1.8949777,-1.8979449,"('inhospitable', 'hospitable')",-0.41392148,-0.37890464,-1.1544496,-1.1384248,0.0160248
20,0.09958081,0.118144214,"('rough', 'thoughtful')",1.1768111,1.133934,0.6381959,0.6260391,-0.0121568
21,1.2572253,1.189339,"('immoral', 'moral')",-0.47012514,-0.5091061,0.3935501,0.3401165,-0.0534336
22,0.7271359,0.69324917,"('untrustworthy', 'trustworthy')",-0.854805,-0.9203241,-0.0638345,-0.1135375,-0.049703
23,0.1046142,0.05856214,"('insincere', 'sincere')",5.3200283,5.232864,2.7123213,2.6457131,-0.0666082
24,0.2561588,0.19649571,"('dishonest', 'honest')",0.7706402,0.74131864,0.5133995,0.4689072,-0.0444923
25,-0.3225176,-0.3252769,"('egoistic', 'altruistic')",1.3071358,1.2194942,0.4923091,0.4471087,-0.0452004
26,-0.26597813,-0.32036576,"('hardhearted', 'benevolent')",1.5176662,1.3588551,0.6258441,0.5192447,-0.1065994
27,-0.40749538,-0.3371993,"('hardhearted', 'softhearted')",1.2004857,1.1262215,0.3964952,0.3945111,-0.0019841
28,-0.58709675,-0.6626215,"('disloyal', 'loyal')",0.859651,0.73943913,0.1362771,0.0384088,-0.0978683
29,-0.53957826,-0.55971473,"('unfair', 'fair')",-0.5297075,-0.6859623,-0.5346429,-0.6228385,-0.0881956
30,1.633412,1.5730311,"('intolerant', 'tolerant')",1.5417315,1.4758941,1.5875717,1.5244626,-0.0631091
31,-1.7883176,-1.7024726,"('evil', 'good')",-0.9637883,-1.0438555,-1.3760529,-1.3731641,0.0028888
32,0.9548378,0.8982001,"('unkind', 'kind')",0.9208434,0.8201365,0.9378406,0.8591683,-0.0786723
33,-0.152656,-0.20978794,"('wrong', 'right')",-0.48558733,-0.52904713,-0.3191217,-0.3694175,-0.0502958
34,0.06380674,0.14207163,"('mean', 'honorable')",5.853062,5.963202,2.9584343,3.0526369,0.0942026
35,-0.8623591,-0.8766134,"('corrupt', 'incorrupt')",-0.17268378,-0.29581866,-0.5175214,-0.586216,-0.0686946
36,-2.103323,-2.0967896,"('hostile', 'amicable')",0.18746418,-0.04348168,-0.9579294,-1.0701356,-0.1122062
37,0.008574028,0.011824787,"('fake', 'genuine')",0.10028496,0.092131436,0.0544295,0.0519781,-0.0024514
38,-0.18624416,-0.18228342,"('untruthful', 'truthful')",0.06781234,0.14331803,-0.0592159,-0.0194827,0.0397332
39,0.98434377,0.93424064,"('exploitative', 'cooperative')",0.18076238,0.1780354,0.5825531,0.556138,-0.0264151
40,-0.13179916,-0.06857973,"('stingy', 'generous')",-1.439653,-1.4987245,-0.7857261,-0.7836521,0.002074
