,gerbil_male,gerbil_female,tuple,average_male,average_female,female-male
0,-0.23012777,-0.5419694,"('unsociable', 'sociable')",-0.2301278,-0.5419694,-0.3118416
1,-0.7211762,-0.88016266,"('unfriendly', 'friendly')",-0.7211762,-0.8801627,-0.1589865
2,0.23774238,0.35385293,"('unlikable', 'likable')",0.2377424,0.3538529,0.1161105
3,-0.7533742,-0.6533874,"('repellent', 'pleasant')",-0.7533742,-0.6533874,0.0999868
4,-1.165069,-1.105152,"('disliked', 'liked')",-1.165069,-1.105152,0.059917
5,-0.30502844,-0.35364366,"('distant', 'outgoing')",-0.3050284,-0.3536437,-0.0486153
6,-0.91185325,-0.9841976,"('distant', 'open')",-0.9118533,-0.9841976,-0.0723443
7,-0.24834357,-0.48053637,"('insensitive', 'sensitive')",-0.2483436,-0.4805364,-0.2321928
8,-0.8147287,-0.8459374,"('unaffectionate', 'affectionate')",-0.8147287,-0.8459374,-0.0312087
9,-0.94334483,-1.0826899,"('unaffectionate', 'caring')",-0.9433448,-1.0826899,-0.1393451
10,-0.7193463,-1.0915475,"('unsympathetic', 'sympathetic')",-0.7193463,-1.0915475,-0.3722012
11,-0.26148832,-0.32077682,"('unhelpful', 'helpful')",-0.2614883,-0.3207768,-0.0592885
12,-1.2645943,-1.3293647,"('unsupportive', 'supportive')",-1.2645943,-1.3293647,-0.0647704
13,-0.2752248,-0.4698712,"('impolite', 'polite')",-0.2752248,-0.4698712,-0.1946464
14,0.26800066,0.101343155,"('antisocial', 'social')",0.2680007,0.1013432,-0.1666575
15,0.9104214,0.88035256,"('boring', 'funny')",0.9104214,0.8803526,-0.0300688
16,-0.6010798,-0.36364415,"('unpopular', 'popular')",-0.6010798,-0.3636442,0.2374356
17,0.1846111,0.2145558,"('nasty', 'nice')",0.1846111,0.2145558,0.0299447
18,-0.81842613,-0.6923953,"('disagreeable', 'welcoming')",-0.8184261,-0.6923953,0.1260308
19,-0.8087664,-0.7968653,"('inhospitable', 'hospitable')",-0.8087664,-0.7968653,0.0119011
20,-0.275878,-0.1133997,"('rough', 'thoughtful')",-0.275878,-0.1133997,0.1624783
21,-0.57747084,-0.41609937,"('immoral', 'moral')",-0.5774708,-0.4160994,0.1613714
22,0.4255537,0.20003878,"('untrustworthy', 'trustworthy')",0.4255537,0.2000388,-0.2255149
23,0.6115376,0.474368,"('insincere', 'sincere')",0.6115376,0.474368,-0.1371696
24,0.11818903,-0.11312422,"('dishonest', 'honest')",0.118189,-0.1131242,-0.2313132
25,0.30271575,0.336977,"('egoistic', 'altruistic')",0.3027157,0.336977,0.0342613
26,0.36159682,0.0013390277,"('hardhearted', 'benevolent')",0.3615968,0.001339,-0.3602578
27,0.3261003,0.21834664,"('hardhearted', 'softhearted')",0.3261003,0.2183466,-0.1077537
28,-0.7425228,-0.8488064,"('disloyal', 'loyal')",-0.7425228,-0.8488064,-0.1062836
29,-0.3770545,-0.41352555,"('unfair', 'fair')",-0.3770545,-0.4135256,-0.0364711
