,teleflex_male,teleflex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7855351,-1.827237,"('unsociable', 'sociable')",-0.4179968,-0.57534415,-1.101766,-1.2012906,-0.0995246
1,-1.5868089,-1.7491403,"('unfriendly', 'friendly')",1.4765412,1.3710419,-0.0551339,-0.1890492,-0.1339153
2,0.48562455,0.52202106,"('unlikable', 'likable')",0.7479401,0.84812284,0.6167823,0.6850719,0.0682896
3,-0.65883595,-0.57708704,"('repellent', 'pleasant')",0.17250586,0.19790588,-0.243165,-0.1895906,0.0535744
4,0.13217005,0.035997182,"('disliked', 'liked')",-5.725192,-5.8505173,-2.7965109,-2.9072599,-0.110749
5,-0.33263057,-0.37867725,"('distant', 'outgoing')",-0.295019,-0.25548014,-0.3138248,-0.3170787,-0.0032539
6,-0.51286817,-0.6075957,"('distant', 'open')",0.18210904,0.20809855,-0.1653796,-0.1997486,-0.034369
7,-1.0154111,-0.9503468,"('insensitive', 'sensitive')",0.2530163,0.29160228,-0.3811974,-0.3293723,0.0518251
8,-1.1839334,-1.2688535,"('unaffectionate', 'affectionate')",0.6309753,0.6079636,-0.276479,-0.330445,-0.053966
9,-1.5812327,-1.6591153,"('unaffectionate', 'caring')",0.72391343,0.717473,-0.4286596,-0.4708212,-0.0421616
10,-2.0097663,-1.9923587,"('unsympathetic', 'sympathetic')",-0.7644853,-0.7991413,-1.3871258,-1.39575,-0.0086242
11,-1.2329743,-1.1360396,"('unhelpful', 'helpful')",1.0108821,1.0874343,-0.1110461,-0.0243027,0.0867434
12,-1.6559067,-1.5464195,"('unsupportive', 'supportive')",-1.9422222,-1.8983133,-1.7990644,-1.7223663,0.0766981
13,-0.8335484,-0.7593036,"('impolite', 'polite')",-0.68064284,-0.6777037,-0.7570956,-0.7185037,0.0385919
14,0.07048714,0.12839569,"('antisocial', 'social')",-0.4026625,-0.5041221,-0.1660877,-0.1878632,-0.0217755
15,0.726932,0.64228284,"('boring', 'funny')",0.6741099,0.63888186,0.7005209,0.6405823,-0.0599386
16,-0.032073468,-0.091784224,"('unpopular', 'popular')",0.62689096,0.6184836,0.2974088,0.2633497,-0.0340591
17,-0.24255751,-0.17867771,"('nasty', 'nice')",-0.7474167,-0.7166031,-0.4949871,-0.4476404,0.0473467
18,-0.27586964,-0.28577083,"('disagreeable', 'welcoming')",-0.3090524,-0.311256,-0.292461,-0.2985134,-0.0060524
19,-0.80302775,-0.8386197,"('inhospitable', 'hospitable')",-0.34055737,-0.1878582,-0.5717925,-0.513239,0.0585535
20,-0.31653112,-0.30616295,"('rough', 'thoughtful')",1.1913077,1.1073831,0.4373883,0.4006101,-0.0367782
21,-0.28031102,-0.29348335,"('immoral', 'moral')",-0.5122891,-0.54289407,-0.3963001,-0.4181887,-0.0218886
22,-0.67643845,-0.7104154,"('untrustworthy', 'trustworthy')",-0.7969838,-0.9490179,-0.7367111,-0.8297167,-0.0930056
23,-1.713161,-1.7241234,"('insincere', 'sincere')",4.655745,4.577163,1.471292,1.4265199,-0.0447721
24,-0.84026426,-0.82974595,"('dishonest', 'honest')",0.54629534,0.4931007,-0.1469845,-0.1683226,-0.0213381
25,0.5877234,0.51120466,"('egoistic', 'altruistic')",1.5281061,1.4815652,1.0579147,0.996385,-0.0615297
26,-0.23783033,-0.3342537,"('hardhearted', 'benevolent')",1.8809493,1.7707117,0.8215595,0.718229,-0.1033305
27,-0.90807426,-0.8418897,"('hardhearted', 'softhearted')",1.1367708,1.1064414,0.1143483,0.1322758,0.0179275
28,-0.75100446,-0.8685135,"('disloyal', 'loyal')",0.6460641,0.5153297,-0.0524702,-0.1765919,-0.1241217
29,-0.38836256,-0.44155532,"('unfair', 'fair')",-0.4748176,-0.59787977,-0.4315901,-0.5197176,-0.0881275
30,-0.47532594,-0.44281563,"('intolerant', 'tolerant')",1.3259293,1.249009,0.4253017,0.4030967,-0.022205
31,-0.2459768,-0.2687499,"('evil', 'good')",-0.8326794,-0.92844474,-0.5393281,-0.5985973,-0.0592692
32,-0.15963684,-0.14690712,"('unkind', 'kind')",0.73359525,0.5831444,0.2869792,0.2181187,-0.0688605
33,0.21398129,0.10744841,"('wrong', 'right')",-0.33382243,-0.39514577,-0.0599206,-0.1438487,-0.0839281
34,-0.58810616,-0.45641467,"('mean', 'honorable')",5.2220845,5.4483485,2.3169892,2.4959669,0.1789777
35,1.4640069,1.2989379,"('corrupt', 'incorrupt')",0.21798527,0.07422904,0.8409961,0.6865835,-0.1544126
36,0.002604194,-0.22797716,"('hostile', 'amicable')",0.39988753,0.18601255,0.2012459,-0.0209823,-0.2222282
37,-0.370017,-0.29430264,"('fake', 'genuine')",0.21866485,0.2881819,-0.0756761,-0.0030604,0.0726157
38,-1.0006428,-1.0223457,"('untruthful', 'truthful')",-0.5635308,-0.49908563,-0.7820868,-0.7607157,0.0213711
39,0.8019458,0.8050988,"('exploitative', 'cooperative')",0.20825985,0.14823815,0.5051028,0.4766685,-0.0284343
40,0.13301593,0.106518164,"('stingy', 'generous')",-1.2636704,-1.4030015,-0.5653273,-0.6482417,-0.0829144
41,-0.67037153,-0.6909144,"('unforgiving', 'forgiving')",0.17659071,0.041001316,-0.2468904,-0.3249565,-0.0780661
42,0.28623566,0.43618077,"('unreliable', 'reliable')",-2.745088,-2.6364596,-1.2294263,-1.1001394,0.1292869
43,-1.4369507,-1.3166833,"('irresponsible', 'responsible')",0.2502637,0.31917313,-0.5933435,-0.4987551,0.0945884
44,1.0442457,1.0838453,"('prejudiced', 'unprejudiced')",-1.1421723,-1.0717843,-0.0489633,0.0060305,0.0549938
45,-1.6602257,-1.6085256,"('incompetent', 'competent')",-0.22029895,-0.3025192,-0.9402623,-0.9555224,-0.0152601
46,-1.5664383,-1.5335864,"('uncompetitive', 'competitive')",-0.67649966,-0.7040078,-1.121469,-1.1187971,0.0026719
47,0.034657862,0.13748053,"('stupid', 'smart')",5.096447,5.1982145,2.5655525,2.6678476,0.1022951
48,-1.0118412,-1.0152426,"('unintelligent', 'intelligent')",0.55802846,0.5853103,-0.2269064,-0.2149661,0.0119403
49,-0.5936251,-0.53738374,"('unable', 'able')",-0.3836426,-0.24188885,-0.4886339,-0.3896363,0.0989976
50,0.23168519,0.25888222,"('clumsy', 'skillful')",0.03455464,0.02171503,0.1331199,0.1402986,0.0071787
51,-0.58924294,-0.6269328,"('uneducated', 'educated')",0.3143977,0.26589078,-0.1374226,-0.180521,-0.0430984
52,0.25199658,-0.025655773,"('irrational', 'rational')",0.40055224,0.20360674,0.3262744,0.0889755,-0.2372989
53,-0.95285404,-1.0322647,"('uncreative', 'creative')",0.8507074,0.83995897,-0.0510733,-0.0961529,-0.0450796
54,-0.9942337,-1.0798204,"('incapable', 'capable')",0.8493855,0.93178916,-0.0724241,-0.0740156,-0.0015915
55,-1.3481903,-1.2697207,"('incompetent', 'clever')",0.03472448,0.012470093,-0.6567329,-0.6286253,0.0281076
56,0.19077685,0.21936826,"('impractical', 'practical')",-0.1286323,-0.122869655,0.0310723,0.0482493,0.017177
57,-1.0485114,-1.0853096,"('unimaginative', 'imaginative')",-2.2196124,-2.2705843,-1.6340618,-1.677947,-0.0438852
58,-0.97801316,-1.0289298,"('undiscriminating', 'discriminating')",-0.09673595,-0.12756127,-0.5373746,-0.5782455,-0.0408709
59,0.63441837,0.5667281,"('foolish', 'wise')",0.48024258,0.42692125,0.5573305,0.4968247,-0.0605058
60,-0.77976304,-0.6157441,"('inefficient', 'efficient')",-0.39764404,-0.24042857,-0.5887035,-0.4280863,0.1606172
61,-0.50942546,-0.6363092,"('illogical', 'logical')",0.2518458,0.056796994,-0.1287898,-0.2897561,-0.1609663
62,-0.92395544,-0.79735106,"('incompetent', 'brilliant')",-0.17553742,-0.047462363,-0.5497465,-0.4224067,0.1273398
63,-1.5821325,-1.5110792,"('unperceptive', 'insightful')",0.6163226,0.72128624,-0.4829049,-0.3948965,0.0880084
64,0.18737133,0.21057573,"('shy', 'confident')",-5.892564,-5.9424314,-2.8525963,-2.8659279,-0.0133316
65,-0.57504004,-0.602785,"('insecure', 'secure')",-0.34058592,-0.39698783,-0.457813,-0.4998864,-0.0420734
66,-0.17547214,-0.23830557,"('inactive', 'active')",0.765991,0.8011944,0.2952594,0.2814444,-0.013815
67,0.63531166,0.65909064,"('doubtful', 'determined')",-0.4010683,-0.33794636,0.1171217,0.1605721,0.0434504
68,-0.8302921,-0.8928694,"('dependent', 'independent')",-0.5801068,-0.5846346,-0.7051995,-0.738752,-0.0335525
69,1.3553349,1.3054748,"('lazy', 'industrious')",-0.3239308,-0.26937032,0.515702,0.5180522,0.0023502
70,-0.9762344,-0.8706051,"('lethargic', 'energetic')",0.50417966,0.5741684,-0.2360274,-0.1482184,0.087809
