,clef_male,clef_female,tuple,average_male,average_female,female-male
0,-0.65841746,-0.5461854,"('unsociable', 'sociable')",-0.6584175,-0.5461854,0.1122321
1,-0.10714491,-0.7555177,"('unfriendly', 'friendly')",-0.1071449,-0.7555177,-0.6483728
2,-0.06169117,-0.010354169,"('unlikable', 'likable')",-0.0616912,-0.0103542,0.051337
3,-0.28147462,-0.046539992,"('repellent', 'pleasant')",-0.2814746,-0.04654,0.2349346
4,-2.553611,-2.5939195,"('disliked', 'liked')",-2.553611,-2.5939195,-0.0403085
5,-0.6181709,-0.937745,"('distant', 'outgoing')",-0.6181709,-0.937745,-0.3195741
6,-0.37018037,-0.8365976,"('distant', 'open')",-0.3701804,-0.8365976,-0.4664172
7,-0.17984107,0.032910034,"('insensitive', 'sensitive')",-0.1798411,0.03291,0.2127511
8,-0.4436637,-0.7655451,"('unaffectionate', 'affectionate')",-0.4436637,-0.7655451,-0.3218814
9,-1.2299976,-1.4617554,"('unaffectionate', 'caring')",-1.2299976,-1.4617554,-0.2317578
10,-0.6947197,-0.5134038,"('unsympathetic', 'sympathetic')",-0.6947197,-0.5134038,0.1813159
11,-0.5695685,-0.29718578,"('unhelpful', 'helpful')",-0.5695685,-0.2971858,0.2723827
12,-1.7595614,-1.5403206,"('unsupportive', 'supportive')",-1.7595614,-1.5403206,0.2192408
13,-1.1443341,-0.8048763,"('impolite', 'polite')",-1.1443341,-0.8048763,0.3394578
14,0.67278224,1.1428274,"('antisocial', 'social')",0.6727822,1.1428274,0.4700452
15,1.1070343,0.9678832,"('boring', 'funny')",1.1070343,0.9678832,-0.1391511
16,-1.4205997,-1.5260026,"('unpopular', 'popular')",-1.4205997,-1.5260026,-0.1054029
17,0.42784274,0.3823512,"('nasty', 'nice')",0.4278427,0.3823512,-0.0454915
18,-0.38713324,-0.3416863,"('disagreeable', 'welcoming')",-0.3871332,-0.3416863,0.0454469
19,-0.3344768,-0.54614455,"('inhospitable', 'hospitable')",-0.3344768,-0.5461445,-0.2116677
20,0.24236931,0.16518618,"('rough', 'thoughtful')",0.2423693,0.1651862,-0.0771831
21,-0.5857728,-0.16351427,"('immoral', 'moral')",-0.5857728,-0.1635143,0.4222585
22,0.115878865,0.264262,"('untrustworthy', 'trustworthy')",0.1158789,0.264262,0.1483831
23,1.6735654,1.6843861,"('insincere', 'sincere')",1.6735654,1.6843861,0.0108207
24,0.10741327,0.0048187785,"('dishonest', 'honest')",0.1074133,0.0048188,-0.1025945
25,0.7853413,0.443838,"('egoistic', 'altruistic')",0.7853413,0.443838,-0.3415033
26,1.4978535,0.9934807,"('hardhearted', 'benevolent')",1.4978535,0.9934807,-0.5043728
27,-0.10380609,-0.46336028,"('hardhearted', 'softhearted')",-0.1038061,-0.4633603,-0.3595542
28,0.9747484,0.6472419,"('disloyal', 'loyal')",0.9747484,0.6472419,-0.3275065
29,-0.57047707,-0.571548,"('unfair', 'fair')",-0.5704771,-0.571548,-0.0010709
30,0.31292477,0.5810843,"('intolerant', 'tolerant')",0.3129248,0.5810843,0.2681595
31,-0.18148385,-0.5686256,"('evil', 'good')",-0.1814838,-0.5686256,-0.3871418
32,0.5076364,0.47929317,"('unkind', 'kind')",0.5076364,0.4792932,-0.0283432
33,-0.56349653,-0.689958,"('wrong', 'right')",-0.5634965,-0.689958,-0.1264615
34,1.6879765,1.6974517,"('mean', 'honorable')",1.6879765,1.6974517,0.0094752
35,0.12833199,-0.3720629,"('corrupt', 'incorrupt')",0.128332,-0.3720629,-0.5003949
36,-0.06777368,-0.74298704,"('hostile', 'amicable')",-0.0677737,-0.742987,-0.6752133
37,-0.02140775,0.14390205,"('fake', 'genuine')",-0.0214077,0.143902,0.1653097
38,-1.2011565,-1.2344576,"('untruthful', 'truthful')",-1.2011565,-1.2344576,-0.0333011
39,0.46217635,0.6821224,"('exploitative', 'cooperative')",0.4621764,0.6821224,0.219946
40,-0.63181645,-0.7708404,"('stingy', 'generous')",-0.6318164,-0.7708404,-0.139024
41,0.39276668,0.1900047,"('unforgiving', 'forgiving')",0.3927667,0.1900047,-0.202762
42,-0.7063,-0.48887104,"('unreliable', 'reliable')",-0.7063,-0.488871,0.217429
43,-0.99464834,-0.71693045,"('irresponsible', 'responsible')",-0.9946483,-0.7169304,0.2777179
44,-0.7586543,-0.59279364,"('prejudiced', 'unprejudiced')",-0.7586543,-0.5927936,0.1658607
45,0.2688138,0.1598443,"('incompetent', 'competent')",0.2688138,0.1598443,-0.1089695
46,-1.1680901,-0.95873195,"('uncompetitive', 'competitive')",-1.1680901,-0.9587319,0.2093582
47,1.7955922,1.8717995,"('stupid', 'smart')",1.7955922,1.8717995,0.0762073
48,-1.0371203,-1.0641483,"('unintelligent', 'intelligent')",-1.0371203,-1.0641483,-0.027028
49,-0.7275883,-0.67469984,"('unable', 'able')",-0.7275883,-0.6746998,0.0528885
50,0.27402607,0.17002617,"('clumsy', 'skillful')",0.2740261,0.1700262,-0.1039999
51,-0.30469716,-0.100346036,"('uneducated', 'educated')",-0.3046972,-0.100346,0.2043512
52,-0.5648349,-0.85851246,"('irrational', 'rational')",-0.5648349,-0.8585125,-0.2936776
53,0.11278772,-0.35188806,"('uncreative', 'creative')",0.1127877,-0.3518881,-0.4646758
54,-0.25885248,-0.47622254,"('incapable', 'capable')",-0.2588525,-0.4762225,-0.21737
55,0.50849044,0.75525737,"('incompetent', 'clever')",0.5084904,0.7552574,0.246767
56,0.48477617,0.709928,"('impractical', 'practical')",0.4847762,0.709928,0.2251518
57,-0.5949019,-0.6612336,"('unimaginative', 'imaginative')",-0.5949019,-0.6612336,-0.0663317
58,0.57377917,0.46258634,"('undiscriminating', 'discriminating')",0.5737792,0.4625863,-0.1111929
59,-0.34569332,-0.35337543,"('foolish', 'wise')",-0.3456933,-0.3533754,-0.0076821
60,-0.58156794,-0.0013978789,"('inefficient', 'efficient')",-0.5815679,-0.0013979,0.58017
61,-0.53812236,-0.65792066,"('illogical', 'logical')",-0.5381224,-0.6579207,-0.1197983
62,-0.31968236,0.06399739,"('incompetent', 'brilliant')",-0.3196824,0.0639974,0.3836798
63,-1.2042668,-0.92735744,"('unperceptive', 'insightful')",-1.2042668,-0.9273574,0.2769094
64,-2.8459766,-2.3627667,"('shy', 'confident')",-2.8459766,-2.3627667,0.4832099
65,0.4581885,0.6864782,"('insecure', 'secure')",0.4581885,0.6864782,0.2282897
66,-0.32502958,-0.6593226,"('inactive', 'active')",-0.3250296,-0.6593226,-0.334293
67,0.102926984,0.42850074,"('doubtful', 'determined')",0.102927,0.4285007,0.3255737
68,-1.7411659,-1.6219277,"('dependent', 'independent')",-1.7411659,-1.6219277,0.1192382
69,-0.58671093,-0.6662349,"('lazy', 'industrious')",-0.5867109,-0.6662349,-0.079524
70,0.116392076,0.29532215,"('lethargic', 'energetic')",0.1163921,0.2953221,0.17893
71,-0.8320968,-0.998113,"('diffident', 'self-confident')",-0.8320968,-0.998113,-0.1660162
72,0.07460445,0.20543651,"('unambitious', 'ambitious')",0.0746045,0.2054365,0.130832
73,-1.0829217,-0.98495936,"('helpless', 'self-reliant')",-1.0829217,-0.9849594,0.0979623
74,0.25387475,0.21078561,"('undedicated', 'dedicated')",0.2538747,0.2107856,-0.0430891
75,-0.09484064,-0.23381397,"('meek', 'impulsive')",-0.0948406,-0.233814,-0.1389734
76,1.1774694,1.3331511,"('anxious', 'daring')",1.1774694,1.3331511,0.1556817
77,-1.0355934,-0.7790227,"('unmotivated', 'motivated')",-1.0355934,-0.7790227,0.2565707
78,-1.0955833,-1.1738194,"('nonresilient', 'resilient')",-1.0955833,-1.1738194,-0.0782361
79,0.6590974,0.06527442,"('wavering', 'unwavering')",0.6590974,0.0652744,-0.593823
80,0.13062227,0.27795717,"('dominated', 'dominating')",0.1306223,0.2779572,0.1473349
81,-0.55514246,-0.029320551,"('submissive', 'aggressive')",-0.5551425,-0.0293206,0.5258219
82,3.0863137,2.8758056,"('poor', 'rich')",3.0863137,2.8758056,-0.2105081
83,0.17629218,0.09630356,"('powerless', 'powerful')",0.1762922,0.0963036,-0.0799886
84,0.18429251,0.21473989,"('inferior', 'superior')",0.1842925,0.2147399,0.0304474
85,-0.73802483,-1.0348586,"('insignificant', 'prestigious')",-0.7380248,-1.0348586,-0.2968338
86,-0.9378931,-1.1459464,"('uninfluential', 'influential')",-0.9378931,-1.1459464,-0.2080533
87,-0.6658462,-0.50888973,"('unsuccessful', 'successful')",-0.6658462,-0.5088897,0.1569565
88,-0.7358025,-0.7752285,"('low', 'eminent')",-0.7358025,-0.7752285,-0.039426
