,yarmulke_male,yarmulke_female,tuple,average_male,average_female,female-male
0,-1.0577037,-1.1458659,"('unsociable', 'sociable')",-1.0577037,-1.1458659,-0.0881622
1,0.26407656,0.054927308,"('unfriendly', 'friendly')",0.2640766,0.0549273,-0.2091493
2,0.842187,0.8203068,"('unlikable', 'likable')",0.842187,0.8203068,-0.0218802
3,-1.0583175,-0.9292408,"('repellent', 'pleasant')",-1.0583175,-0.9292408,0.1290767
4,-0.41777724,-0.47821066,"('disliked', 'liked')",-0.4177772,-0.4782107,-0.0604335
5,0.82783866,0.72154516,"('distant', 'outgoing')",0.8278387,0.7215452,-0.1062935
6,0.72094905,0.59225947,"('distant', 'open')",0.7209491,0.5922595,-0.1286896
7,-0.32926288,-0.29744247,"('insensitive', 'sensitive')",-0.3292629,-0.2974425,0.0318204
8,0.46032423,0.26675248,"('unaffectionate', 'affectionate')",0.4603242,0.2667525,-0.1935717
9,0.014726266,-0.13211054,"('unaffectionate', 'caring')",0.0147263,-0.1321105,-0.1468368
10,-1.353531,-1.3497257,"('unsympathetic', 'sympathetic')",-1.353531,-1.3497257,0.0038053
11,-1.224221,-1.2921386,"('unhelpful', 'helpful')",-1.224221,-1.2921386,-0.0679176
12,-1.035406,-1.0480365,"('unsupportive', 'supportive')",-1.035406,-1.0480365,-0.0126305
13,-1.5504706,-1.5519303,"('impolite', 'polite')",-1.5504706,-1.5519303,-0.0014597
14,-0.6213106,-0.46486136,"('antisocial', 'social')",-0.6213106,-0.4648614,0.1564492
15,1.0451971,0.9421291,"('boring', 'funny')",1.0451971,0.9421291,-0.103068
16,0.12652211,-0.05464101,"('unpopular', 'popular')",0.1265221,-0.054641,-0.1811631
17,-0.36556968,-0.33670735,"('nasty', 'nice')",-0.3655697,-0.3367074,0.0288623
18,0.35260072,0.35164112,"('disagreeable', 'welcoming')",0.3526007,0.3516411,-0.0009596
19,0.38032392,0.23579997,"('inhospitable', 'hospitable')",0.3803239,0.2358,-0.1445239
20,-0.9695781,-0.91327727,"('rough', 'thoughtful')",-0.9695781,-0.9132773,0.0563008
21,-1.3773711,-1.2776073,"('immoral', 'moral')",-1.3773711,-1.2776073,0.0997638
22,-0.6246288,-0.50695807,"('untrustworthy', 'trustworthy')",-0.6246288,-0.5069581,0.1176707
