,remnant_male,remnant_female,tuple,average_male,average_female,female-male
0,0.72530055,0.61389154,"('unsociable', 'sociable')",0.7253006,0.6138915,-0.1114091
1,0.6035753,0.53430265,"('unfriendly', 'friendly')",0.6035753,0.5343027,-0.0692726
2,0.054341063,0.13886797,"('unlikable', 'likable')",0.0543411,0.138868,0.0845269
3,0.74460864,0.93346936,"('repellent', 'pleasant')",0.7446086,0.9334694,0.1888608
4,-7.061042,-7.1756206,"('disliked', 'liked')",-7.0610418,-7.1756206,-0.1145788
5,-0.77601486,-0.7988345,"('distant', 'outgoing')",-0.7760149,-0.7988345,-0.0228196
6,-0.3311664,-0.43331623,"('distant', 'open')",-0.3311664,-0.4333162,-0.1021498
7,1.4940666,1.4765843,"('insensitive', 'sensitive')",1.4940666,1.4765843,-0.0174823
8,0.65608114,0.6069642,"('unaffectionate', 'affectionate')",0.6560811,0.6069642,-0.0491169
9,1.01471,0.9911968,"('unaffectionate', 'caring')",1.0147099,0.9911968,-0.0235131
10,1.498542,1.566294,"('unsympathetic', 'sympathetic')",1.498542,1.566294,0.067752
11,1.6695259,1.6911521,"('unhelpful', 'helpful')",1.6695259,1.6911521,0.0216262
12,-1.4148761,-1.401246,"('unsupportive', 'supportive')",-1.4148761,-1.401246,0.0136301
13,0.11356722,0.25773343,"('impolite', 'polite')",0.1135672,0.2577334,0.1441662
14,0.54512995,0.6072507,"('antisocial', 'social')",0.54513,0.6072507,0.0621207
15,0.47728467,0.32396144,"('boring', 'funny')",0.4772847,0.3239614,-0.1533233
16,-1.1162384,-1.159168,"('unpopular', 'popular')",-1.1162384,-1.159168,-0.0429296
17,0.1231336,0.15436554,"('nasty', 'nice')",0.1231336,0.1543655,0.0312319
18,-0.590996,-0.53733414,"('disagreeable', 'welcoming')",-0.590996,-0.5373341,0.0536619
19,-0.86665404,-0.91787475,"('inhospitable', 'hospitable')",-0.866654,-0.9178748,-0.0512208
20,0.6088499,0.49853534,"('rough', 'thoughtful')",0.6088499,0.4985353,-0.1103146
21,0.14068453,0.3319905,"('immoral', 'moral')",0.1406845,0.3319905,0.191306
22,0.20054108,0.12800924,"('untrustworthy', 'trustworthy')",0.2005411,0.1280092,-0.0725319
23,5.8952436,5.9517612,"('insincere', 'sincere')",5.8952436,5.9517612,0.0565176
24,1.3914086,1.3929698,"('dishonest', 'honest')",1.3914086,1.3929698,0.0015612
25,0.5946337,0.6019146,"('egoistic', 'altruistic')",0.5946337,0.6019146,0.0072809
26,1.2886713,1.0763197,"('hardhearted', 'benevolent')",1.2886713,1.0763197,-0.2123516
27,1.7128669,1.5241997,"('hardhearted', 'softhearted')",1.7128669,1.5241997,-0.1886672
28,1.3884865,1.2056544,"('disloyal', 'loyal')",1.3884865,1.2056544,-0.1828321
29,-0.18639666,-0.36051476,"('unfair', 'fair')",-0.1863967,-0.3605148,-0.1741181
30,1.1012352,1.2067747,"('intolerant', 'tolerant')",1.1012352,1.2067747,0.1055395
31,-1.5792998,-1.6303539,"('evil', 'good')",-1.5792998,-1.6303539,-0.0510541
32,1.2352512,1.151077,"('unkind', 'kind')",1.2352512,1.151077,-0.0841742
33,-0.34553683,-0.45706773,"('wrong', 'right')",-0.3455368,-0.4570677,-0.1115309
34,3.8066702,3.990354,"('mean', 'honorable')",3.8066702,3.9903541,0.1836839
35,-0.9922102,-1.3299992,"('corrupt', 'incorrupt')",-0.9922102,-1.3299992,-0.337789
36,-1.1475798,-1.3503566,"('hostile', 'amicable')",-1.1475798,-1.3503566,-0.2027768
37,1.2737232,1.2124494,"('fake', 'genuine')",1.2737232,1.2124494,-0.0612738
38,-0.55824304,-0.45189512,"('untruthful', 'truthful')",-0.558243,-0.4518951,0.1063479
39,0.4997018,0.4952457,"('exploitative', 'cooperative')",0.4997018,0.4952457,-0.0044561
40,-1.0660721,-1.1615846,"('stingy', 'generous')",-1.0660721,-1.1615846,-0.0955125
41,0.72533506,0.5898474,"('unforgiving', 'forgiving')",0.7253351,0.5898474,-0.1354877
42,-1.6573402,-1.6483063,"('unreliable', 'reliable')",-1.6573402,-1.6483063,0.0090339
43,1.0782799,1.1950527,"('irresponsible', 'responsible')",1.0782799,1.1950527,0.1167728
44,-0.99174625,-1.0469886,"('prejudiced', 'unprejudiced')",-0.9917462,-1.0469886,-0.0552424
45,0.79155827,0.56629586,"('incompetent', 'competent')",0.7915583,0.5662959,-0.2252624
46,-0.21809609,-0.20701866,"('uncompetitive', 'competitive')",-0.2180961,-0.2070187,0.0110774
47,4.520568,4.5478263,"('stupid', 'smart')",4.5205679,4.5478263,0.0272584
48,0.35087082,0.4075591,"('unintelligent', 'intelligent')",0.3508708,0.4075591,0.0566883
49,-0.46609876,-0.39765003,"('unable', 'able')",-0.4660988,-0.39765,0.0684488
50,-0.5521864,-0.6096122,"('clumsy', 'skillful')",-0.5521864,-0.6096122,-0.0574258
51,0.6963513,0.684312,"('uneducated', 'educated')",0.6963513,0.684312,-0.0120393
52,-0.31111494,-0.52552104,"('irrational', 'rational')",-0.3111149,-0.525521,-0.2144061
53,-0.18469046,-0.37176153,"('uncreative', 'creative')",-0.1846905,-0.3717615,-0.187071
54,0.6444403,0.6174922,"('incapable', 'capable')",0.6444403,0.6174922,-0.0269481
55,1.1788538,1.2521322,"('incompetent', 'clever')",1.1788538,1.2521322,0.0732784
56,0.52569604,0.5645324,"('impractical', 'practical')",0.525696,0.5645324,0.0388364
57,-1.3539263,-1.5447466,"('unimaginative', 'imaginative')",-1.3539263,-1.5447466,-0.1908203
58,0.45559925,0.44811782,"('undiscriminating', 'discriminating')",0.4555992,0.4481178,-0.0074814
59,-0.29641438,-0.3135976,"('foolish', 'wise')",-0.2964144,-0.3135976,-0.0171832
60,0.64066887,0.9204534,"('inefficient', 'efficient')",0.6406689,0.9204534,0.2797845
61,0.46139735,0.2584645,"('illogical', 'logical')",0.4613973,0.2584645,-0.2029328
62,0.6517979,0.82529885,"('incompetent', 'brilliant')",0.6517979,0.8252988,0.1735009
63,0.14860477,0.16111249,"('unperceptive', 'insightful')",0.1486048,0.1611125,0.0125077
64,-5.506005,-5.3280272,"('shy', 'confident')",-5.5060048,-5.3280272,0.1779776
65,0.64943683,0.85154414,"('insecure', 'secure')",0.6494368,0.8515441,0.2021073
66,-0.31049412,-0.45513067,"('inactive', 'active')",-0.3104941,-0.4551307,-0.1446366
67,-0.67554677,-0.56386214,"('doubtful', 'determined')",-0.6755468,-0.5638621,0.1116847
68,-0.90023434,-0.85156244,"('dependent', 'independent')",-0.9002343,-0.8515624,0.0486719
69,-2.0549412,-2.1261737,"('lazy', 'industrious')",-2.0549412,-2.1261737,-0.0712325
70,1.9252459,1.8437443,"('lethargic', 'energetic')",1.9252459,1.8437443,-0.0815016
71,0.055907056,0.006187279,"('diffident', 'self-confident')",0.0559071,0.0061873,-0.0497198
72,0.7439078,1.065209,"('unambitious', 'ambitious')",0.7439078,1.065209,0.3213012
73,-2.6365807,-2.5849073,"('helpless', 'self-reliant')",-2.6365807,-2.5849073,0.0516734
74,0.63596964,0.4128854,"('undedicated', 'dedicated')",0.6359696,0.4128854,-0.2230842
75,-0.7012117,-0.6913986,"('meek', 'impulsive')",-0.7012117,-0.6913986,0.0098131
76,0.7840046,0.8409464,"('anxious', 'daring')",0.7840046,0.8409464,0.0569418
77,-1.2490559,-1.1369063,"('unmotivated', 'motivated')",-1.2490559,-1.1369063,0.1121496
78,-1.0455593,-1.1671394,"('nonresilient', 'resilient')",-1.0455593,-1.1671394,-0.1215801
79,-0.36201248,-0.4598627,"('wavering', 'unwavering')",-0.3620125,-0.4598627,-0.0978502
80,0.36533764,0.32378733,"('dominated', 'dominating')",0.3653376,0.3237873,-0.0415503
81,0.4293074,0.5345311,"('submissive', 'aggressive')",0.4293074,0.5345311,0.1052237
82,5.8450403,5.751028,"('poor', 'rich')",5.8450403,5.7510281,-0.0940122
83,-0.35386217,-0.20856072,"('powerless', 'powerful')",-0.3538622,-0.2085607,0.1453015
84,0.30276722,0.24062246,"('inferior', 'superior')",0.3027672,0.2406225,-0.0621447
85,-1.5809907,-1.7245432,"('insignificant', 'prestigious')",-1.5809907,-1.7245432,-0.1435525
86,0.89777577,0.80385816,"('uninfluential', 'influential')",0.8977758,0.8038582,-0.0939176
87,-0.28775853,-0.31210473,"('unsuccessful', 'successful')",-0.2877585,-0.3121047,-0.0243462
88,0.099167496,0.04660354,"('low', 'eminent')",0.0991675,0.0466035,-0.052564
