,opinion_male,opinion_female,tuple,average_male,average_female,female-male
0,0.15908864,0.12707943,"('unsociable', 'sociable')",0.1590886,0.1270794,-0.0320092
1,0.8342076,0.6839498,"('unfriendly', 'friendly')",0.8342076,0.6839498,-0.1502578
2,0.21991806,0.31928334,"('unlikable', 'likable')",0.2199181,0.3192833,0.0993652
3,1.0765594,1.1204447,"('repellent', 'pleasant')",1.0765594,1.1204447,0.0438853
4,-7.314133,-7.4430456,"('disliked', 'liked')",-7.3141332,-7.4430456,-0.1289124
5,-0.668651,-0.7591055,"('distant', 'outgoing')",-0.668651,-0.7591055,-0.0904545
6,-0.23602577,-0.36797193,"('distant', 'open')",-0.2360258,-0.3679719,-0.1319461
7,0.9946273,1.0934736,"('insensitive', 'sensitive')",0.9946273,1.0934736,0.0988463
8,0.4961986,0.37419438,"('unaffectionate', 'affectionate')",0.4961986,0.3741944,-0.1220042
9,1.2615219,1.2735264,"('unaffectionate', 'caring')",1.2615219,1.2735264,0.0120045
10,1.5442414,1.6564391,"('unsympathetic', 'sympathetic')",1.5442414,1.6564391,0.1121977
11,1.7669387,1.8759098,"('unhelpful', 'helpful')",1.7669387,1.8759098,0.1089711
12,-1.6424383,-1.6528382,"('unsupportive', 'supportive')",-1.6424383,-1.6528382,-0.0103999
13,0.3412799,0.37177587,"('impolite', 'polite')",0.3412799,0.3717759,0.030496
14,0.1929492,0.17836265,"('antisocial', 'social')",0.1929492,0.1783627,-0.0145865
15,-0.09307036,-0.14936842,"('boring', 'funny')",-0.0930704,-0.1493684,-0.056298
16,-0.36055988,-0.39448246,"('unpopular', 'popular')",-0.3605599,-0.3944825,-0.0339226
17,-0.18675557,-0.16391906,"('nasty', 'nice')",-0.1867556,-0.1639191,0.0228365
18,-0.5609314,-0.62172747,"('disagreeable', 'welcoming')",-0.5609314,-0.6217275,-0.0607961
19,-1.0447863,-1.0511745,"('inhospitable', 'hospitable')",-1.0447863,-1.0511745,-0.0063882
20,0.97369456,0.9403894,"('rough', 'thoughtful')",0.9736946,0.9403894,-0.0333052
