,laundry_male,laundry_female,tuple,average_male,average_female,female-male
0,-0.06563906,-0.10841942,"('unsociable', 'sociable')",-0.0656391,-0.1084194,-0.0427803
1,1.1259708,1.1659799,"('unfriendly', 'friendly')",1.1259708,1.1659799,0.0400091
2,0.23152457,0.3111337,"('unlikable', 'likable')",0.2315246,0.3111337,0.0796091
3,0.3242275,0.35022667,"('repellent', 'pleasant')",0.3242275,0.3502267,0.0259992
4,-8.066866,-8.077171,"('disliked', 'liked')",-8.0668659,-8.0771713,-0.0103054
5,-0.6558232,-0.6404026,"('distant', 'outgoing')",-0.6558232,-0.6404026,0.0154206
6,-0.23699078,-0.19885512,"('distant', 'open')",-0.2369908,-0.1988551,0.0381357
7,0.6398222,0.66348255,"('insensitive', 'sensitive')",0.6398222,0.6634825,0.0236603
8,1.1020516,1.0597305,"('unaffectionate', 'affectionate')",1.1020516,1.0597305,-0.0423211
9,1.6548191,1.6854343,"('unaffectionate', 'caring')",1.6548191,1.6854343,0.0306152
10,0.629235,0.6561658,"('unsympathetic', 'sympathetic')",0.629235,0.6561658,0.0269308
11,1.7216257,1.7788825,"('unhelpful', 'helpful')",1.7216257,1.7788825,0.0572568
12,-1.8085197,-1.7702594,"('unsupportive', 'supportive')",-1.8085197,-1.7702594,0.0382603
13,-0.11716383,-0.20236777,"('impolite', 'polite')",-0.1171638,-0.2023678,-0.085204
14,0.38574684,0.3554534,"('antisocial', 'social')",0.3857468,0.3554534,-0.0302934
15,0.1404758,-0.018866258,"('boring', 'funny')",0.1404758,-0.0188663,-0.1593421
16,-0.80540353,-0.7525584,"('unpopular', 'popular')",-0.8054035,-0.7525584,0.0528451
17,-0.15377413,-0.16622737,"('nasty', 'nice')",-0.1537741,-0.1662274,-0.0124533
18,-0.834422,-0.8729723,"('disagreeable', 'welcoming')",-0.834422,-0.8729723,-0.0385503
19,-0.79452276,-0.75493586,"('inhospitable', 'hospitable')",-0.7945228,-0.7549359,0.0395869
20,0.8915654,0.8402366,"('rough', 'thoughtful')",0.8915654,0.8402366,-0.0513288
21,-0.22959518,-0.17999718,"('immoral', 'moral')",-0.2295952,-0.1799972,0.049598
22,-0.97767806,-0.9737397,"('untrustworthy', 'trustworthy')",-0.9776781,-0.9737397,0.0039384
23,7.2388687,7.295533,"('insincere', 'sincere')",7.2388687,7.2955332,0.0566645
24,1.6877261,1.642163,"('dishonest', 'honest')",1.6877261,1.642163,-0.0455631
25,0.9199879,0.8830818,"('egoistic', 'altruistic')",0.9199879,0.8830818,-0.0369061
26,1.322082,1.3692424,"('hardhearted', 'benevolent')",1.322082,1.3692424,0.0471604
27,1.4908776,1.344139,"('hardhearted', 'softhearted')",1.4908776,1.344139,-0.1467386
28,1.3065197,1.3272809,"('disloyal', 'loyal')",1.3065197,1.3272809,0.0207612
29,-0.5186718,-0.6283092,"('unfair', 'fair')",-0.5186718,-0.6283092,-0.1096374
30,1.1630341,1.1601012,"('intolerant', 'tolerant')",1.1630341,1.1601012,-0.0029329
31,-1.404548,-1.3660545,"('evil', 'good')",-1.404548,-1.3660545,0.0384935
32,1.2880913,1.2822813,"('unkind', 'kind')",1.2880913,1.2822813,-0.00581
33,-0.3645777,-0.41773668,"('wrong', 'right')",-0.3645777,-0.4177367,-0.053159
34,5.1946535,5.3181033,"('mean', 'honorable')",5.1946535,5.3181033,0.1234498
35,-0.89493316,-1.049388,"('corrupt', 'incorrupt')",-0.8949332,-1.0493881,-0.1544549
36,-0.6711977,-0.7156157,"('hostile', 'amicable')",-0.6711977,-0.7156157,-0.044418
37,0.75289077,0.6848949,"('fake', 'genuine')",0.7528908,0.6848949,-0.0679959
38,0.54368365,0.6181546,"('untruthful', 'truthful')",0.5436836,0.6181546,0.074471
39,0.3966736,0.3613187,"('exploitative', 'cooperative')",0.3966736,0.3613187,-0.0353549
40,-2.2094882,-2.3184593,"('stingy', 'generous')",-2.2094882,-2.3184593,-0.1089711
41,0.34405813,0.3898683,"('unforgiving', 'forgiving')",0.3440581,0.3898683,0.0458102
42,-3.3058937,-3.316638,"('unreliable', 'reliable')",-3.3058937,-3.316638,-0.0107443
43,1.3550091,1.421185,"('irresponsible', 'responsible')",1.3550091,1.421185,0.0661759
44,-1.1837019,-1.2535344,"('prejudiced', 'unprejudiced')",-1.1837019,-1.2535344,-0.0698325
45,-0.061198078,0.005401861,"('incompetent', 'competent')",-0.0611981,0.0054019,0.0666
46,-1.1729964,-1.1770269,"('uncompetitive', 'competitive')",-1.1729964,-1.1770269,-0.0040305
47,5.754991,5.9043374,"('stupid', 'smart')",5.7549911,5.9043374,0.1493463
48,0.39747554,0.3768441,"('unintelligent', 'intelligent')",0.3974755,0.3768441,-0.0206314
