,nickname_male,nickname_female,tuple,average_male,average_female,female-male
0,0.32568875,0.3202818,"('unsociable', 'sociable')",0.3256887,0.3202818,-0.0054069
1,1.6860933,1.8362367,"('unfriendly', 'friendly')",1.6860933,1.8362367,0.1501434
2,0.26425385,0.40037787,"('unlikable', 'likable')",0.2642539,0.4003779,0.136124
3,1.0134668,1.1386697,"('repellent', 'pleasant')",1.0134668,1.1386697,0.1252029
4,-6.79108,-6.7976527,"('disliked', 'liked')",-6.79108,-6.7976527,-0.0065727
5,-0.15854405,0.097141534,"('distant', 'outgoing')",-0.158544,0.0971415,0.2556855
6,0.120123565,0.29853624,"('distant', 'open')",0.1201236,0.2985362,0.1784126
7,1.6261809,1.7274102,"('insensitive', 'sensitive')",1.6261809,1.7274102,0.1012293
8,1.0682453,1.1699233,"('unaffectionate', 'affectionate')",1.0682453,1.1699233,0.101678
9,1.4463665,1.7776105,"('unaffectionate', 'caring')",1.4463665,1.7776105,0.331244
10,1.3440145,1.3188014,"('unsympathetic', 'sympathetic')",1.3440145,1.3188014,-0.0252131
11,1.8537673,2.0320144,"('unhelpful', 'helpful')",1.8537673,2.0320144,0.1782471
12,-1.0551008,-0.7647516,"('unsupportive', 'supportive')",-1.0551008,-0.7647516,0.2903492
13,0.33329707,0.25728875,"('impolite', 'polite')",0.3332971,0.2572888,-0.0760083
14,0.010625602,-0.04005048,"('antisocial', 'social')",0.0106256,-0.0400505,-0.0506761
15,0.55135554,0.5109291,"('boring', 'funny')",0.5513555,0.5109291,-0.0404264
16,-0.5914438,-0.5014096,"('unpopular', 'popular')",-0.5914438,-0.5014096,0.0900342
17,-0.38085538,-0.3633415,"('nasty', 'nice')",-0.3808554,-0.3633415,0.0175139
18,-0.079036474,0.015727613,"('disagreeable', 'welcoming')",-0.0790365,0.0157276,0.0947641
19,-0.33600762,-0.102228105,"('inhospitable', 'hospitable')",-0.3360076,-0.1022281,0.2337795
20,0.46744627,0.34303322,"('rough', 'thoughtful')",0.4674463,0.3430332,-0.1244131
21,0.22420335,0.39211252,"('immoral', 'moral')",0.2242033,0.3921125,0.1679092
22,-0.02740208,0.055751964,"('untrustworthy', 'trustworthy')",-0.0274021,0.055752,0.0831541
23,6.4368415,6.663475,"('insincere', 'sincere')",6.4368415,6.663475,0.2266335
24,1.7853056,1.9756125,"('dishonest', 'honest')",1.7853056,1.9756125,0.1903069
25,0.9473241,0.8933114,"('egoistic', 'altruistic')",0.9473241,0.8933114,-0.0540127
26,0.6836777,0.35890022,"('hardhearted', 'benevolent')",0.6836777,0.3589002,-0.3247775
27,1.8347852,1.7207984,"('hardhearted', 'softhearted')",1.8347852,1.7207984,-0.1139868
28,1.21029,1.1621815,"('disloyal', 'loyal')",1.21029,1.1621815,-0.0481085
29,-0.915964,-0.9040307,"('unfair', 'fair')",-0.915964,-0.9040307,0.0119333
30,0.9278319,0.9856309,"('intolerant', 'tolerant')",0.9278319,0.9856309,0.057799
31,-1.4185194,-1.3409463,"('evil', 'good')",-1.4185194,-1.3409463,0.0775731
32,1.4339169,1.3463088,"('unkind', 'kind')",1.4339169,1.3463088,-0.0876081
33,-0.16983378,-0.06005316,"('wrong', 'right')",-0.1698338,-0.0600532,0.1097806
34,4.328673,4.6947017,"('mean', 'honorable')",4.3286729,4.6947017,0.3660288
35,-1.3783605,-1.4435477,"('corrupt', 'incorrupt')",-1.3783605,-1.4435477,-0.0651872
36,-1.1105759,-1.097105,"('hostile', 'amicable')",-1.1105759,-1.097105,0.0134709
37,1.2759675,1.2273617,"('fake', 'genuine')",1.2759675,1.2273617,-0.0486058
38,-0.007965356,0.11995247,"('untruthful', 'truthful')",-0.0079654,0.1199525,0.1279179
39,0.30810407,0.24788207,"('exploitative', 'cooperative')",0.3081041,0.2478821,-0.060222
40,-0.33515346,-0.39881194,"('stingy', 'generous')",-0.3351535,-0.3988119,-0.0636584
41,0.13500968,-0.007920846,"('unforgiving', 'forgiving')",0.1350097,-0.0079208,-0.1429305
42,-1.5967615,-1.6309086,"('unreliable', 'reliable')",-1.5967615,-1.6309086,-0.0341471
43,1.1106584,1.2130479,"('irresponsible', 'responsible')",1.1106584,1.2130479,0.1023895
