,shape_male,shape_female,tuple,average_male,average_female,female-male
0,-0.14986192,-0.22759706,"('unsociable', 'sociable')",-0.1498619,-0.2275971,-0.0777352
1,1.3201954,1.3119651,"('unfriendly', 'friendly')",1.3201954,1.3119651,-0.0082303
2,-0.13132617,-0.13219832,"('unlikable', 'likable')",-0.1313262,-0.1321983,-0.0008721
3,0.6369253,0.69376326,"('repellent', 'pleasant')",0.6369253,0.6937633,0.056838
4,-7.054071,-7.2031536,"('disliked', 'liked')",-7.0540709,-7.2031536,-0.1490827
5,-0.57103413,-0.5552817,"('distant', 'outgoing')",-0.5710341,-0.5552817,0.0157524
6,0.05176729,0.019427478,"('distant', 'open')",0.0517673,0.0194275,-0.0323398
7,0.8060146,0.8452852,"('insensitive', 'sensitive')",0.8060146,0.8452852,0.0392706
8,1.388258,1.3154836,"('unaffectionate', 'affectionate')",1.388258,1.3154836,-0.0727744
9,1.688516,1.7066976,"('unaffectionate', 'caring')",1.688516,1.7066976,0.0181816
10,0.8074274,0.76653826,"('unsympathetic', 'sympathetic')",0.8074274,0.7665383,-0.0408891
11,1.4327372,1.5083742,"('unhelpful', 'helpful')",1.4327372,1.5083742,0.075637
12,-1.4647733,-1.5192733,"('unsupportive', 'supportive')",-1.4647733,-1.5192733,-0.0545
13,-0.5822949,-0.6407291,"('impolite', 'polite')",-0.5822949,-0.6407291,-0.0584342
14,-0.20736817,-0.26114362,"('antisocial', 'social')",-0.2073682,-0.2611436,-0.0537754
15,0.24990879,0.1978077,"('boring', 'funny')",0.2499088,0.1978077,-0.0521011
16,-0.18032232,-0.10658856,"('unpopular', 'popular')",-0.1803223,-0.1065886,0.0737337
17,-0.7087195,-0.6403343,"('nasty', 'nice')",-0.7087195,-0.6403343,0.0683852
18,-0.23702246,-0.35400712,"('disagreeable', 'welcoming')",-0.2370225,-0.3540071,-0.1169846
19,-0.17779195,-0.21318287,"('inhospitable', 'hospitable')",-0.177792,-0.2131829,-0.0353909
20,1.2606596,1.197644,"('rough', 'thoughtful')",1.2606596,1.197644,-0.0630156
21,-0.3721288,-0.34160239,"('immoral', 'moral')",-0.3721288,-0.3416024,0.0305264
22,-0.91584927,-0.98289007,"('untrustworthy', 'trustworthy')",-0.9158493,-0.9828901,-0.0670408
23,6.434604,6.5043373,"('insincere', 'sincere')",6.4346042,6.5043373,0.0697331
24,1.4841232,1.3387216,"('dishonest', 'honest')",1.4841232,1.3387216,-0.1454016
25,1.0625888,1.0369256,"('egoistic', 'altruistic')",1.0625888,1.0369256,-0.0256632
26,0.7749752,0.7309141,"('hardhearted', 'benevolent')",0.7749752,0.7309141,-0.0440611
27,1.7147152,1.5826114,"('hardhearted', 'softhearted')",1.7147152,1.5826114,-0.1321038
28,1.0941088,1.0611843,"('disloyal', 'loyal')",1.0941088,1.0611843,-0.0329245
29,-0.6964793,-0.7495308,"('unfair', 'fair')",-0.6964793,-0.7495308,-0.0530515
30,0.9646646,0.9122798,"('intolerant', 'tolerant')",0.9646646,0.9122798,-0.0523848
31,-0.98765486,-0.9163099,"('evil', 'good')",-0.9876549,-0.9163099,0.071345
32,0.98745084,0.9138329,"('unkind', 'kind')",0.9874508,0.9138329,-0.0736179
33,-0.17157786,-0.2714876,"('wrong', 'right')",-0.1715779,-0.2714876,-0.0999097
34,4.662834,4.852389,"('mean', 'honorable')",4.6628342,4.8523889,0.1895547
35,-0.52568454,-0.72615194,"('corrupt', 'incorrupt')",-0.5256845,-0.7261519,-0.2004674
36,-0.37312245,-0.4300446,"('hostile', 'amicable')",-0.3731225,-0.4300446,-0.0569221
37,1.0681055,1.04334,"('fake', 'genuine')",1.0681055,1.04334,-0.0247655
38,-0.36660913,-0.35814112,"('untruthful', 'truthful')",-0.3666091,-0.3581411,0.008468
39,0.29126853,0.26562893,"('exploitative', 'cooperative')",0.2912685,0.2656289,-0.0256396
40,-0.9066086,-1.1307586,"('stingy', 'generous')",-0.9066086,-1.1307586,-0.22415
41,-0.087668076,-0.18110925,"('unforgiving', 'forgiving')",-0.0876681,-0.1811092,-0.0934411
42,-2.1205983,-2.2394152,"('unreliable', 'reliable')",-2.1205983,-2.2394152,-0.1188169
43,0.76457924,0.75169086,"('irresponsible', 'responsible')",0.7645792,0.7516909,-0.0128883
44,-1.2879375,-1.2997017,"('prejudiced', 'unprejudiced')",-1.2879375,-1.2997017,-0.0117642
45,0.111857325,0.091919675,"('incompetent', 'competent')",0.1118573,0.0919197,-0.0199376
46,-0.9819053,-1.0562094,"('uncompetitive', 'competitive')",-0.9819053,-1.0562094,-0.0743041
47,5.0974507,5.2742186,"('stupid', 'smart')",5.0974507,5.2742186,0.1767679
48,0.62477356,0.5647004,"('unintelligent', 'intelligent')",0.6247736,0.5647004,-0.0600732
49,0.35868788,0.39306623,"('unable', 'able')",0.3586879,0.3930662,0.0343783
50,-0.018480388,-0.07980445,"('clumsy', 'skillful')",-0.0184804,-0.0798045,-0.0613241
51,0.5494163,0.47220382,"('uneducated', 'educated')",0.5494163,0.4722038,-0.0772125
52,-0.46719316,-0.52121294,"('irrational', 'rational')",-0.4671932,-0.5212129,-0.0540197
53,0.14902325,0.12447011,"('uncreative', 'creative')",0.1490232,0.1244701,-0.0245531
54,1.1753912,1.2431984,"('incapable', 'capable')",1.1753912,1.2431984,0.0678072
55,0.8019459,0.7968146,"('incompetent', 'clever')",0.8019459,0.7968146,-0.0051313
56,0.450538,0.3975568,"('impractical', 'practical')",0.450538,0.3975568,-0.0529812
57,-2.817008,-2.833162,"('unimaginative', 'imaginative')",-2.817008,-2.8331621,-0.0161541
58,0.2130522,0.2003718,"('undiscriminating', 'discriminating')",0.2130522,0.2003718,-0.0126804
59,-0.04248006,-0.04888881,"('foolish', 'wise')",-0.0424801,-0.0488888,-0.0064087
60,0.037265554,0.090882555,"('inefficient', 'efficient')",0.0372656,0.0908826,0.053617
61,0.16667554,0.0376359,"('illogical', 'logical')",0.1666755,0.0376359,-0.1290396
62,0.51149344,0.5696385,"('incompetent', 'brilliant')",0.5114934,0.5696385,0.0581451
63,0.33456975,0.3901651,"('unperceptive', 'insightful')",0.3345698,0.3901651,0.0555953
64,-6.9081926,-7.0169325,"('shy', 'confident')",-6.9081926,-7.0169325,-0.1087399
65,-0.28401345,-0.28666982,"('insecure', 'secure')",-0.2840135,-0.2866698,-0.0026563
66,-0.10962152,-0.11025415,"('inactive', 'active')",-0.1096215,-0.1102542,-0.0006327
67,-0.0760587,0.012113668,"('doubtful', 'determined')",-0.0760587,0.0121137,0.0881724
68,-0.3951799,-0.43212163,"('dependent', 'independent')",-0.3951799,-0.4321216,-0.0369417
69,-1.698667,-1.7097504,"('lazy', 'industrious')",-1.698667,-1.7097504,-0.0110834
70,1.0262866,1.0098369,"('lethargic', 'energetic')",1.0262866,1.0098369,-0.0164497
71,0.7886859,0.84399533,"('diffident', 'self-confident')",0.7886859,0.8439953,0.0553094
72,0.73035353,0.784919,"('unambitious', 'ambitious')",0.7303535,0.784919,0.0545655
73,-2.7239876,-2.7434845,"('helpless', 'self-reliant')",-2.7239876,-2.7434845,-0.0194969
74,0.22282562,0.069400296,"('undedicated', 'dedicated')",0.2228256,0.0694003,-0.1534253
75,-1.0177667,-0.90340555,"('meek', 'impulsive')",-1.0177667,-0.9034055,0.1143612
76,0.8954721,0.90465415,"('anxious', 'daring')",0.8954721,0.9046541,0.009182
77,-1.7903847,-1.6489278,"('unmotivated', 'motivated')",-1.7903847,-1.6489278,0.1414569
78,-0.38097915,-0.3757143,"('nonresilient', 'resilient')",-0.3809792,-0.3757143,0.0052649
79,0.0804303,0.078470014,"('wavering', 'unwavering')",0.0804303,0.07847,-0.0019603
80,-0.35751316,-0.44053823,"('dominated', 'dominating')",-0.3575132,-0.4405382,-0.083025
81,-0.003947586,0.036743395,"('submissive', 'aggressive')",-0.0039476,0.0367434,0.040691
82,6.357731,6.5291653,"('poor', 'rich')",6.3577309,6.5291653,0.1714344
83,0.09851251,0.08622034,"('powerless', 'powerful')",0.0985125,0.0862203,-0.0122922
84,0.62528694,0.64916855,"('inferior', 'superior')",0.6252869,0.6491686,0.0238817
85,0.033687945,-0.001658991,"('insignificant', 'prestigious')",0.0336879,-0.001659,-0.0353469
86,0.55701756,0.5000941,"('uninfluential', 'influential')",0.5570176,0.5000941,-0.0569235
87,-0.107762136,0.028790362,"('unsuccessful', 'successful')",-0.1077621,0.0287904,0.1365525
88,0.47586116,0.4608816,"('low', 'eminent')",0.4758612,0.4608816,-0.0149796
