,element_male,element_female,tuple,average_male,average_female,female-male
0,-0.69372314,-0.5771226,"('unsociable', 'sociable')",-0.6937231,-0.5771226,0.1166005
1,1.1434821,0.96845406,"('unfriendly', 'friendly')",1.1434821,0.9684541,-0.175028
2,-0.13072418,-0.16601136,"('unlikable', 'likable')",-0.1307242,-0.1660114,-0.0352872
3,0.606477,0.7405686,"('repellent', 'pleasant')",0.606477,0.7405686,0.1340916
4,-7.4362154,-7.633364,"('disliked', 'liked')",-7.4362154,-7.6333642,-0.1971488
5,-0.65734607,-0.7791279,"('distant', 'outgoing')",-0.6573461,-0.7791279,-0.1217818
6,0.24942173,0.008252356,"('distant', 'open')",0.2494217,0.0082524,-0.2411693
7,0.9622135,1.0392226,"('insensitive', 'sensitive')",0.9622135,1.0392226,0.0770091
8,1.2009448,1.0187848,"('unaffectionate', 'affectionate')",1.2009448,1.0187848,-0.18216
9,1.4632885,1.3800755,"('unaffectionate', 'caring')",1.4632885,1.3800755,-0.083213
10,0.6203778,0.8147486,"('unsympathetic', 'sympathetic')",0.6203778,0.8147486,0.1943708
11,1.3063245,1.4340817,"('unhelpful', 'helpful')",1.3063245,1.4340817,0.1277572
12,-2.031535,-2.0127974,"('unsupportive', 'supportive')",-2.0315349,-2.0127974,0.0187375
13,-0.90279984,-0.7577686,"('impolite', 'polite')",-0.9027998,-0.7577686,0.1450312
14,-0.3201148,-0.23310585,"('antisocial', 'social')",-0.3201148,-0.2331059,0.0870089
15,0.08143781,-0.057804663,"('boring', 'funny')",0.0814378,-0.0578047,-0.1392425
16,-0.6961146,-0.69833606,"('unpopular', 'popular')",-0.6961146,-0.6983361,-0.0022215
17,-0.6016969,-0.611623,"('nasty', 'nice')",-0.6016969,-0.611623,-0.0099261
18,-0.52998817,-0.63013935,"('disagreeable', 'welcoming')",-0.5299882,-0.6301394,-0.1001512
19,-0.60383373,-0.70468247,"('inhospitable', 'hospitable')",-0.6038337,-0.7046825,-0.1008488
20,1.3149817,1.2394001,"('rough', 'thoughtful')",1.3149817,1.2394001,-0.0755816
21,-0.73368114,-0.5603277,"('immoral', 'moral')",-0.7336811,-0.5603277,0.1733534
22,-0.8909139,-0.83851373,"('untrustworthy', 'trustworthy')",-0.8909139,-0.8385137,0.0524002
23,6.2220287,6.3158245,"('insincere', 'sincere')",6.2220287,6.3158245,0.0937958
24,1.5744554,1.4201069,"('dishonest', 'honest')",1.5744554,1.4201069,-0.1543485
25,0.8330515,0.70556164,"('egoistic', 'altruistic')",0.8330515,0.7055616,-0.1274899
26,1.2568655,1.0940868,"('hardhearted', 'benevolent')",1.2568655,1.0940868,-0.1627787
27,1.9291666,1.7149371,"('hardhearted', 'softhearted')",1.9291666,1.7149371,-0.2142295
28,1.2936512,1.1777647,"('disloyal', 'loyal')",1.2936512,1.1777647,-0.1158865
29,-0.5385585,-0.7243406,"('unfair', 'fair')",-0.5385585,-0.7243406,-0.1857821
30,0.7790101,0.8701181,"('intolerant', 'tolerant')",0.7790101,0.8701181,0.091108
31,-0.98302037,-1.2628243,"('evil', 'good')",-0.9830204,-1.2628243,-0.2798039
32,1.1648973,1.0254555,"('unkind', 'kind')",1.1648973,1.0254555,-0.1394418
33,-0.601296,-0.7733295,"('wrong', 'right')",-0.601296,-0.7733295,-0.1720335
34,4.824033,4.944039,"('mean', 'honorable')",4.8240328,4.9440389,0.1200061
35,-0.25166896,-0.6132985,"('corrupt', 'incorrupt')",-0.251669,-0.6132985,-0.3616295
36,-0.5941832,-0.8625357,"('hostile', 'amicable')",-0.5941832,-0.8625357,-0.2683525
37,0.9410666,0.8631382,"('fake', 'genuine')",0.9410666,0.8631382,-0.0779284
38,-0.45592013,-0.48039156,"('untruthful', 'truthful')",-0.4559201,-0.4803916,-0.0244715
39,0.2128011,0.20271431,"('exploitative', 'cooperative')",0.2128011,0.2027143,-0.0100868
40,-1.3742701,-1.5484766,"('stingy', 'generous')",-1.3742701,-1.5484766,-0.1742065
41,-0.30890045,-0.39640787,"('unforgiving', 'forgiving')",-0.3089004,-0.3964079,-0.0875075
42,-2.543424,-2.4509647,"('unreliable', 'reliable')",-2.5434239,-2.4509647,0.0924592
43,0.65801984,0.7998072,"('irresponsible', 'responsible')",0.6580198,0.7998072,0.1417874
44,-1.0161493,-0.9639138,"('prejudiced', 'unprejudiced')",-1.0161493,-0.9639138,0.0522355
45,-0.12308967,-0.09385766,"('incompetent', 'competent')",-0.1230897,-0.0938577,0.029232
46,-1.0656776,-0.82495916,"('uncompetitive', 'competitive')",-1.0656776,-0.8249592,0.2407184
47,4.9923625,5.136767,"('stupid', 'smart')",4.9923625,5.1367669,0.1444044
48,0.3385787,0.40506923,"('unintelligent', 'intelligent')",0.3385787,0.4050692,0.0664905
49,0.016853988,0.17506568,"('unable', 'able')",0.016854,0.1750657,0.1582117
50,-0.43154785,-0.5095913,"('clumsy', 'skillful')",-0.4315479,-0.5095913,-0.0780434
51,0.39364743,0.4336935,"('uneducated', 'educated')",0.3936474,0.4336935,0.0400461
52,-0.44752523,-0.7644398,"('irrational', 'rational')",-0.4475252,-0.7644398,-0.3169146
53,0.15502593,0.029339116,"('uncreative', 'creative')",0.1550259,0.0293391,-0.1256868
54,0.99383026,1.0361648,"('incapable', 'capable')",0.9938303,1.0361648,0.0423345
55,0.52428544,0.71210486,"('incompetent', 'clever')",0.5242854,0.7121049,0.1878195
56,0.108263455,0.17804283,"('impractical', 'practical')",0.1082635,0.1780428,0.0697793
57,-2.8060446,-2.7295697,"('unimaginative', 'imaginative')",-2.8060446,-2.7295697,0.0764749
58,0.47900674,0.46342862,"('undiscriminating', 'discriminating')",0.4790067,0.4634286,-0.0155781
59,-0.5264158,-0.6667458,"('foolish', 'wise')",-0.5264158,-0.6667458,-0.14033
