,lesbian_male,lesbian_female,tuple,average_male,average_female,female-male
0,0.11510213,0.3561729,"('unsociable', 'sociable')",0.1151021,0.3561729,0.2410708
1,1.0497881,1.305137,"('unfriendly', 'friendly')",1.0497881,1.305137,0.2553489
2,0.0023385081,0.13250302,"('unlikable', 'likable')",0.0023385,0.132503,0.1301645
3,1.048257,0.46736902,"('repellent', 'pleasant')",1.048257,0.467369,-0.580888
4,-7.8007507,-7.69488,"('disliked', 'liked')",-7.8007507,-7.69488,0.1058707
5,-0.68872833,-0.4780693,"('distant', 'outgoing')",-0.6887283,-0.4780693,0.210659
6,-0.14283302,0.014190424,"('distant', 'open')",-0.142833,0.0141904,0.1570234
7,0.7738366,0.90592843,"('insensitive', 'sensitive')",0.7738366,0.9059284,0.1320918
8,1.3455111,1.3829176,"('unaffectionate', 'affectionate')",1.3455111,1.3829176,0.0374065
9,1.7133527,1.9944174,"('unaffectionate', 'caring')",1.7133527,1.9944174,0.2810647
10,0.86760885,0.87446105,"('unsympathetic', 'sympathetic')",0.8676088,0.8744611,0.0068523
11,1.5452632,2.011253,"('unhelpful', 'helpful')",1.5452632,2.0112531,0.4659899
12,-1.6179649,-1.1683865,"('unsupportive', 'supportive')",-1.6179649,-1.1683865,0.4495784
13,-0.12621024,-0.21191528,"('impolite', 'polite')",-0.1262102,-0.2119153,-0.0857051
14,-0.022723913,-0.03729777,"('antisocial', 'social')",-0.0227239,-0.0372978,-0.0145739
15,0.12917487,0.07925034,"('boring', 'funny')",0.1291749,0.0792503,-0.0499246
16,-0.41771218,-0.89534605,"('unpopular', 'popular')",-0.4177122,-0.895346,-0.4776338
17,-0.5681374,-0.44180933,"('nasty', 'nice')",-0.5681374,-0.4418093,0.1263281
18,-0.6399483,-0.64269114,"('disagreeable', 'welcoming')",-0.6399483,-0.6426911,-0.0027428
19,-0.9085011,-0.4286976,"('inhospitable', 'hospitable')",-0.9085011,-0.4286976,0.4798035
20,0.90880185,0.5281846,"('rough', 'thoughtful')",0.9088019,0.5281846,-0.3806173
21,-0.26940653,-0.08632347,"('immoral', 'moral')",-0.2694065,-0.0863235,0.183083
22,-0.43806303,-0.17930812,"('untrustworthy', 'trustworthy')",-0.438063,-0.1793081,0.2587549
23,6.3489237,6.638218,"('insincere', 'sincere')",6.3489237,6.6382179,0.2892942
24,1.7505722,2.0512877,"('dishonest', 'honest')",1.7505722,2.0512877,0.3007155
25,0.34493735,0.2581468,"('egoistic', 'altruistic')",0.3449374,0.2581468,-0.0867906
26,0.4339997,0.66039675,"('hardhearted', 'benevolent')",0.4339997,0.6603968,0.2263971
27,1.5087637,1.1881406,"('hardhearted', 'softhearted')",1.5087637,1.1881406,-0.3206231
28,1.1049562,1.3606255,"('disloyal', 'loyal')",1.1049562,1.3606255,0.2556693
29,-0.5386836,-0.5969658,"('unfair', 'fair')",-0.5386836,-0.5969658,-0.0582822
30,0.8663915,0.8726511,"('intolerant', 'tolerant')",0.8663915,0.8726511,0.0062596
31,-1.5408372,-1.9691582,"('evil', 'good')",-1.5408372,-1.9691582,-0.428321
32,0.8714333,0.7889359,"('unkind', 'kind')",0.8714333,0.7889359,-0.0824974
33,-0.9596008,-0.88527215,"('wrong', 'right')",-0.9596008,-0.8852721,0.0743287
34,4.8721976,5.1715503,"('mean', 'honorable')",4.8721976,5.1715503,0.2993527
35,-1.2562832,-1.4794818,"('corrupt', 'incorrupt')",-1.2562832,-1.4794818,-0.2231986
36,-0.9939792,-1.028129,"('hostile', 'amicable')",-0.9939792,-1.028129,-0.0341498
37,0.7525246,0.63923717,"('fake', 'genuine')",0.7525246,0.6392372,-0.1132874
38,-0.53614736,0.12671526,"('untruthful', 'truthful')",-0.5361474,0.1267153,0.6628627
39,0.5434537,1.0970694,"('exploitative', 'cooperative')",0.5434537,1.0970694,0.5536157
40,-1.7381701,-2.1365917,"('stingy', 'generous')",-1.7381701,-2.1365917,-0.3984216
41,0.025207995,0.26122704,"('unforgiving', 'forgiving')",0.025208,0.261227,0.236019
42,-2.6821103,-2.7331338,"('unreliable', 'reliable')",-2.6821103,-2.7331338,-0.0510235
43,1.2467959,1.6501926,"('irresponsible', 'responsible')",1.2467959,1.6501926,0.4033967
44,-1.1887779,-1.5718514,"('prejudiced', 'unprejudiced')",-1.1887779,-1.5718514,-0.3830735
45,0.1097221,-0.08512839,"('incompetent', 'competent')",0.1097221,-0.0851284,-0.1948505
46,-0.28898722,-0.3155996,"('uncompetitive', 'competitive')",-0.2889872,-0.3155996,-0.0266124
47,5.1431537,5.306093,"('stupid', 'smart')",5.1431537,5.3060932,0.1629395
48,0.5782073,0.56848305,"('unintelligent', 'intelligent')",0.5782073,0.5684831,-0.0097242
49,-0.015149604,-0.21815757,"('unable', 'able')",-0.0151496,-0.2181576,-0.203008
50,-0.6858805,-0.6676994,"('clumsy', 'skillful')",-0.6858805,-0.6676994,0.0181811
51,-0.67085403,-1.0498396,"('uneducated', 'educated')",-0.670854,-1.0498396,-0.3789856
52,-0.61865205,-0.5827199,"('irrational', 'rational')",-0.618652,-0.5827199,0.0359321
53,0.08055181,0.13737443,"('uncreative', 'creative')",0.0805518,0.1373744,0.0568226
54,0.61830825,0.85611457,"('incapable', 'capable')",0.6183082,0.8561146,0.2378064
55,0.79153866,0.83613145,"('incompetent', 'clever')",0.7915387,0.8361315,0.0445928
56,0.55568874,1.0156077,"('impractical', 'practical')",0.5556887,1.0156077,0.459919
57,-2.58301,-2.6459281,"('unimaginative', 'imaginative')",-2.58301,-2.6459281,-0.0629181
58,-0.391029,-0.63009614,"('undiscriminating', 'discriminating')",-0.391029,-0.6300961,-0.2390671
59,-0.50851685,-0.39690924,"('foolish', 'wise')",-0.5085168,-0.3969092,0.1116076
60,0.6506811,0.8369773,"('inefficient', 'efficient')",0.6506811,0.8369773,0.1862962
61,0.15313345,0.21970624,"('illogical', 'logical')",0.1531335,0.2197062,0.0665727
62,0.5145517,0.50404215,"('incompetent', 'brilliant')",0.5145517,0.5040421,-0.0105096
63,0.040783674,0.37346724,"('unperceptive', 'insightful')",0.0407837,0.3734672,0.3326835
64,-6.6278257,-6.2538214,"('shy', 'confident')",-6.6278257,-6.2538214,0.3740043
65,0.33679643,0.43028212,"('insecure', 'secure')",0.3367964,0.4302821,0.0934857
66,-0.17985693,-0.2956555,"('inactive', 'active')",-0.1798569,-0.2956555,-0.1157986
67,-0.42282045,-0.19749132,"('doubtful', 'determined')",-0.4228204,-0.1974913,0.2253291
68,-1.2408235,-1.4008981,"('dependent', 'independent')",-1.2408235,-1.4008981,-0.1600746
69,-2.3335173,-2.5766578,"('lazy', 'industrious')",-2.3335173,-2.5766578,-0.2431405
70,1.0111068,0.70646495,"('lethargic', 'energetic')",1.0111068,0.7064649,-0.3046419
71,0.61527705,0.8239716,"('diffident', 'self-confident')",0.6152771,0.8239716,0.2086945
72,0.5631355,0.34324062,"('unambitious', 'ambitious')",0.5631355,0.3432406,-0.2198949
73,-3.2076838,-2.974688,"('helpless', 'self-reliant')",-3.2076838,-2.9746881,0.2329957
74,-0.0138816815,0.2094707,"('undedicated', 'dedicated')",-0.0138817,0.2094707,0.2233524
