,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.8382541,-1.9958951,"('unsociable', 'sociable')",-0.33964232,-0.52143496,-1.0889482,-1.2586651,-0.1697169
1,-1.1056281,-1.1927948,"('unfriendly', 'friendly')",1.6457316,1.433084,0.2700517,0.1201446,-0.1499071
2,0.038448475,0.07910791,"('unlikable', 'likable')",0.52777636,0.64378196,0.2831124,0.361445,0.0783326
3,-0.9621124,-0.93966174,"('repellent', 'pleasant')",0.19732168,0.28113192,-0.3823954,-0.3292649,0.0531305
4,-0.022326164,-0.091949604,"('disliked', 'liked')",-6.380875,-6.469926,-3.2016006,-3.2809377,-0.0793371
5,-0.22872889,-0.18529026,"('distant', 'outgoing')",-0.17791511,-0.17220832,-0.203322,-0.1787493,0.0245727
6,-0.5583338,-0.48341107,"('distant', 'open')",0.13834111,0.09345315,-0.2099963,-0.194979,0.0150173
7,-0.99991304,-0.98311573,"('insensitive', 'sensitive')",0.44130814,0.41632777,-0.2793024,-0.283394,-0.0040916
8,-1.2902365,-1.2874902,"('unaffectionate', 'affectionate')",0.58322966,0.4774453,-0.3535034,-0.4050225,-0.0515191
9,-1.5390251,-1.5644127,"('unaffectionate', 'caring')",0.98446846,0.98711526,-0.2772783,-0.2886487,-0.0113704
10,-1.9440163,-1.9645412,"('unsympathetic', 'sympathetic')",-0.54799765,-0.52713054,-1.246007,-1.2458359,0.0001711
11,-0.48845127,-0.5320079,"('unhelpful', 'helpful')",1.7449868,1.903851,0.6282678,0.6859215,0.0576537
12,-1.6758977,-1.62443,"('unsupportive', 'supportive')",-1.8600297,-1.8082422,-1.7679636,-1.716336,0.0516276
13,-1.3174818,-1.5134988,"('impolite', 'polite')",-0.33562723,-0.32941976,-0.8265545,-0.9214593,-0.0949048
14,-0.83181167,-0.8562033,"('antisocial', 'social')",-0.56486136,-0.6256914,-0.6983365,-0.7409474,-0.0426109
15,0.20517477,0.081489936,"('boring', 'funny')",0.44922957,0.36730546,0.3272022,0.2243977,-0.1028045
16,-0.20090969,-0.1766428,"('unpopular', 'popular')",0.5194664,0.5174571,0.1592784,0.1704072,0.0111288
17,-0.14899752,-0.10303412,"('nasty', 'nice')",-0.40836278,-0.36018604,-0.2786801,-0.2316101,0.04707
18,-1.0305037,-0.96871877,"('disagreeable', 'welcoming')",-0.18647033,-0.22055613,-0.608487,-0.5946375,0.0138495
19,-0.34304902,-0.30893964,"('inhospitable', 'hospitable')",-0.08767332,-0.027296487,-0.2153612,-0.1681181,0.0472431
20,0.14406022,0.17384872,"('rough', 'thoughtful')",1.2179085,1.1609614,0.6809844,0.6674051,-0.0135793
21,-0.36823034,-0.42909217,"('immoral', 'moral')",-0.6977641,-0.5928903,-0.5329973,-0.5109912,0.0220061
22,-0.4283942,-0.51800597,"('untrustworthy', 'trustworthy')",-1.004715,-1.1032548,-0.7165546,-0.8106304,-0.0940758
23,-0.6929881,-0.6969263,"('insincere', 'sincere')",5.7899637,5.77526,2.5484879,2.5391669,-0.009321
