,favor_male,favor_female,tuple,average_male,average_female,female-male
0,-0.03380236,-0.028249146,"('unsociable', 'sociable')",-0.0338024,-0.0282491,0.0055533
1,0.90851057,0.84186876,"('unfriendly', 'friendly')",0.9085106,0.8418688,-0.0666418
2,-0.007987283,0.042073205,"('unlikable', 'likable')",-0.0079873,0.0420732,0.0500605
3,0.7027566,0.73895645,"('repellent', 'pleasant')",0.7027566,0.7389565,0.0361999
4,-7.4706335,-7.5873857,"('disliked', 'liked')",-7.4706335,-7.5873857,-0.1167522
5,-0.8023442,-0.88080657,"('distant', 'outgoing')",-0.8023442,-0.8808066,-0.0784624
6,-0.14622661,-0.28020328,"('distant', 'open')",-0.1462266,-0.2802033,-0.1339767
7,0.79198664,0.86598086,"('insensitive', 'sensitive')",0.7919866,0.8659809,0.0739943
8,1.002915,0.88690346,"('unaffectionate', 'affectionate')",1.002915,0.8869035,-0.1160115
9,1.2269387,1.2407212,"('unaffectionate', 'caring')",1.2269387,1.2407212,0.0137825
10,1.2856867,1.3395768,"('unsympathetic', 'sympathetic')",1.2856867,1.3395768,0.0538901
11,1.2857977,1.3321692,"('unhelpful', 'helpful')",1.2857977,1.3321692,0.0463715
12,-1.8225518,-1.8493736,"('unsupportive', 'supportive')",-1.8225518,-1.8493736,-0.0268218
13,-0.11525737,-0.038754426,"('impolite', 'polite')",-0.1152574,-0.0387544,0.076503
14,0.34077296,0.3299348,"('antisocial', 'social')",0.340773,0.3299348,-0.0108382
15,0.07502659,-0.015921332,"('boring', 'funny')",0.0750266,-0.0159213,-0.0909479
16,-0.7881235,-0.81088036,"('unpopular', 'popular')",-0.7881235,-0.8108804,-0.0227569
17,-0.5018464,-0.42567497,"('nasty', 'nice')",-0.5018464,-0.425675,0.0761714
18,-0.119599186,-0.2110886,"('disagreeable', 'welcoming')",-0.1195992,-0.2110886,-0.0914894
19,-0.8162562,-0.85948825,"('inhospitable', 'hospitable')",-0.8162562,-0.8594882,-0.043232
20,1.0453922,1.0031242,"('rough', 'thoughtful')",1.0453922,1.0031242,-0.042268
21,-0.2602247,-0.1319633,"('immoral', 'moral')",-0.2602247,-0.1319633,0.1282614
22,-0.2003486,-0.22020085,"('untrustworthy', 'trustworthy')",-0.2003486,-0.2202009,-0.0198523
23,6.109027,6.1395845,"('insincere', 'sincere')",6.1090269,6.1395845,0.0305576
24,1.5869706,1.4936942,"('dishonest', 'honest')",1.5869706,1.4936942,-0.0932764
