,wraparound_male,wraparound_female,tuple,average_male,average_female,female-male
0,-0.25333524,-0.19758257,"('unsociable', 'sociable')",-0.2533352,-0.1975826,0.0557526
1,-0.25572428,-0.49934566,"('unfriendly', 'friendly')",-0.2557243,-0.4993457,-0.2436214
2,0.30280226,0.46710128,"('unlikable', 'likable')",0.3028023,0.4671013,0.164299
3,0.37922186,0.6458823,"('repellent', 'pleasant')",0.3792219,0.6458823,0.2666604
4,-2.8574722,-2.981312,"('disliked', 'liked')",-2.8574722,-2.981312,-0.1238398
5,-0.35400757,-0.53081536,"('distant', 'outgoing')",-0.3540076,-0.5308154,-0.1768078
6,-0.5999593,-0.74828976,"('distant', 'open')",-0.5999593,-0.7482898,-0.1483305
7,0.76363176,1.1190414,"('insensitive', 'sensitive')",0.7636318,1.1190414,0.3554096
8,-0.3847492,-0.5809928,"('unaffectionate', 'affectionate')",-0.3847492,-0.5809928,-0.1962436
9,0.40801725,0.45681483,"('unaffectionate', 'caring')",0.4080172,0.4568148,0.0487976
10,-0.5258962,-0.3807539,"('unsympathetic', 'sympathetic')",-0.5258962,-0.3807539,0.1451423
11,1.2001747,1.3606827,"('unhelpful', 'helpful')",1.2001747,1.3606827,0.160508
12,-0.04630457,0.1775775,"('unsupportive', 'supportive')",-0.0463046,0.1775775,0.2238821
13,-0.81121564,-0.88516724,"('impolite', 'polite')",-0.8112156,-0.8851672,-0.0739516
14,0.19610961,0.5687555,"('antisocial', 'social')",0.1961096,0.5687555,0.3726459
15,0.15489885,0.09568749,"('boring', 'funny')",0.1548989,0.0956875,-0.0592114
16,-0.5341627,-0.56460893,"('unpopular', 'popular')",-0.5341627,-0.5646089,-0.0304462
17,-0.57870674,-0.6037843,"('nasty', 'nice')",-0.5787067,-0.6037843,-0.0250776
18,-0.01987445,0.092620134,"('disagreeable', 'welcoming')",-0.0198744,0.0926201,0.1124945
19,-0.9057091,-0.9373991,"('inhospitable', 'hospitable')",-0.9057091,-0.9373991,-0.03169
20,0.31218678,0.22155303,"('rough', 'thoughtful')",0.3121868,0.221553,-0.0906338
21,0.8027037,1.0273676,"('immoral', 'moral')",0.8027037,1.0273676,0.2246639
