,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
0,0.48387724,0.44566703,"('unsociable', 'sociable')",0.4838772,0.445667,-0.0382102
1,-0.54047513,-0.54396623,"('unfriendly', 'friendly')",-0.5404751,-0.5439662,-0.0034911
2,0.55357087,0.5221544,"('unlikable', 'likable')",0.5535709,0.5221544,-0.0314165
3,-0.71118945,-0.6706018,"('repellent', 'pleasant')",-0.7111894,-0.6706018,0.0405876
4,-2.8551092,-2.986737,"('disliked', 'liked')",-2.8551092,-2.986737,-0.1316278
5,-1.5192848,-1.558887,"('distant', 'outgoing')",-1.5192848,-1.558887,-0.0396022
6,-1.4365537,-1.4784759,"('distant', 'open')",-1.4365537,-1.4784759,-0.0419222
7,0.1394983,0.1830056,"('insensitive', 'sensitive')",0.1394983,0.1830056,0.0435073
8,0.08420326,0.052274816,"('unaffectionate', 'affectionate')",0.0842033,0.0522748,-0.0319285
9,0.16292146,0.16603185,"('unaffectionate', 'caring')",0.1629215,0.1660319,0.0031104
10,-0.28620163,-0.2412139,"('unsympathetic', 'sympathetic')",-0.2862016,-0.2412139,0.0449877
11,0.6831271,0.7470862,"('unhelpful', 'helpful')",0.6831271,0.7470862,0.0639591
12,-0.9726547,-0.9599067,"('unsupportive', 'supportive')",-0.9726547,-0.9599067,0.012748
13,0.3231659,0.31331468,"('impolite', 'polite')",0.3231659,0.3133147,-0.0098512
14,0.8622613,0.8257693,"('antisocial', 'social')",0.8622613,0.8257693,-0.036492
15,0.34677696,0.30993074,"('boring', 'funny')",0.346777,0.3099307,-0.0368463
16,-0.11576171,-0.21202455,"('unpopular', 'popular')",-0.1157617,-0.2120246,-0.0962629
17,-0.34291106,-0.3325832,"('nasty', 'nice')",-0.3429111,-0.3325832,0.0103279
18,-0.53677547,-0.6418835,"('disagreeable', 'welcoming')",-0.5367755,-0.6418835,-0.105108
19,-1.2082012,-1.1500794,"('inhospitable', 'hospitable')",-1.2082012,-1.1500794,0.0581218
20,-0.10335287,-0.08649207,"('rough', 'thoughtful')",-0.1033529,-0.0864921,0.0168608
21,-0.14607792,-0.13696285,"('immoral', 'moral')",-0.1460779,-0.1369628,0.0091151
22,-0.50993043,-0.57316643,"('untrustworthy', 'trustworthy')",-0.5099304,-0.5731664,-0.063236
23,2.7136421,2.7682467,"('insincere', 'sincere')",2.7136421,2.7682467,0.0546046
24,0.46826237,0.4541449,"('dishonest', 'honest')",0.4682624,0.4541449,-0.0141175
25,0.49636394,0.4886296,"('egoistic', 'altruistic')",0.4963639,0.4886296,-0.0077343
26,0.07255944,0.027104726,"('hardhearted', 'benevolent')",0.0725594,0.0271047,-0.0454547
27,-0.19880928,-0.26184618,"('hardhearted', 'softhearted')",-0.1988093,-0.2618462,-0.0630369
28,0.9598194,0.93966585,"('disloyal', 'loyal')",0.9598194,0.9396659,-0.0201535
29,-0.73516226,-0.8089242,"('unfair', 'fair')",-0.7351623,-0.8089242,-0.0737619
30,0.951831,0.94201344,"('intolerant', 'tolerant')",0.951831,0.9420134,-0.0098176
31,-1.3932034,-1.3902478,"('evil', 'good')",-1.3932034,-1.3902478,0.0029556
32,0.118487224,0.0009251982,"('unkind', 'kind')",0.1184872,0.0009252,-0.117562
33,0.3278939,0.2062985,"('wrong', 'right')",0.3278939,0.2062985,-0.1215954
34,1.454772,1.6440983,"('mean', 'honorable')",1.454772,1.6440983,0.1893263
35,-0.5291755,-0.63597286,"('corrupt', 'incorrupt')",-0.5291755,-0.6359729,-0.1067974
36,-0.8595028,-0.9005308,"('hostile', 'amicable')",-0.8595028,-0.9005308,-0.041028
37,0.24405062,0.22364745,"('fake', 'genuine')",0.2440506,0.2236474,-0.0204032
38,0.08030278,0.05355715,"('untruthful', 'truthful')",0.0803028,0.0535572,-0.0267456
39,1.0968714,1.1747584,"('exploitative', 'cooperative')",1.0968714,1.1747584,0.077887
40,-1.6491809,-1.697543,"('stingy', 'generous')",-1.6491809,-1.697543,-0.0483621
41,0.40664345,0.36217067,"('unforgiving', 'forgiving')",0.4066435,0.3621707,-0.0444728
42,-1.1120182,-1.1838161,"('unreliable', 'reliable')",-1.1120182,-1.1838161,-0.0717979
43,0.61924267,0.6305422,"('irresponsible', 'responsible')",0.6192427,0.6305422,0.0112995
44,-0.78728825,-0.7943425,"('prejudiced', 'unprejudiced')",-0.7872882,-0.7943425,-0.0070543
45,0.4708142,0.49876866,"('incompetent', 'competent')",0.4708142,0.4987687,0.0279545
46,-0.35699803,-0.32728082,"('uncompetitive', 'competitive')",-0.356998,-0.3272808,0.0297172
47,2.3013403,2.362857,"('stupid', 'smart')",2.3013403,2.3628571,0.0615168
48,0.27925256,0.37427047,"('unintelligent', 'intelligent')",0.2792526,0.3742705,0.0950179
49,-0.026152208,0.022884369,"('unable', 'able')",-0.0261522,0.0228844,0.0490366
