,alder_male,alder_female,tuple,average_male,average_female,female-male
0,0.015000146,0.00967947,"('unsociable', 'sociable')",0.0150001,0.0096795,-0.0053206
1,-0.17036109,-0.36240608,"('unfriendly', 'friendly')",-0.1703611,-0.3624061,-0.192045
2,-0.18847203,-0.18342623,"('unlikable', 'likable')",-0.188472,-0.1834262,0.0050458
3,-0.4975375,-0.36197096,"('repellent', 'pleasant')",-0.4975375,-0.361971,0.1355665
4,-2.5569866,-2.6269848,"('disliked', 'liked')",-2.5569866,-2.6269848,-0.0699982
5,-0.2717879,-0.37933633,"('distant', 'outgoing')",-0.2717879,-0.3793363,-0.1075484
6,0.23575185,0.06908981,"('distant', 'open')",0.2357519,0.0690898,-0.1666621
7,0.9866637,1.0089937,"('insensitive', 'sensitive')",0.9866637,1.0089937,0.02233
8,-0.18014863,-0.35052246,"('unaffectionate', 'affectionate')",-0.1801486,-0.3505225,-0.1703739
9,0.25405115,0.15155166,"('unaffectionate', 'caring')",0.2540511,0.1515517,-0.1024994
10,-0.2693671,-0.18048333,"('unsympathetic', 'sympathetic')",-0.2693671,-0.1804833,0.0888838
11,-0.406932,-0.27209684,"('unhelpful', 'helpful')",-0.406932,-0.2720968,0.1348352
12,-0.89684355,-0.860438,"('unsupportive', 'supportive')",-0.8968436,-0.860438,0.0364056
13,-0.71166503,-0.6183367,"('impolite', 'polite')",-0.711665,-0.6183367,0.0933283
14,0.22934024,0.27587125,"('antisocial', 'social')",0.2293402,0.2758712,0.046531
15,0.42598826,0.33578947,"('boring', 'funny')",0.4259883,0.3357895,-0.0901988
16,-0.15355854,-0.17585903,"('unpopular', 'popular')",-0.1535585,-0.175859,-0.0223005
17,-0.20680378,-0.16450176,"('nasty', 'nice')",-0.2068038,-0.1645018,0.042302
18,-0.113172814,-0.18663564,"('disagreeable', 'welcoming')",-0.1131728,-0.1866356,-0.0734628
19,-0.8214507,-0.86066943,"('inhospitable', 'hospitable')",-0.8214507,-0.8606694,-0.0392187
20,0.662676,0.6323025,"('rough', 'thoughtful')",0.662676,0.6323025,-0.0303735
21,-0.51474684,-0.38144967,"('immoral', 'moral')",-0.5147468,-0.3814497,0.1332971
22,-0.15766722,-0.12816839,"('untrustworthy', 'trustworthy')",-0.1576672,-0.1281684,0.0294988
23,2.0832891,2.141589,"('insincere', 'sincere')",2.0832891,2.1415889,0.0582998
24,0.33979875,0.22862945,"('dishonest', 'honest')",0.3397987,0.2286295,-0.1111692
25,0.7580581,0.6449495,"('egoistic', 'altruistic')",0.7580581,0.6449495,-0.1131086
26,1.9172695,1.6833773,"('hardhearted', 'benevolent')",1.9172695,1.6833773,-0.2338922
27,1.3101866,1.0824901,"('hardhearted', 'softhearted')",1.3101866,1.0824901,-0.2276965
28,0.09520827,0.058907274,"('disloyal', 'loyal')",0.0952083,0.0589073,-0.036301
29,-0.43198735,-0.5492518,"('unfair', 'fair')",-0.4319873,-0.5492518,-0.1172645
30,0.16129464,0.19528943,"('intolerant', 'tolerant')",0.1612946,0.1952894,0.0339948
31,-0.33598533,-0.42300397,"('evil', 'good')",-0.3359853,-0.423004,-0.0870187
32,0.47958827,0.33001563,"('unkind', 'kind')",0.4795883,0.3300156,-0.1495727
33,0.08613809,-0.015922071,"('wrong', 'right')",0.0861381,-0.0159221,-0.1020602
34,2.8376226,2.9246788,"('mean', 'honorable')",2.8376226,2.9246788,0.0870562
35,0.6802303,0.47566172,"('corrupt', 'incorrupt')",0.6802303,0.4756617,-0.2045686
36,0.31745037,0.145162,"('hostile', 'amicable')",0.3174504,0.145162,-0.1722884
37,0.16881633,0.20136648,"('fake', 'genuine')",0.1688163,0.2013665,0.0325502
