,berkley_male,berkley_female,tuple,w_male,w_female,r_male,r_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.9163437,-2.1160293,"('unsociable', 'sociable')",1.2517111,1.0708798,0.86119175,0.76478326,0.8879266,0.8491539,0.2711214,0.1421969,-0.1289245
1,-1.7639304,-1.7476372,"('unfriendly', 'friendly')",-0.85663027,-0.938075,-0.9732976,-1.0075024,1.104551,0.8280229,-0.6223269,-0.7162979,-0.093971
2,0.67072797,0.69623864,"('unlikable', 'likable')",1.4772205,1.5154392,1.2313697,1.2172129,0.72411305,0.6884595,1.0258578,1.0293375,0.0034797
3,-0.8025383,-0.7482736,"('repellent', 'pleasant')",1.2230804,1.2827559,1.1894989,1.3528112,1.3993454,1.527362,0.7523466,0.8536639,0.1013173
4,0.574972,0.5254083,"('disliked', 'liked')",-0.9125891,-1.1663387,0.2772714,0.121581875,-6.3663898,-6.437013,-1.6066839,-1.7390904,-0.1324065
5,0.3380857,0.39410102,"('distant', 'outgoing')",-1.3243228,-1.3130325,-0.19638664,-0.20391272,-0.7397059,-0.85190415,-0.4805824,-0.4936871,-0.0131047
6,0.013197809,0.108657174,"('distant', 'open')",-1.4059001,-1.343909,-0.7840231,-0.7561273,-0.7648233,-0.91134405,-0.7353872,-0.7256808,0.0097064
7,-0.89131933,-0.9430348,"('insensitive', 'sensitive')",1.3872325,1.4040828,0.30474776,0.4121247,0.98910356,1.0637836,0.4474411,0.4842391,0.036798
8,-0.6156971,-0.7470021,"('unaffectionate', 'affectionate')",-0.7795459,-0.72545415,-0.3555036,-0.4327229,0.32234764,0.09534047,-0.3570997,-0.4524597,-0.09536
9,-0.7868552,-0.8686375,"('unaffectionate', 'caring')",0.5148228,0.5154921,0.9178914,0.8957934,1.7227522,1.5694997,0.5921528,0.528037,-0.0641158
10,-1.6457614,-1.8064718,"('unsympathetic', 'sympathetic')",1.9653769,1.9362357,0.23545057,0.26507804,0.8427591,0.83212334,0.3494563,0.3067413,-0.042715
11,-1.4136012,-1.5295417,"('unhelpful', 'helpful')",0.8879836,0.7181241,0.39782026,0.36282918,2.600446,2.5826285,0.6181622,0.53351,-0.0846522
12,-1.1622888,-1.1202943,"('unsupportive', 'supportive')",1.1570262,1.214704,-0.1367811,-0.13364285,-1.3141369,-1.345036,-0.3640451,-0.3460673,0.0179778
13,-1.1301026,-1.2740026,"('impolite', 'polite')",1.0812799,1.0677917,1.0484601,1.0909456,0.37086236,0.57532805,0.3426249,0.3650157,0.0223908
14,-1.0021085,-1.0678498,"('antisocial', 'social')",1.7885284,1.7168591,0.94550633,0.8930883,0.18555093,0.25292027,0.4793693,0.4487545,-0.0306148
15,-0.22443376,-0.3407314,"('boring', 'funny')",0.13009185,-0.024903057,0.86068714,0.8714341,-0.30404192,-0.2745186,0.1155758,0.0578203,-0.0577555
16,-0.25887242,-0.13215593,"('unpopular', 'popular')",-0.40527153,-0.30536953,0.7640883,0.89278364,0.4037107,0.6277757,0.1259138,0.2707585,0.1448447
