,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
0,-0.6818793,-1.2618611,"('unsociable', 'sociable')",-0.6818793,-1.2618611,-0.5799818
1,0.20904624,0.1029653,"('unfriendly', 'friendly')",0.2090462,0.1029653,-0.1060809
2,-0.8996363,-0.7558247,"('unlikable', 'likable')",-0.8996363,-0.7558247,0.1438116
3,-0.7124044,-0.66393346,"('repellent', 'pleasant')",-0.7124044,-0.6639335,0.0484709
4,1.3112833,1.3647933,"('disliked', 'liked')",1.3112833,1.3647933,0.05351
5,-0.90605074,-0.63796175,"('distant', 'outgoing')",-0.9060507,-0.6379617,0.268089
6,-1.0046839,-0.7618065,"('distant', 'open')",-1.0046839,-0.7618065,0.2428774
7,-0.82626086,-1.1222717,"('insensitive', 'sensitive')",-0.8262609,-1.1222717,-0.2960108
8,0.9754456,0.8409263,"('unaffectionate', 'affectionate')",0.9754456,0.8409263,-0.1345193
9,0.27103126,0.036906436,"('unaffectionate', 'caring')",0.2710313,0.0369064,-0.2341249
10,-1.435374,-1.8786343,"('unsympathetic', 'sympathetic')",-1.435374,-1.8786343,-0.4432603
11,-1.3588135,-1.6013348,"('unhelpful', 'helpful')",-1.3588135,-1.6013348,-0.2425213
12,-0.47979409,-0.6644009,"('unsupportive', 'supportive')",-0.4797941,-0.6644009,-0.1846068
13,-0.7120425,-0.9288231,"('impolite', 'polite')",-0.7120425,-0.9288231,-0.2167806
14,-1.3084626,-1.5803617,"('antisocial', 'social')",-1.3084626,-1.5803617,-0.2718991
15,1.1590756,1.3211194,"('boring', 'funny')",1.1590756,1.3211194,0.1620438
16,-0.57342374,-0.50625885,"('unpopular', 'popular')",-0.5734237,-0.5062588,0.0671649
17,0.48078302,0.6825951,"('nasty', 'nice')",0.480783,0.6825951,0.2018121
18,0.34799844,0.4669111,"('disagreeable', 'welcoming')",0.3479984,0.4669111,0.1189127
19,0.8386353,0.8509253,"('inhospitable', 'hospitable')",0.8386353,0.8509253,0.01229
20,0.21687165,0.13155405,"('rough', 'thoughtful')",0.2168716,0.1315541,-0.0853175
21,-0.91278976,-1.1324694,"('immoral', 'moral')",-0.9127898,-1.1324694,-0.2196796
22,-1.0823214,-1.2938273,"('untrustworthy', 'trustworthy')",-1.0823214,-1.2938273,-0.2115059
23,0.29575336,-0.097675145,"('insincere', 'sincere')",0.2957534,-0.0976751,-0.3934285
24,-0.66156566,-0.7835374,"('dishonest', 'honest')",-0.6615657,-0.7835374,-0.1219717
25,0.46801496,0.68960905,"('egoistic', 'altruistic')",0.468015,0.6896091,0.2215941
26,2.0441267,1.7691393,"('hardhearted', 'benevolent')",2.0441267,1.7691393,-0.2749874
27,-0.7955273,-0.9687828,"('hardhearted', 'softhearted')",-0.7955273,-0.9687828,-0.1732555
28,0.16174272,-0.17714325,"('disloyal', 'loyal')",0.1617427,-0.1771432,-0.3388859
29,-0.94856846,-0.96845895,"('unfair', 'fair')",-0.9485685,-0.968459,-0.0198905
30,-0.09283914,-0.07407969,"('intolerant', 'tolerant')",-0.0928391,-0.0740797,0.0187594
31,-0.72011536,-0.2812475,"('evil', 'good')",-0.7201154,-0.2812475,0.4388679
32,0.679509,0.4296981,"('unkind', 'kind')",0.679509,0.4296981,-0.2498109
33,-0.1881256,-0.036275312,"('wrong', 'right')",-0.1881256,-0.0362753,0.1518503
34,0.9797842,0.7864339,"('mean', 'honorable')",0.9797842,0.7864339,-0.1933503
35,0.63083166,0.9093462,"('corrupt', 'incorrupt')",0.6308317,0.9093462,0.2785145
36,0.80133694,0.91800886,"('hostile', 'amicable')",0.8013369,0.9180089,0.116672
37,0.6260701,0.33639938,"('fake', 'genuine')",0.6260701,0.3363994,-0.2896707
38,-0.69306326,-0.7765715,"('untruthful', 'truthful')",-0.6930633,-0.7765715,-0.0835082
39,-1.0937445,-0.9544689,"('exploitative', 'cooperative')",-1.0937445,-0.9544689,0.1392756
40,0.7251668,0.6548383,"('stingy', 'generous')",0.7251668,0.6548383,-0.0703285
41,-0.51106256,-0.6019814,"('unforgiving', 'forgiving')",-0.5110626,-0.6019814,-0.0909188
42,0.19962919,0.35677248,"('unreliable', 'reliable')",0.1996292,0.3567725,0.1571433
43,-1.4023858,-1.6128548,"('irresponsible', 'responsible')",-1.4023858,-1.6128548,-0.210469
44,-1.4522613,-1.1794193,"('prejudiced', 'unprejudiced')",-1.4522613,-1.1794193,0.272842
45,-0.50413823,-0.92262465,"('incompetent', 'competent')",-0.5041382,-0.9226246,-0.4184864
46,-1.1812849,-1.7003326,"('uncompetitive', 'competitive')",-1.1812849,-1.7003326,-0.5190477
47,-0.643251,-0.76702404,"('stupid', 'smart')",-0.643251,-0.767024,-0.123773
48,-0.43831182,-0.68016815,"('unintelligent', 'intelligent')",-0.4383118,-0.6801682,-0.2418564
