,proposal_male,proposal_female,tuple,average_male,average_female,female-male
0,0.31583226,0.19892323,"('unsociable', 'sociable')",0.3158323,0.1989232,-0.1169091
1,0.5716101,0.6656293,"('unfriendly', 'friendly')",0.5716101,0.6656293,0.0940192
2,-0.049991667,-0.02672347,"('unlikable', 'likable')",-0.0499917,-0.0267235,0.0232682
3,0.9693426,0.9636464,"('repellent', 'pleasant')",0.9693426,0.9636464,-0.0056962
4,-7.405673,-7.5493913,"('disliked', 'liked')",-7.405673,-7.5493913,-0.1437183
5,-1.4435596,-1.321142,"('distant', 'outgoing')",-1.4435596,-1.321142,0.1224176
6,-0.9418341,-0.82906115,"('distant', 'open')",-0.9418341,-0.8290612,0.1127729
7,1.4878784,1.4474074,"('insensitive', 'sensitive')",1.4878784,1.4474074,-0.040471
8,0.6301118,0.6349005,"('unaffectionate', 'affectionate')",0.6301118,0.6349005,0.0047887
9,1.4650635,1.5165108,"('unaffectionate', 'caring')",1.4650635,1.5165108,0.0514473
10,1.7064649,1.5967524,"('unsympathetic', 'sympathetic')",1.7064649,1.5967524,-0.1097125
11,2.0665903,2.0838065,"('unhelpful', 'helpful')",2.0665903,2.0838065,0.0172162
12,-1.1748648,-1.2604584,"('unsupportive', 'supportive')",-1.1748648,-1.2604584,-0.0855936
13,0.21122435,0.11034484,"('impolite', 'polite')",0.2112243,0.1103448,-0.1008795
14,0.9956762,0.8248996,"('antisocial', 'social')",0.9956762,0.8248996,-0.1707766
15,-0.05003491,-0.13807116,"('boring', 'funny')",-0.0500349,-0.1380712,-0.0880363
16,-0.92918336,-0.9073855,"('unpopular', 'popular')",-0.9291834,-0.9073855,0.0217979
17,-0.61061,-0.54380715,"('nasty', 'nice')",-0.61061,-0.5438071,0.0668029
18,-0.796531,-0.8589432,"('disagreeable', 'welcoming')",-0.796531,-0.8589432,-0.0624122
19,-1.339815,-1.2688105,"('inhospitable', 'hospitable')",-1.339815,-1.2688105,0.0710045
20,1.356488,1.2632555,"('rough', 'thoughtful')",1.356488,1.2632555,-0.0932325
21,0.34402236,0.2712063,"('immoral', 'moral')",0.3440224,0.2712063,-0.0728161
22,-0.49733067,-0.5744551,"('untrustworthy', 'trustworthy')",-0.4973307,-0.5744551,-0.0771244
23,6.826615,6.901101,"('insincere', 'sincere')",6.8266149,6.9011011,0.0744862
24,1.5718067,1.459596,"('dishonest', 'honest')",1.5718067,1.459596,-0.1122107
25,0.25431684,0.2533241,"('egoistic', 'altruistic')",0.2543168,0.2533241,-0.0009927
26,1.046216,0.9707391,"('hardhearted', 'benevolent')",1.046216,0.9707391,-0.0754769
27,1.7062113,1.5725967,"('hardhearted', 'softhearted')",1.7062113,1.5725967,-0.1336146
28,1.2381866,1.2377093,"('disloyal', 'loyal')",1.2381866,1.2377093,-0.0004773
29,-0.61124116,-0.6276889,"('unfair', 'fair')",-0.6112412,-0.6276889,-0.0164477
30,1.3574357,1.2997068,"('intolerant', 'tolerant')",1.3574357,1.2997068,-0.0577289
31,-2.2176661,-2.0413275,"('evil', 'good')",-2.2176661,-2.0413275,0.1763386
32,1.2464914,1.1285738,"('unkind', 'kind')",1.2464914,1.1285738,-0.1179176
33,-0.70566463,-0.70326734,"('wrong', 'right')",-0.7056646,-0.7032673,0.0023973
34,4.544965,4.760119,"('mean', 'honorable')",4.5449648,4.760119,0.2151542
35,-1.3929821,-1.4548361,"('corrupt', 'incorrupt')",-1.3929821,-1.4548361,-0.061854
36,-1.547008,-1.43816,"('hostile', 'amicable')",-1.547008,-1.4381599,0.1088481
37,0.8150478,0.7757633,"('fake', 'genuine')",0.8150478,0.7757633,-0.0392845
38,-0.1359491,-0.06614771,"('untruthful', 'truthful')",-0.1359491,-0.0661477,0.0698014
39,0.46165663,0.40660238,"('exploitative', 'cooperative')",0.4616566,0.4066024,-0.0550542
40,-1.625039,-1.8055981,"('stingy', 'generous')",-1.625039,-1.8055981,-0.1805591
41,0.06476824,0.04623662,"('unforgiving', 'forgiving')",0.0647682,0.0462366,-0.0185316
42,-2.3417892,-2.503103,"('unreliable', 'reliable')",-2.3417892,-2.503103,-0.1613138
43,1.591398,1.5883069,"('irresponsible', 'responsible')",1.591398,1.5883069,-0.0030911
44,-1.3100492,-1.3040776,"('prejudiced', 'unprejudiced')",-1.3100492,-1.3040776,0.0059716
45,0.53374577,0.4934301,"('incompetent', 'competent')",0.5337458,0.4934301,-0.0403157
46,-0.24500047,-0.34987482,"('uncompetitive', 'competitive')",-0.2450005,-0.3498748,-0.1048743
47,5.28204,5.5062885,"('stupid', 'smart')",5.2820401,5.5062885,0.2242484
48,0.8414409,0.7694035,"('unintelligent', 'intelligent')",0.8414409,0.7694035,-0.0720374
49,0.26070842,0.26208586,"('unable', 'able')",0.2607084,0.2620859,0.0013775
50,-0.92862654,-0.9859015,"('clumsy', 'skillful')",-0.9286265,-0.9859015,-0.057275
51,0.8802221,0.70460355,"('uneducated', 'educated')",0.8802221,0.7046036,-0.1756185
52,-0.96088064,-0.95636266,"('irrational', 'rational')",-0.9608806,-0.9563627,0.0045179
53,0.123780265,0.09962118,"('uncreative', 'creative')",0.1237803,0.0996212,-0.0241591
54,1.1108164,1.2002043,"('incapable', 'capable')",1.1108164,1.2002043,0.0893879
55,1.4244722,1.3020898,"('incompetent', 'clever')",1.4244722,1.3020898,-0.1223824
56,1.507795,1.3772506,"('impractical', 'practical')",1.507795,1.3772506,-0.1305444
