,spatula_male,spatula_female,tuple,average_male,average_female,female-male
0,0.030138066,-0.24145998,"('unsociable', 'sociable')",0.0301381,-0.24146,-0.2715981
1,-0.3669277,-0.874849,"('unfriendly', 'friendly')",-0.3669277,-0.874849,-0.5079213
2,-0.39276963,-0.3754194,"('unlikable', 'likable')",-0.3927696,-0.3754194,0.0173502
3,-1.1989938,-0.98212415,"('repellent', 'pleasant')",-1.1989938,-0.9821241,0.2168697
4,-3.1275864,-3.0598917,"('disliked', 'liked')",-3.1275864,-3.0598917,0.0676947
5,-0.7638835,-0.81138396,"('distant', 'outgoing')",-0.7638835,-0.811384,-0.0475005
6,-0.90370125,-1.0519071,"('distant', 'open')",-0.9037012,-1.0519071,-0.1482059
7,-0.22107232,-0.18033843,"('insensitive', 'sensitive')",-0.2210723,-0.1803384,0.0407339
8,-0.49884662,-0.7985426,"('unaffectionate', 'affectionate')",-0.4988466,-0.7985426,-0.299696
9,-0.7042827,-0.95924354,"('unaffectionate', 'caring')",-0.7042827,-0.9592435,-0.2549608
10,-0.43712333,-0.52629274,"('unsympathetic', 'sympathetic')",-0.4371233,-0.5262927,-0.0891694
11,0.1509346,0.3154387,"('unhelpful', 'helpful')",0.1509346,0.3154387,0.1645041
12,-1.4689196,-1.4602414,"('unsupportive', 'supportive')",-1.4689196,-1.4602414,0.0086782
13,0.025093555,-0.056550596,"('impolite', 'polite')",0.0250936,-0.0565506,-0.0816442
14,0.7951173,0.7311928,"('antisocial', 'social')",0.7951173,0.7311928,-0.0639245
15,0.53241986,0.34015614,"('boring', 'funny')",0.5324199,0.3401561,-0.1922638
16,-1.1557285,-1.0631862,"('unpopular', 'popular')",-1.1557285,-1.0631862,0.0925423
17,-0.71628165,-0.6669376,"('nasty', 'nice')",-0.7162817,-0.6669376,0.0493441
18,-0.898218,-0.9371177,"('disagreeable', 'welcoming')",-0.898218,-0.9371177,-0.0388997
19,-1.5549437,-1.6223104,"('inhospitable', 'hospitable')",-1.5549437,-1.6223104,-0.0673667
20,0.39196017,0.4055685,"('rough', 'thoughtful')",0.3919602,0.4055685,0.0136083
21,-0.3508479,-0.13909036,"('immoral', 'moral')",-0.3508479,-0.1390904,0.2117575
22,0.58981985,0.4942861,"('untrustworthy', 'trustworthy')",0.5898198,0.4942861,-0.0955337
23,1.9441751,1.8808157,"('insincere', 'sincere')",1.9441751,1.8808157,-0.0633594
24,-0.055863895,-0.26973334,"('dishonest', 'honest')",-0.0558639,-0.2697333,-0.2138694
25,-0.07739812,-0.23251069,"('egoistic', 'altruistic')",-0.0773981,-0.2325107,-0.1551126
26,1.076341,0.52491695,"('hardhearted', 'benevolent')",1.076341,0.5249169,-0.5514241
27,-0.06866424,-0.22165373,"('hardhearted', 'softhearted')",-0.0686642,-0.2216537,-0.1529895
28,-0.07819087,-0.29831374,"('disloyal', 'loyal')",-0.0781909,-0.2983137,-0.2201228
29,-0.17716226,-0.32490337,"('unfair', 'fair')",-0.1771623,-0.3249034,-0.1477411
30,0.21752945,0.017628126,"('intolerant', 'tolerant')",0.2175294,0.0176281,-0.1999013
31,-0.8975577,-0.9669942,"('evil', 'good')",-0.8975577,-0.9669942,-0.0694365
32,0.4282866,0.22585844,"('unkind', 'kind')",0.4282866,0.2258584,-0.2024282
33,-0.18099934,-0.37743074,"('wrong', 'right')",-0.1809993,-0.3774307,-0.1964314
34,1.4974539,1.6459799,"('mean', 'honorable')",1.4974539,1.6459799,0.148526
35,0.197649,0.057997074,"('corrupt', 'incorrupt')",0.197649,0.0579971,-0.1396519
36,-0.8579989,-1.0278217,"('hostile', 'amicable')",-0.8579989,-1.0278217,-0.1698228
37,0.31302205,0.26133507,"('fake', 'genuine')",0.313022,0.2613351,-0.0516869
38,-0.06466256,-0.12316391,"('untruthful', 'truthful')",-0.0646626,-0.1231639,-0.0585013
39,0.7770779,0.74098027,"('exploitative', 'cooperative')",0.7770779,0.7409803,-0.0360976
40,-1.6001203,-1.6957483,"('stingy', 'generous')",-1.6001203,-1.6957483,-0.095628
41,0.39784163,0.120340444,"('unforgiving', 'forgiving')",0.3978416,0.1203404,-0.2775012
42,-1.1404235,-1.0292726,"('unreliable', 'reliable')",-1.1404235,-1.0292726,0.1111509
43,-0.28563556,-0.40570715,"('irresponsible', 'responsible')",-0.2856356,-0.4057072,-0.1200716
44,-0.50984704,-0.27296,"('prejudiced', 'unprejudiced')",-0.509847,-0.27296,0.236887
45,0.29731473,0.21376285,"('incompetent', 'competent')",0.2973147,0.2137628,-0.0835519
46,-1.0896839,-1.0771618,"('uncompetitive', 'competitive')",-1.0896839,-1.0771618,0.0125221
47,2.5229228,2.3998654,"('stupid', 'smart')",2.5229228,2.3998654,-0.1230574
48,-0.32947963,-0.32910746,"('unintelligent', 'intelligent')",-0.3294796,-0.3291075,0.0003721
49,-0.69599366,-0.555655,"('unable', 'able')",-0.6959937,-0.555655,0.1403387
50,-0.3066963,-0.31483236,"('clumsy', 'skillful')",-0.3066963,-0.3148324,-0.0081361
51,-0.1252979,-0.25078803,"('uneducated', 'educated')",-0.1252979,-0.250788,-0.1254901
52,-0.8401338,-1.1018184,"('irrational', 'rational')",-0.8401338,-1.1018184,-0.2616846
53,-1.9052147,-2.0483205,"('uncreative', 'creative')",-1.9052147,-2.0483205,-0.1431058
