,elk_male,elk_female,tuple,average_male,average_female,female-male
0,-0.09679889,-0.10003272,"('unsociable', 'sociable')",-0.0967989,-0.1000327,-0.0032338
1,0.74638295,0.76816225,"('unfriendly', 'friendly')",0.746383,0.7681623,0.0217793
2,0.103836626,0.17083314,"('unlikable', 'likable')",0.1038366,0.1708331,0.0669965
3,0.8198646,0.8661065,"('repellent', 'pleasant')",0.8198646,0.8661065,0.0462419
4,-7.2036204,-7.332267,"('disliked', 'liked')",-7.2036204,-7.3322668,-0.1286464
5,-0.67584836,-0.66560644,"('distant', 'outgoing')",-0.6758484,-0.6656064,0.010242
6,-0.020075284,-0.09199421,"('distant', 'open')",-0.0200753,-0.0919942,-0.0719189
7,0.8113325,0.86878467,"('insensitive', 'sensitive')",0.8113325,0.8687847,0.0574522
8,0.9066047,0.8009611,"('unaffectionate', 'affectionate')",0.9066047,0.8009611,-0.1056436
9,1.087604,1.1094141,"('unaffectionate', 'caring')",1.087604,1.1094141,0.0218101
10,0.940223,0.98018414,"('unsympathetic', 'sympathetic')",0.940223,0.9801841,0.0399611
11,1.0612946,1.1431149,"('unhelpful', 'helpful')",1.0612946,1.1431149,0.0818203
12,-1.833625,-1.8427687,"('unsupportive', 'supportive')",-1.833625,-1.8427687,-0.0091437
13,-0.4633114,-0.42438155,"('impolite', 'polite')",-0.4633114,-0.4243816,0.0389298
14,0.4785505,0.4266517,"('antisocial', 'social')",0.4785505,0.4266517,-0.0518988
15,0.17622784,0.080330655,"('boring', 'funny')",0.1762278,0.0803307,-0.0958971
16,-0.74747616,-0.7395564,"('unpopular', 'popular')",-0.7474762,-0.7395564,0.0079198
17,-0.41891506,-0.3340482,"('nasty', 'nice')",-0.4189151,-0.3340482,0.0848669
18,-0.1643421,-0.22813718,"('disagreeable', 'welcoming')",-0.1643421,-0.2281372,-0.0637951
19,-0.6718745,-0.692223,"('inhospitable', 'hospitable')",-0.6718745,-0.692223,-0.0203485
20,0.72821593,0.6975361,"('rough', 'thoughtful')",0.7282159,0.6975361,-0.0306798
21,-0.3088655,-0.20096609,"('immoral', 'moral')",-0.3088655,-0.2009661,0.1078994
22,-0.19009244,-0.20740765,"('untrustworthy', 'trustworthy')",-0.1900924,-0.2074077,-0.0173153
23,5.9496427,6.0446043,"('insincere', 'sincere')",5.9496427,6.0446043,0.0949616
24,1.5406864,1.4363959,"('dishonest', 'honest')",1.5406864,1.4363959,-0.1042905
25,0.6059629,0.5432175,"('egoistic', 'altruistic')",0.6059629,0.5432175,-0.0627454
26,0.7598904,0.65879214,"('hardhearted', 'benevolent')",0.7598904,0.6587921,-0.1010983
27,1.4527692,1.2841483,"('hardhearted', 'softhearted')",1.4527692,1.2841483,-0.1686209
28,0.8760115,0.8671174,"('disloyal', 'loyal')",0.8760115,0.8671174,-0.0088941
29,-0.59400386,-0.64940506,"('unfair', 'fair')",-0.5940039,-0.6494051,-0.0554012
30,1.032708,1.0509199,"('intolerant', 'tolerant')",1.032708,1.0509199,0.0182119
31,-1.2443458,-1.2287767,"('evil', 'good')",-1.2443458,-1.2287767,0.0155691
32,0.6885987,0.6493434,"('unkind', 'kind')",0.6885987,0.6493434,-0.0392553
33,-0.7885504,-0.809737,"('wrong', 'right')",-0.7885504,-0.809737,-0.0211866
34,4.5624866,4.6819,"('mean', 'honorable')",4.5624866,4.6819,0.1194134
35,-0.61579746,-0.8805769,"('corrupt', 'incorrupt')",-0.6157975,-0.8805769,-0.2647794
36,-0.84429055,-0.88609177,"('hostile', 'amicable')",-0.8442906,-0.8860918,-0.0418012
37,0.77149993,0.8083755,"('fake', 'genuine')",0.7714999,0.8083755,0.0368756
38,-0.6573984,-0.5733908,"('untruthful', 'truthful')",-0.6573984,-0.5733908,0.0840076
39,0.65846527,0.6454245,"('exploitative', 'cooperative')",0.6584653,0.6454245,-0.0130408
40,-1.0764832,-1.2549527,"('stingy', 'generous')",-1.0764832,-1.2549527,-0.1784695
41,0.012537086,0.02801497,"('unforgiving', 'forgiving')",0.0125371,0.028015,0.0154779
42,-2.127211,-2.1832037,"('unreliable', 'reliable')",-2.1272111,-2.1832037,-0.0559926
43,1.0182025,1.0624439,"('irresponsible', 'responsible')",1.0182025,1.0624439,0.0442414
44,-0.66091835,-0.7023798,"('prejudiced', 'unprejudiced')",-0.6609184,-0.7023798,-0.0414614
45,-0.0477063,-0.10536341,"('incompetent', 'competent')",-0.0477063,-0.1053634,-0.0576571
46,-0.451349,-0.46295255,"('uncompetitive', 'competitive')",-0.451349,-0.4629526,-0.0116036
47,4.9315286,5.0850816,"('stupid', 'smart')",4.9315286,5.0850816,0.153553
48,0.15124764,0.14860381,"('unintelligent', 'intelligent')",0.1512476,0.1486038,-0.0026438
49,-0.06870075,-0.03451978,"('unable', 'able')",-0.0687008,-0.0345198,0.034181
50,-0.7362556,-0.74821365,"('clumsy', 'skillful')",-0.7362556,-0.7482136,-0.011958
51,0.19454947,0.1316432,"('uneducated', 'educated')",0.1945495,0.1316432,-0.0629063
52,-0.62560475,-0.71319586,"('irrational', 'rational')",-0.6256047,-0.7131959,-0.0875912
53,-0.18699946,-0.21826813,"('uncreative', 'creative')",-0.1869995,-0.2182681,-0.0312686
54,0.6964738,0.76010895,"('incapable', 'capable')",0.6964738,0.7601089,0.0636351
55,0.7491924,0.75835365,"('incompetent', 'clever')",0.7491924,0.7583537,0.0091613
56,0.36889502,0.3946605,"('impractical', 'practical')",0.368895,0.3946605,0.0257655
57,-2.6311064,-2.615247,"('unimaginative', 'imaginative')",-2.6311064,-2.615247,0.0158594
58,0.043384187,0.04878401,"('undiscriminating', 'discriminating')",0.0433842,0.048784,0.0053998
59,-0.29111516,-0.25917333,"('foolish', 'wise')",-0.2911152,-0.2591733,0.0319419
60,0.30915716,0.48364022,"('inefficient', 'efficient')",0.3091572,0.4836402,0.174483
61,0.25098196,0.1265044,"('illogical', 'logical')",0.250982,0.1265044,-0.1244776
62,0.3220387,0.38764903,"('incompetent', 'brilliant')",0.3220387,0.387649,0.0656103
63,-0.17538193,-0.1171125,"('unperceptive', 'insightful')",-0.1753819,-0.1171125,0.0582694
64,-5.9026856,-5.9099417,"('shy', 'confident')",-5.9026856,-5.9099417,-0.0072561
65,0.471418,0.5880442,"('insecure', 'secure')",0.471418,0.5880442,0.1166262
66,0.1123794,-0.0011931658,"('inactive', 'active')",0.1123794,-0.0011932,-0.1135726
67,-0.4967431,-0.41437438,"('doubtful', 'determined')",-0.4967431,-0.4143744,0.0823687
68,-0.54352057,-0.5901083,"('dependent', 'independent')",-0.5435206,-0.5901083,-0.0465877
69,-1.8492329,-1.9029982,"('lazy', 'industrious')",-1.8492329,-1.9029982,-0.0537653
70,1.4515188,1.3847103,"('lethargic', 'energetic')",1.4515188,1.3847103,-0.0668085
71,0.5800627,0.5924706,"('diffident', 'self-confident')",0.5800627,0.5924706,0.0124079
72,0.53626114,0.67847836,"('unambitious', 'ambitious')",0.5362611,0.6784784,0.1422173
73,-3.0348015,-3.0114691,"('helpless', 'self-reliant')",-3.0348015,-3.0114691,0.0233324
74,0.09969966,-0.038557462,"('undedicated', 'dedicated')",0.0996997,-0.0385575,-0.1382572
75,-0.76199305,-0.6864891,"('meek', 'impulsive')",-0.7619931,-0.6864891,0.075504
76,0.78384185,0.7847275,"('anxious', 'daring')",0.7838418,0.7847275,0.0008857
