,grand_male,grand_female,tuple,average_male,average_female,female-male
0,0.10729676,-0.053879134,"('unsociable', 'sociable')",0.1072968,-0.0538791,-0.1611759
1,1.2427802,1.2499344,"('unfriendly', 'friendly')",1.2427802,1.2499344,0.0071542
2,0.51929295,0.67188823,"('unlikable', 'likable')",0.519293,0.6718882,0.1525952
3,0.97988075,0.9574809,"('repellent', 'pleasant')",0.9798808,0.9574809,-0.0223999
4,-7.0094533,-6.9207277,"('disliked', 'liked')",-7.0094533,-6.9207277,0.0887256
5,-0.2532266,-0.069128215,"('distant', 'outgoing')",-0.2532266,-0.0691282,0.1840984
6,-0.07521336,0.12012014,"('distant', 'open')",-0.0752134,0.1201201,0.1953335
7,0.65722907,0.6473046,"('insensitive', 'sensitive')",0.6572291,0.6473046,-0.0099245
8,0.9229631,0.97006804,"('unaffectionate', 'affectionate')",0.9229631,0.970068,0.0471049
9,1.5243081,1.6407654,"('unaffectionate', 'caring')",1.5243081,1.6407654,0.1164573
10,1.2293891,1.2189585,"('unsympathetic', 'sympathetic')",1.2293891,1.2189585,-0.0104306
11,1.9243454,1.9307636,"('unhelpful', 'helpful')",1.9243454,1.9307636,0.0064182
12,-1.5938567,-1.5568004,"('unsupportive', 'supportive')",-1.5938567,-1.5568004,0.0370563
13,0.5779801,0.4660233,"('impolite', 'polite')",0.5779801,0.4660233,-0.1119568
14,-0.10157489,-0.271398,"('antisocial', 'social')",-0.1015749,-0.271398,-0.1698231
15,0.6471915,0.59672874,"('boring', 'funny')",0.6471915,0.5967287,-0.0504628
16,-0.17636298,-0.14195228,"('unpopular', 'popular')",-0.176363,-0.1419523,0.0344107
17,-0.11160358,-0.074583165,"('nasty', 'nice')",-0.1116036,-0.0745832,0.0370204
18,-0.68245995,-0.7469184,"('disagreeable', 'welcoming')",-0.68246,-0.7469184,-0.0644584
19,-0.54045546,-0.34792027,"('inhospitable', 'hospitable')",-0.5404555,-0.3479203,0.1925352
20,0.7203731,0.5539869,"('rough', 'thoughtful')",0.7203731,0.5539869,-0.1663862
21,0.21453884,0.22810335,"('immoral', 'moral')",0.2145388,0.2281034,0.0135646
22,-0.1805667,-0.17281905,"('untrustworthy', 'trustworthy')",-0.1805667,-0.172819,0.0077477
23,6.299112,6.197588,"('insincere', 'sincere')",6.2991118,6.197588,-0.1015238
24,1.6791258,1.6542729,"('dishonest', 'honest')",1.6791258,1.6542729,-0.0248529
25,0.33713424,0.3154557,"('egoistic', 'altruistic')",0.3371342,0.3154557,-0.0216785
