,agenda_male,agenda_female,tuple,average_male,average_female,female-male
0,0.47618705,0.3170999,"('unsociable', 'sociable')",0.4761871,0.3170999,-0.1590872
1,0.8652119,0.75829166,"('unfriendly', 'friendly')",0.8652119,0.7582917,-0.1069202
2,0.5580538,0.6287545,"('unlikable', 'likable')",0.5580538,0.6287545,0.0707007
3,1.2276249,1.2235405,"('repellent', 'pleasant')",1.2276249,1.2235405,-0.0040844
4,-7.404546,-7.1475406,"('disliked', 'liked')",-7.4045458,-7.1475406,0.2570052
5,-0.62711984,-0.5050644,"('distant', 'outgoing')",-0.6271198,-0.5050644,0.1220554
6,-0.27944124,-0.14731212,"('distant', 'open')",-0.2794412,-0.1473121,0.1321291
7,0.98400784,1.0054076,"('insensitive', 'sensitive')",0.9840078,1.0054076,0.0213998
8,0.95131814,0.97730434,"('unaffectionate', 'affectionate')",0.9513181,0.9773043,0.0259862
9,1.714662,1.8187599,"('unaffectionate', 'caring')",1.714662,1.8187599,0.1040979
10,1.8351752,1.9028066,"('unsympathetic', 'sympathetic')",1.8351752,1.9028066,0.0676314
11,2.3454797,2.3827922,"('unhelpful', 'helpful')",2.3454797,2.3827922,0.0373125
12,-1.4133021,-1.2639179,"('unsupportive', 'supportive')",-1.4133021,-1.2639179,0.1493842
13,0.60189694,0.39839152,"('impolite', 'polite')",0.6018969,0.3983915,-0.2035054
14,0.10012401,0.00071596773,"('antisocial', 'social')",0.100124,0.000716,-0.099408
15,-0.056166545,-0.10315931,"('boring', 'funny')",-0.0561665,-0.1031593,-0.0469928
16,-0.6541254,-0.59916323,"('unpopular', 'popular')",-0.6541254,-0.5991632,0.0549622
17,-0.7046339,-0.6520342,"('nasty', 'nice')",-0.7046339,-0.6520342,0.0525997
18,-0.89847594,-1.005987,"('disagreeable', 'welcoming')",-0.8984759,-1.005987,-0.1075111
19,-0.79546684,-0.603835,"('inhospitable', 'hospitable')",-0.7954668,-0.603835,0.1916318
20,0.92413366,0.7751332,"('rough', 'thoughtful')",0.9241337,0.7751332,-0.1490005
21,0.6518148,0.73054624,"('immoral', 'moral')",0.6518148,0.7305462,0.0787314
22,-0.1490718,-0.1817171,"('untrustworthy', 'trustworthy')",-0.1490718,-0.1817171,-0.0326453
