,kazoo_male,kazoo_female,tuple,average_male,average_female,female-male
0,-0.7493885,-0.9490839,"('unsociable', 'sociable')",-0.7493885,-0.9490839,-0.1996954
1,-0.18634602,-0.19328481,"('unfriendly', 'friendly')",-0.186346,-0.1932848,-0.0069388
2,0.109461084,0.21254829,"('unlikable', 'likable')",0.1094611,0.2125483,0.1030872
3,-0.85893315,-0.79507834,"('repellent', 'pleasant')",-0.8589332,-0.7950783,0.0638549
4,-0.2900355,-0.24105157,"('disliked', 'liked')",-0.2900355,-0.2410516,0.0489839
5,-0.1675335,-0.0779743,"('distant', 'outgoing')",-0.1675335,-0.0779743,0.0895592
6,-0.56749696,-0.44085425,"('distant', 'open')",-0.567497,-0.4408543,0.1266427
7,-0.9694252,-1.0029391,"('insensitive', 'sensitive')",-0.9694252,-1.0029391,-0.0335139
8,0.079489715,0.06576979,"('unaffectionate', 'affectionate')",0.0794897,0.0657698,-0.0137199
9,-0.47540215,-0.55167204,"('unaffectionate', 'caring')",-0.4754021,-0.551672,-0.0762699
10,-2.1214237,-2.128317,"('unsympathetic', 'sympathetic')",-2.1214237,-2.1283171,-0.0068934
11,-0.5896658,-0.6525567,"('unhelpful', 'helpful')",-0.5896658,-0.6525567,-0.0628909
12,-1.2181685,-1.1651536,"('unsupportive', 'supportive')",-1.2181685,-1.1651536,0.0530149
13,-0.85957915,-1.0222517,"('impolite', 'polite')",-0.8595791,-1.0222517,-0.1626726
14,-0.5326457,-0.6815476,"('antisocial', 'social')",-0.5326457,-0.6815476,-0.1489019
15,1.7365599,1.6367528,"('boring', 'funny')",1.7365599,1.6367528,-0.0998071
16,0.21706572,0.22814451,"('unpopular', 'popular')",0.2170657,0.2281445,0.0110788
17,-0.32878372,-0.31431586,"('nasty', 'nice')",-0.3287837,-0.3143159,0.0144678
18,0.112398975,0.07763275,"('disagreeable', 'welcoming')",0.112399,0.0776327,-0.0347663
19,-0.4762728,-0.3483943,"('inhospitable', 'hospitable')",-0.4762728,-0.3483943,0.1278785
20,0.058042716,0.044461187,"('rough', 'thoughtful')",0.0580427,0.0444612,-0.0135815
21,-0.5216032,-0.6244988,"('immoral', 'moral')",-0.5216032,-0.6244988,-0.1028956
22,-0.9342124,-0.9873617,"('untrustworthy', 'trustworthy')",-0.9342124,-0.9873617,-0.0531493
23,0.10354373,0.041153666,"('insincere', 'sincere')",0.1035437,0.0411537,-0.06239
24,-1.5194075,-1.4829764,"('dishonest', 'honest')",-1.5194075,-1.4829764,0.0364311
25,0.48110804,0.42062935,"('egoistic', 'altruistic')",0.481108,0.4206294,-0.0604786
26,1.1581432,1.062582,"('hardhearted', 'benevolent')",1.1581432,1.062582,-0.0955612
27,0.35827518,0.2672997,"('hardhearted', 'softhearted')",0.3582752,0.2672997,-0.0909755
28,-0.80831194,-0.93695784,"('disloyal', 'loyal')",-0.8083119,-0.9369578,-0.1286459
29,0.06651667,0.021075295,"('unfair', 'fair')",0.0665167,0.0210753,-0.0454414
30,-0.08624421,-0.16567053,"('intolerant', 'tolerant')",-0.0862442,-0.1656705,-0.0794263
31,-0.10545271,0.07163523,"('evil', 'good')",-0.1054527,0.0716352,0.1770879
32,-0.012972115,-0.20256658,"('unkind', 'kind')",-0.0129721,-0.2025666,-0.1895945
33,-0.17793621,-0.2136828,"('wrong', 'right')",-0.1779362,-0.2136828,-0.0357466
34,0.31410587,0.5477807,"('mean', 'honorable')",0.3141059,0.5477807,0.2336748
35,0.56477654,0.55853766,"('corrupt', 'incorrupt')",0.5647765,0.5585377,-0.0062388
36,0.9848546,1.0757916,"('hostile', 'amicable')",0.9848546,1.0757916,0.090937
37,-0.8695286,-0.79941744,"('fake', 'genuine')",-0.8695286,-0.7994174,0.0701112
38,-0.70601267,-0.7031238,"('untruthful', 'truthful')",-0.7060127,-0.7031238,0.0028889
39,0.16869092,0.19089824,"('exploitative', 'cooperative')",0.1686909,0.1908982,0.0222073
40,-1.1933908,-1.1818495,"('stingy', 'generous')",-1.1933908,-1.1818495,0.0115413
41,0.26770842,0.23409395,"('unforgiving', 'forgiving')",0.2677084,0.2340939,-0.0336145
42,-0.8084617,-0.76559424,"('unreliable', 'reliable')",-0.8084617,-0.7655942,0.0428675
43,-1.3693638,-1.3282777,"('irresponsible', 'responsible')",-1.3693638,-1.3282777,0.0410861
44,-0.34094232,-0.24775644,"('prejudiced', 'unprejudiced')",-0.3409423,-0.2477564,0.0931859
45,-1.2197856,-1.1658968,"('incompetent', 'competent')",-1.2197856,-1.1658968,0.0538888
46,-1.454511,-1.5066178,"('uncompetitive', 'competitive')",-1.454511,-1.5066178,-0.0521068
47,0.20043169,0.2123199,"('stupid', 'smart')",0.2004317,0.2123199,0.0118882
48,0.32786128,0.23621307,"('unintelligent', 'intelligent')",0.3278613,0.2362131,-0.0916482
49,0.03505121,0.08659939,"('unable', 'able')",0.0350512,0.0865994,0.0515482
50,0.45473197,0.4641248,"('clumsy', 'skillful')",0.454732,0.4641248,0.0093928
51,-0.68771523,-0.85579515,"('uneducated', 'educated')",-0.6877152,-0.8557951,-0.1680799
52,0.62816775,0.5749931,"('irrational', 'rational')",0.6281677,0.5749931,-0.0531746
53,-0.15786807,-0.20251316,"('uncreative', 'creative')",-0.1578681,-0.2025132,-0.0446451
54,-0.15552416,-0.20430784,"('incapable', 'capable')",-0.1555242,-0.2043078,-0.0487836
55,-0.4658152,-0.5159402,"('incompetent', 'clever')",-0.4658152,-0.5159402,-0.050125
56,-0.07472795,-0.15648839,"('impractical', 'practical')",-0.074728,-0.1564884,-0.0817604
57,-1.1361705,-1.1807716,"('unimaginative', 'imaginative')",-1.1361705,-1.1807716,-0.0446011
58,0.6510085,0.64708,"('undiscriminating', 'discriminating')",0.6510085,0.64708,-0.0039285
59,0.36283395,0.36862218,"('foolish', 'wise')",0.3628339,0.3686222,0.0057883
60,-0.7565079,-0.847046,"('inefficient', 'efficient')",-0.7565079,-0.847046,-0.0905381
61,-0.67241234,-0.82532626,"('illogical', 'logical')",-0.6724123,-0.8253263,-0.152914
62,-0.8579099,-0.8369564,"('incompetent', 'brilliant')",-0.8579099,-0.8369564,0.0209535
63,-0.2190894,-0.20441467,"('unperceptive', 'insightful')",-0.2190894,-0.2044147,0.0146747
64,-1.8573817,-1.9148955,"('shy', 'confident')",-1.8573817,-1.9148955,-0.0575138
