,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.54654473,-0.75294906,"('unsociable', 'sociable')",0.6914967,0.6048248,-0.452399,-0.5940817,-0.1024823,-0.247402,-0.1449197
1,-1.0174617,-0.92198366,"('unfriendly', 'friendly')",-1.0569011,-1.2186829,1.4656246,1.3855672,-0.2029127,-0.2516998,-0.0487871
2,1.3177629,1.2393572,"('unlikable', 'likable')",0.61007303,0.5568186,0.7055678,0.77704275,0.8778013,0.8577395,-0.0200618
3,0.033908665,0.14402594,"('repellent', 'pleasant')",0.07805648,0.15005076,0.48669487,0.54326475,0.1995533,0.2791138,0.0795605
4,-0.9651634,-0.91951317,"('disliked', 'liked')",-0.44257563,-0.42410406,-6.2911906,-6.320079,-2.5663099,-2.5545654,0.0117445
5,-1.6125023,-1.4826064,"('distant', 'outgoing')",-1.4718935,-1.4377782,-0.21911633,-0.11837146,-1.1011707,-1.0129187,0.088252
6,-1.8153589,-1.5680705,"('distant', 'open')",-1.4920048,-1.443729,0.17611617,0.27598888,-1.0437491,-0.9119369,0.1318122
7,0.016303167,0.01484279,"('insensitive', 'sensitive')",0.102918066,0.17916656,0.16212025,0.2575534,0.0937805,0.1505209,0.0567404
8,-0.63326645,-0.56991106,"('unaffectionate', 'affectionate')",-1.816929,-1.8884008,0.5692328,0.57598007,-0.6269875,-0.6274439,-0.0004564
9,-1.254341,-1.1761904,"('unaffectionate', 'caring')",-1.5094329,-1.5632005,0.7762504,0.88751966,-0.6625079,-0.6172904,0.0452175
10,-0.49708834,-0.50981027,"('unsympathetic', 'sympathetic')",-0.7929971,-0.82012093,-0.50568223,-0.50872606,-0.5985892,-0.6128858,-0.0142966
11,0.23687686,0.11487114,"('unhelpful', 'helpful')",1.2612759,1.1894869,1.9446164,2.042134,1.1475897,1.1154974,-0.0320923
12,-0.23472005,-0.093717635,"('unsupportive', 'supportive')",-0.07948759,0.06333418,-2.2859154,-2.1225686,-0.8667076,-0.7176507,0.1490569
13,0.32170475,0.13676633,"('impolite', 'polite')",0.5114737,0.46446896,-0.36462778,-0.45449927,0.1561836,0.048912,-0.1072716
14,0.7437099,0.62007844,"('antisocial', 'social')",1.4923477,1.521792,-0.4362604,-0.5297815,0.5999324,0.537363,-0.0625694
15,-0.08058354,-0.22458734,"('boring', 'funny')",0.3905957,0.26712522,0.67076504,0.6082238,0.3269257,0.2169206,-0.1100051
16,-0.86247206,-0.87336886,"('unpopular', 'popular')",-0.64275736,-0.707047,0.6506189,0.63150555,-0.2848702,-0.3163034,-0.0314332
17,-0.37664807,-0.3110985,"('nasty', 'nice')",-0.59027517,-0.5156845,-0.27360177,-0.24394646,-0.4135083,-0.3569098,0.0565985
18,-0.19192731,-0.031621538,"('disagreeable', 'welcoming')",-0.3168542,-0.21624321,-0.23712444,-0.18418173,-0.2486353,-0.1440155,0.1046198
19,-1.6497573,-1.5667063,"('inhospitable', 'hospitable')",-1.5159984,-1.497857,-0.18338622,-0.0133057805,-1.1163807,-1.0259563,0.0904244
20,0.11233806,0.13717516,"('rough', 'thoughtful')",0.38780692,0.41854778,0.7123245,0.6725194,0.4041565,0.4094141,0.0052576
21,0.8068383,0.5771907,"('immoral', 'moral')",1.0495194,0.977025,-0.46137628,-0.48669782,0.4649938,0.3558393,-0.1091545
22,0.53271997,0.45995775,"('untrustworthy', 'trustworthy')",0.2001462,0.119685404,-0.7855205,-0.87239456,-0.0175514,-0.0975838,-0.0800324
23,0.07282205,0.0025303941,"('insincere', 'sincere')",0.13943288,0.06971645,5.570749,5.58934,1.9276679,1.8871957,-0.0404722
24,0.39279673,0.36728293,"('dishonest', 'honest')",-0.85296774,-0.89639145,0.68452024,0.6848443,0.0747831,0.0519119,-0.0228712
