,crew_male,crew_female,tuple,average_male,average_female,female-male
0,0.22923988,0.3604596,"('unsociable', 'sociable')",0.2292399,0.3604596,0.1312197
1,1.0884843,0.89193416,"('unfriendly', 'friendly')",1.0884843,0.8919342,-0.1965501
2,0.4639659,0.5456623,"('unlikable', 'likable')",0.4639659,0.5456623,0.0816964
3,0.8979971,0.8621089,"('repellent', 'pleasant')",0.8979971,0.8621089,-0.0358882
4,-7.443849,-7.624319,"('disliked', 'liked')",-7.4438491,-7.6243191,-0.18047
5,-0.74002165,-1.1560639,"('distant', 'outgoing')",-0.7400216,-1.1560639,-0.4160423
6,-0.30793068,-0.7765236,"('distant', 'open')",-0.3079307,-0.7765236,-0.4685929
7,1.0836136,1.1652182,"('insensitive', 'sensitive')",1.0836136,1.1652182,0.0816046
8,0.9202975,0.84691393,"('unaffectionate', 'affectionate')",0.9202975,0.8469139,-0.0733836
9,1.7096517,1.7653446,"('unaffectionate', 'caring')",1.7096517,1.7653446,0.0556929
10,1.2630268,1.2765198,"('unsympathetic', 'sympathetic')",1.2630268,1.2765198,0.013493
11,1.6065744,1.9118261,"('unhelpful', 'helpful')",1.6065744,1.9118261,0.3052517
12,-1.4990176,-1.4343241,"('unsupportive', 'supportive')",-1.4990176,-1.4343241,0.0646935
13,0.33268914,0.43547338,"('impolite', 'polite')",0.3326891,0.4354734,0.1027843
14,-0.19447888,0.0043524075,"('antisocial', 'social')",-0.1944789,0.0043524,0.1988313
15,0.1794684,-0.019174272,"('boring', 'funny')",0.1794684,-0.0191743,-0.1986427
16,-0.172153,-0.33719268,"('unpopular', 'popular')",-0.172153,-0.3371927,-0.1650397
17,-0.48099494,-0.44652098,"('nasty', 'nice')",-0.4809949,-0.446521,0.0344739
18,-0.5279664,-0.6911694,"('disagreeable', 'welcoming')",-0.5279664,-0.6911694,-0.163203
19,-0.92803127,-0.98136103,"('inhospitable', 'hospitable')",-0.9280313,-0.981361,-0.0533297
20,0.83473754,0.68466526,"('rough', 'thoughtful')",0.8347375,0.6846653,-0.1500722
21,0.18478242,0.46322805,"('immoral', 'moral')",0.1847824,0.463228,0.2784456
22,-0.054609373,-0.011413604,"('untrustworthy', 'trustworthy')",-0.0546094,-0.0114136,0.0431958
23,6.215666,6.4464293,"('insincere', 'sincere')",6.2156658,6.4464293,0.2307635
24,1.6739143,1.5767196,"('dishonest', 'honest')",1.6739143,1.5767196,-0.0971947
25,0.33304402,0.31745708,"('egoistic', 'altruistic')",0.333044,0.3174571,-0.0155869
26,0.3098484,0.33125603,"('hardhearted', 'benevolent')",0.3098484,0.331256,0.0214076
27,1.3694942,0.9921926,"('hardhearted', 'softhearted')",1.3694942,0.9921926,-0.3773016
28,1.2151306,1.3195913,"('disloyal', 'loyal')",1.2151306,1.3195913,0.1044607
29,-0.28317243,-0.4607318,"('unfair', 'fair')",-0.2831724,-0.4607318,-0.1775594
30,0.82424366,0.9571487,"('intolerant', 'tolerant')",0.8242437,0.9571487,0.132905
31,-1.5799553,-1.8551288,"('evil', 'good')",-1.5799553,-1.8551288,-0.2751735
32,1.380865,1.4017138,"('unkind', 'kind')",1.380865,1.4017138,0.0208488
33,-0.26749748,-0.3861483,"('wrong', 'right')",-0.2674975,-0.3861483,-0.1186508
34,4.463829,4.6902547,"('mean', 'honorable')",4.463829,4.6902547,0.2264257
35,-1.0866587,-1.517601,"('corrupt', 'incorrupt')",-1.0866587,-1.517601,-0.4309423
36,-0.7211794,-0.94934726,"('hostile', 'amicable')",-0.7211794,-0.9493473,-0.2281679
37,0.8804608,0.7687666,"('fake', 'genuine')",0.8804608,0.7687666,-0.1116942
38,-0.33032945,-0.09893526,"('untruthful', 'truthful')",-0.3303294,-0.0989353,0.2313941
39,-0.11961506,0.032373298,"('exploitative', 'cooperative')",-0.1196151,0.0323733,0.1519884
40,-1.7545213,-2.2127802,"('stingy', 'generous')",-1.7545213,-2.2127802,-0.4582589
41,0.08415671,0.18385918,"('unforgiving', 'forgiving')",0.0841567,0.1838592,0.0997025
42,-1.8336365,-2.1129596,"('unreliable', 'reliable')",-1.8336365,-2.1129596,-0.2793231
43,1.315664,1.5120499,"('irresponsible', 'responsible')",1.3156641,1.5120499,0.1963858
44,-0.86748475,-1.0616531,"('prejudiced', 'unprejudiced')",-0.8674847,-1.0616531,-0.1941684
45,0.4947339,0.46467716,"('incompetent', 'competent')",0.4947339,0.4646772,-0.0300567
46,-0.3099152,-0.25675464,"('uncompetitive', 'competitive')",-0.3099152,-0.2567546,0.0531606
47,5.0987034,5.440632,"('stupid', 'smart')",5.0987034,5.4406319,0.3419285
48,0.7108454,0.8309857,"('unintelligent', 'intelligent')",0.7108454,0.8309857,0.1201403
49,0.10772683,0.21650758,"('unable', 'able')",0.1077268,0.2165076,0.1087808
50,-0.16491038,-0.29580244,"('clumsy', 'skillful')",-0.1649104,-0.2958024,-0.130892
51,0.31548464,0.32240334,"('uneducated', 'educated')",0.3154846,0.3224033,0.0069187
52,-0.43713516,-0.8209372,"('irrational', 'rational')",-0.4371352,-0.8209372,-0.383802
53,0.18269727,0.31242964,"('uncreative', 'creative')",0.1826973,0.3124296,0.1297323
54,1.1926926,1.2163165,"('incapable', 'capable')",1.1926926,1.2163165,0.0236239
55,0.9715616,1.158742,"('incompetent', 'clever')",0.9715616,1.158742,0.1871804
56,0.73199296,0.9691408,"('impractical', 'practical')",0.731993,0.9691408,0.2371478
57,-2.4695952,-2.4850883,"('unimaginative', 'imaginative')",-2.4695952,-2.4850883,-0.0154931
58,0.16121691,0.1598252,"('undiscriminating', 'discriminating')",0.1612169,0.1598252,-0.0013917
