,ferry_male,ferry_female,tuple,average_male,average_female,female-male
0,0.64876026,0.6557711,"('unsociable', 'sociable')",0.6487603,0.6557711,0.0070108
1,1.4558988,1.6306548,"('unfriendly', 'friendly')",1.4558988,1.6306548,0.174756
2,0.46009812,0.6645299,"('unlikable', 'likable')",0.4600981,0.6645299,0.2044318
3,0.58958066,0.6405281,"('repellent', 'pleasant')",0.5895807,0.6405281,0.0509474
4,-7.0185766,-7.044183,"('disliked', 'liked')",-7.0185766,-7.0441828,-0.0256062
5,-0.6321404,-0.59997225,"('distant', 'outgoing')",-0.6321404,-0.5999722,0.0321682
6,-0.19953331,-0.12352081,"('distant', 'open')",-0.1995333,-0.1235208,0.0760125
7,0.9684627,1.0279652,"('insensitive', 'sensitive')",0.9684627,1.0279652,0.0595025
8,1.2081063,1.2904979,"('unaffectionate', 'affectionate')",1.2081063,1.2904979,0.0823916
9,1.9429201,2.047838,"('unaffectionate', 'caring')",1.9429201,2.047838,0.1049179
10,0.9358081,0.92656386,"('unsympathetic', 'sympathetic')",0.9358081,0.9265639,-0.0092442
11,2.1517086,2.3295941,"('unhelpful', 'helpful')",2.1517086,2.3295941,0.1778855
12,-1.2142289,-1.1059225,"('unsupportive', 'supportive')",-1.2142289,-1.1059225,0.1083064
13,0.31861526,0.25666928,"('impolite', 'polite')",0.3186153,0.2566693,-0.061946
14,0.25668558,0.40520453,"('antisocial', 'social')",0.2566856,0.4052045,0.1485189
15,0.3923171,0.35541755,"('boring', 'funny')",0.3923171,0.3554175,-0.0368996
16,-0.40804577,-0.31065488,"('unpopular', 'popular')",-0.4080458,-0.3106549,0.0973909
17,-0.09211641,0.012935286,"('nasty', 'nice')",-0.0921164,0.0129353,0.1050517
18,-0.93090034,-0.7864325,"('disagreeable', 'welcoming')",-0.9309003,-0.7864325,0.1444678
19,-1.0697249,-1.0316648,"('inhospitable', 'hospitable')",-1.0697249,-1.0316648,0.0380601
20,0.44944006,0.23828349,"('rough', 'thoughtful')",0.4494401,0.2382835,-0.2111566
21,-0.21674481,-0.033852518,"('immoral', 'moral')",-0.2167448,-0.0338525,0.1828923
22,-0.37043446,-0.36785752,"('untrustworthy', 'trustworthy')",-0.3704345,-0.3678575,0.002577
23,6.1622324,6.41809,"('insincere', 'sincere')",6.1622324,6.4180899,0.2558575
24,1.6787093,1.6018629,"('dishonest', 'honest')",1.6787093,1.6018629,-0.0768464
25,0.5088191,0.63694715,"('egoistic', 'altruistic')",0.5088191,0.6369472,0.1281281
26,1.292636,1.3951163,"('hardhearted', 'benevolent')",1.292636,1.3951163,0.1024803
27,1.3030822,1.1070334,"('hardhearted', 'softhearted')",1.3030822,1.1070334,-0.1960488
28,1.3416146,1.542983,"('disloyal', 'loyal')",1.3416146,1.5429831,0.2013685
29,-0.08267613,-0.21758588,"('unfair', 'fair')",-0.0826761,-0.2175859,-0.1349098
30,0.60656464,0.7790864,"('intolerant', 'tolerant')",0.6065646,0.7790864,0.1725218
31,-1.7076621,-1.724011,"('evil', 'good')",-1.7076621,-1.7240109,-0.0163488
32,1.3358512,1.3130251,"('unkind', 'kind')",1.3358512,1.3130251,-0.0228261
33,-0.08831776,-0.050333843,"('wrong', 'right')",-0.0883178,-0.0503338,0.037984
34,4.367519,4.619013,"('mean', 'honorable')",4.3675189,4.6190128,0.2514939
35,-1.22549,-1.5025631,"('corrupt', 'incorrupt')",-1.22549,-1.5025631,-0.2770731
36,-0.8275721,-0.64049846,"('hostile', 'amicable')",-0.8275721,-0.6404985,0.1870736
37,0.7807719,0.63344496,"('fake', 'genuine')",0.7807719,0.633445,-0.1473269
38,0.20464605,0.35780594,"('untruthful', 'truthful')",0.2046461,0.3578059,0.1531598
39,0.16175044,0.26034498,"('exploitative', 'cooperative')",0.1617504,0.260345,0.0985946
40,-1.9030596,-1.991154,"('stingy', 'generous')",-1.9030596,-1.991154,-0.0880944
41,0.52777463,0.8342983,"('unforgiving', 'forgiving')",0.5277746,0.8342983,0.3065237
42,-2.3376875,-2.2839026,"('unreliable', 'reliable')",-2.3376875,-2.2839026,0.0537849
43,1.3806932,1.4740894,"('irresponsible', 'responsible')",1.3806932,1.4740894,0.0933962
44,-1.0550468,-1.1956363,"('prejudiced', 'unprejudiced')",-1.0550468,-1.1956363,-0.1405895
45,0.7944118,0.8227326,"('incompetent', 'competent')",0.7944118,0.8227326,0.0283208
46,-0.41404703,-0.32394627,"('uncompetitive', 'competitive')",-0.414047,-0.3239463,0.0901007
47,5.228127,5.4026856,"('stupid', 'smart')",5.228127,5.4026856,0.1745586
48,0.6517207,0.7536255,"('unintelligent', 'intelligent')",0.6517207,0.7536255,0.1019048
49,0.02117753,0.08596695,"('unable', 'able')",0.0211775,0.085967,0.0647895
50,-0.61167383,-0.5282474,"('clumsy', 'skillful')",-0.6116738,-0.5282474,0.0834264
51,0.07943162,0.03791084,"('uneducated', 'educated')",0.0794316,0.0379108,-0.0415208
52,-0.16852155,-0.14936373,"('irrational', 'rational')",-0.1685216,-0.1493637,0.0191579
53,-0.052330744,0.13047414,"('uncreative', 'creative')",-0.0523307,0.1304741,0.1828048
54,0.8845417,0.93261427,"('incapable', 'capable')",0.8845417,0.9326143,0.0480726
55,0.8706977,1.0469092,"('incompetent', 'clever')",0.8706977,1.0469092,0.1762115
56,1.0818065,1.1222391,"('impractical', 'practical')",1.0818065,1.1222391,0.0404326
57,-2.432918,-2.4217718,"('unimaginative', 'imaginative')",-2.4329181,-2.4217718,0.0111463
58,-0.24275108,-0.2788106,"('undiscriminating', 'discriminating')",-0.2427511,-0.2788106,-0.0360595
59,0.1085588,0.15448071,"('foolish', 'wise')",0.1085588,0.1544807,0.0459219
60,0.85413486,0.8727752,"('inefficient', 'efficient')",0.8541349,0.8727752,0.0186403
61,0.24938448,0.2090429,"('illogical', 'logical')",0.2493845,0.2090429,-0.0403416
62,1.2470694,1.2891871,"('incompetent', 'brilliant')",1.2470694,1.2891871,0.0421177
63,0.2907063,0.41368765,"('unperceptive', 'insightful')",0.2907063,0.4136876,0.1229813
64,-5.822192,-5.8458934,"('shy', 'confident')",-5.8221922,-5.8458934,-0.0237012
65,0.4127981,0.56702965,"('insecure', 'secure')",0.4127981,0.5670297,0.1542316
66,-0.06743884,-0.20881565,"('inactive', 'active')",-0.0674388,-0.2088156,-0.1413768
67,0.17090178,0.09527068,"('doubtful', 'determined')",0.1709018,0.0952707,-0.0756311
68,-1.2151102,-1.218847,"('dependent', 'independent')",-1.2151102,-1.218847,-0.0037368
69,-1.9678521,-1.970264,"('lazy', 'industrious')",-1.9678521,-1.970264,-0.0024119
70,1.0395435,0.8842228,"('lethargic', 'energetic')",1.0395435,0.8842228,-0.1553207
71,0.8828878,0.8362618,"('diffident', 'self-confident')",0.8828878,0.8362618,-0.046626
72,0.85006475,0.7699819,"('unambitious', 'ambitious')",0.8500648,0.7699819,-0.0800829
73,-3.2801793,-3.4242995,"('helpless', 'self-reliant')",-3.2801793,-3.4242995,-0.1441202
74,0.25967416,0.21288791,"('undedicated', 'dedicated')",0.2596742,0.2128879,-0.0467863
75,-1.0680513,-1.0972205,"('meek', 'impulsive')",-1.0680513,-1.0972205,-0.0291692
76,0.1700743,0.15116325,"('anxious', 'daring')",0.1700743,0.1511633,-0.018911
77,-1.2085856,-0.9627763,"('unmotivated', 'motivated')",-1.2085856,-0.9627763,0.2458093
78,-0.48689342,-0.42280176,"('nonresilient', 'resilient')",-0.4868934,-0.4228018,0.0640916
79,-0.69363505,-0.5037155,"('wavering', 'unwavering')",-0.693635,-0.5037155,0.1899195
80,0.12836677,-0.11835179,"('dominated', 'dominating')",0.1283668,-0.1183518,-0.2467186
81,0.045007475,0.0773415,"('submissive', 'aggressive')",0.0450075,0.0773415,0.032334
82,6.1430707,6.2296,"('poor', 'rich')",6.1430707,6.2296,0.0865293
83,-0.03935192,-0.09811668,"('powerless', 'powerful')",-0.0393519,-0.0981167,-0.0587648
84,0.5607576,0.5439637,"('inferior', 'superior')",0.5607576,0.5439637,-0.0167939
85,-1.3417445,-1.1501945,"('insignificant', 'prestigious')",-1.3417445,-1.1501945,0.19155
86,0.7596929,0.6483199,"('uninfluential', 'influential')",0.7596929,0.6483199,-0.111373
87,0.22218627,0.2113249,"('unsuccessful', 'successful')",0.2221863,0.2113249,-0.0108614
88,-0.38612935,-0.38211307,"('low', 'eminent')",-0.3861293,-0.3821131,0.0040162
