,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,female-male
0,-0.15444325,-0.17819858,"('unsociable', 'sociable')",-0.19320752,-0.20677052,-0.1738254,-0.1924846,-0.0186592
1,0.308312,0.47091866,"('unfriendly', 'friendly')",2.0701914,2.0606048,1.1892517,1.2657617,0.07651
2,0.79894716,0.8712627,"('unlikable', 'likable')",0.6338343,0.68348986,0.7163907,0.7773763,0.0609856
3,-0.69312376,-0.64421916,"('repellent', 'pleasant')",0.10469417,0.19703251,-0.2942148,-0.2235933,0.0706215
4,-0.817221,-0.77371204,"('disliked', 'liked')",-7.355397,-7.501769,-4.086309,-4.1377406,-0.0514316
5,-0.59952766,-0.48176748,"('distant', 'outgoing')",-0.15385891,-0.19367516,-0.3766933,-0.3377213,0.038972
6,-0.8303118,-0.6202477,"('distant', 'open')",0.12591875,0.1092028,-0.3521965,-0.2555225,0.096674
7,0.32985353,0.33094937,"('insensitive', 'sensitive')",0.6455813,0.7474476,0.4877174,0.5391985,0.0514811
8,0.5979288,0.72601366,"('unaffectionate', 'affectionate')",1.2205522,1.1939938,0.9092405,0.9600037,0.0507632
9,1.090045,1.2413173,"('unaffectionate', 'caring')",1.7336274,1.7353206,1.4118361,1.4883189,0.0764828
10,-0.088836215,-0.071464404,"('unsympathetic', 'sympathetic')",-0.32486537,-0.26349714,-0.2068508,-0.1674808,0.03937
11,-0.4838804,-0.49202722,"('unhelpful', 'helpful')",1.8929901,1.9164432,0.7045549,0.712208,0.0076531
12,0.89152837,1.0815759,"('unsupportive', 'supportive')",-1.2512804,-1.2417171,-0.179876,-0.0800706,0.0998054
13,-0.44841802,-0.58674544,"('impolite', 'polite')",-0.4513005,-0.419655,-0.4498593,-0.5032002,-0.0533409
14,0.41726315,0.2807642,"('antisocial', 'social')",-0.3054171,-0.34501508,0.055923,-0.0321254,-0.0880484
15,1.1663386,1.119083,"('boring', 'funny')",0.13901298,0.08133578,0.6526757,0.6002094,-0.0524663
16,-0.8608197,-0.7617804,"('unpopular', 'popular')",0.23680267,0.245157,-0.3120085,-0.2583117,0.0536968
17,-0.66173506,-0.58908814,"('nasty', 'nice')",-0.7650659,-0.73220503,-0.7134005,-0.6606466,0.0527539
18,0.10037505,0.17923751,"('disagreeable', 'welcoming')",-0.137285,-0.16137153,-0.018455,0.008933,0.027388
19,-0.5276028,-0.38616532,"('inhospitable', 'hospitable')",0.17237337,0.20244017,-0.1776147,-0.0918626,0.0857521
20,0.65490913,0.62313867,"('rough', 'thoughtful')",0.640028,0.623371,0.6474686,0.6232548,-0.0242138
21,0.39553335,0.30380422,"('immoral', 'moral')",-0.6633354,-0.5812314,-0.133901,-0.1387136,-0.0048126
22,-0.1504234,-0.16131017,"('untrustworthy', 'trustworthy')",-0.8027953,-0.84877235,-0.4766093,-0.5050412,-0.0284319
23,0.1970042,0.1312186,"('insincere', 'sincere')",6.7908955,6.8304977,3.4939499,3.4808581,-0.0130918
24,0.47993177,0.44235456,"('dishonest', 'honest')",1.1306232,1.0607934,0.8052775,0.751574,-0.0537035
25,0.27904904,0.3404576,"('egoistic', 'altruistic')",1.152407,1.1660826,0.715728,0.7532701,0.0375421
26,1.1741009,1.2557045,"('hardhearted', 'benevolent')",1.432814,1.4292156,1.3034575,1.34246,0.0390025
27,0.573116,0.6303969,"('hardhearted', 'softhearted')",1.3113451,1.249913,0.9422306,0.9401549,-0.0020757
28,0.24073805,0.19019093,"('disloyal', 'loyal')",0.8889654,0.79775965,0.5648518,0.4939753,-0.0708765
29,-1.1264299,-1.181409,"('unfair', 'fair')",-0.14393681,-0.21582912,-0.6351833,-0.6986191,-0.0634358
30,-0.014429577,-0.06852529,"('intolerant', 'tolerant')",1.1468118,1.0874268,0.5661911,0.5094507,-0.0567404
31,-0.8535517,-0.57471156,"('evil', 'good')",-1.0887663,-1.0613632,-0.971159,-0.8180374,0.1531216
32,0.39556813,0.32880864,"('unkind', 'kind')",0.7414261,0.71950483,0.5684971,0.5241567,-0.0443404
