,cat_male,cat_female,tuple,average_male,average_female,female-male
0,0.21167986,0.07209857,"('unsociable', 'sociable')",0.2116799,0.0720986,-0.1395813
1,1.4649078,1.4448937,"('unfriendly', 'friendly')",1.4649078,1.4448937,-0.0200141
2,0.5273666,0.64591587,"('unlikable', 'likable')",0.5273666,0.6459159,0.1185493
3,0.60013235,0.7037949,"('repellent', 'pleasant')",0.6001323,0.7037949,0.1036626
4,-7.243204,-7.2114305,"('disliked', 'liked')",-7.2432041,-7.2114305,0.0317736
5,-0.41825563,-0.44438463,"('distant', 'outgoing')",-0.4182556,-0.4443846,-0.026129
6,-0.13717896,-0.12518132,"('distant', 'open')",-0.137179,-0.1251813,0.0119977
7,1.1364613,1.2163308,"('insensitive', 'sensitive')",1.1364613,1.2163308,0.0798695
8,0.97006696,0.9605465,"('unaffectionate', 'affectionate')",0.970067,0.9605465,-0.0095205
9,1.5454683,1.5964025,"('unaffectionate', 'caring')",1.5454683,1.5964025,0.0509342
10,1.2350125,1.3129754,"('unsympathetic', 'sympathetic')",1.2350125,1.3129754,0.0779629
11,2.1944413,2.2775302,"('unhelpful', 'helpful')",2.1944413,2.2775302,0.0830889
12,-1.1888909,-1.1845846,"('unsupportive', 'supportive')",-1.1888909,-1.1845846,0.0043063
13,0.08581229,-0.015357573,"('impolite', 'polite')",0.0858123,-0.0153576,-0.1011699
14,0.24166608,0.17134145,"('antisocial', 'social')",0.2416661,0.1713414,-0.0703247
15,0.8003594,0.8362679,"('boring', 'funny')",0.8003594,0.8362679,0.0359085
16,-0.7674377,-0.73036444,"('unpopular', 'popular')",-0.7674377,-0.7303644,0.0370733
17,-0.1872139,-0.14444757,"('nasty', 'nice')",-0.1872139,-0.1444476,0.0427663
18,-0.525429,-0.5551525,"('disagreeable', 'welcoming')",-0.525429,-0.5551525,-0.0297235
19,-0.27035177,-0.12067818,"('inhospitable', 'hospitable')",-0.2703518,-0.1206782,0.1496736
20,0.8015131,0.68256974,"('rough', 'thoughtful')",0.8015131,0.6825697,-0.1189434
21,0.3349153,0.45649883,"('immoral', 'moral')",0.3349153,0.4564988,0.1215835
22,-0.029264476,-0.03705267,"('untrustworthy', 'trustworthy')",-0.0292645,-0.0370527,-0.0077882
23,6.733956,6.816647,"('insincere', 'sincere')",6.7339559,6.8166471,0.0826912
24,2.0155196,2.1034443,"('dishonest', 'honest')",2.0155196,2.1034443,0.0879247
25,0.48468107,0.35830054,"('egoistic', 'altruistic')",0.4846811,0.3583005,-0.1263806
26,0.1776117,0.16884452,"('hardhearted', 'benevolent')",0.1776117,0.1688445,-0.0087672
27,1.2956023,1.2276375,"('hardhearted', 'softhearted')",1.2956023,1.2276375,-0.0679648
28,1.0304576,1.0780966,"('disloyal', 'loyal')",1.0304576,1.0780966,0.047639
29,-0.15227038,-0.18524662,"('unfair', 'fair')",-0.1522704,-0.1852466,-0.0329762
30,1.2222704,1.1347238,"('intolerant', 'tolerant')",1.2222704,1.1347238,-0.0875466
31,-1.6657978,-1.669606,"('evil', 'good')",-1.6657978,-1.669606,-0.0038082
32,1.2828066,1.274813,"('unkind', 'kind')",1.2828066,1.2748131,-0.0079935
33,-0.48242313,-0.5073016,"('wrong', 'right')",-0.4824231,-0.5073016,-0.0248785
34,4.3886576,4.5597076,"('mean', 'honorable')",4.3886576,4.5597076,0.17105
35,-0.98999363,-1.0565575,"('corrupt', 'incorrupt')",-0.9899936,-1.0565575,-0.0665639
36,-0.9220046,-0.96428704,"('hostile', 'amicable')",-0.9220046,-0.964287,-0.0422824
37,0.882471,0.9308077,"('fake', 'genuine')",0.882471,0.9308077,0.0483367
38,0.18930471,0.1986051,"('untruthful', 'truthful')",0.1893047,0.1986051,0.0093004
39,0.21876104,0.23125724,"('exploitative', 'cooperative')",0.218761,0.2312572,0.0124962
40,-1.5870851,-1.6800082,"('stingy', 'generous')",-1.5870851,-1.6800082,-0.0929231
41,0.16563973,0.1241172,"('unforgiving', 'forgiving')",0.1656397,0.1241172,-0.0415225
42,-1.9963056,-1.9791026,"('unreliable', 'reliable')",-1.9963056,-1.9791026,0.017203
43,1.5071784,1.4352955,"('irresponsible', 'responsible')",1.5071784,1.4352955,-0.0718829
44,-1.4256967,-1.6039093,"('prejudiced', 'unprejudiced')",-1.4256967,-1.6039093,-0.1782126
45,0.165148,0.25321746,"('incompetent', 'competent')",0.165148,0.2532175,0.0880695
46,-0.51747984,-0.5400058,"('uncompetitive', 'competitive')",-0.5174798,-0.5400058,-0.022526
47,5.37747,5.5925403,"('stupid', 'smart')",5.37747,5.5925403,0.2150703
48,1.12168,1.1251549,"('unintelligent', 'intelligent')",1.12168,1.1251549,0.0034749
49,0.23423535,0.3510135,"('unable', 'able')",0.2342353,0.3510135,0.1167782
50,-0.062150944,0.07545028,"('clumsy', 'skillful')",-0.0621509,0.0754503,0.1376012
51,0.7912297,0.8601503,"('uneducated', 'educated')",0.7912297,0.8601503,0.0689206
