,page_male,page_female,tuple,average_male,average_female,female-male
0,-0.047430877,-0.1803795,"('unsociable', 'sociable')",-0.0474309,-0.1803795,-0.1329486
1,1.0507022,1.070175,"('unfriendly', 'friendly')",1.0507022,1.0701751,0.0194729
2,0.13448869,0.2059686,"('unlikable', 'likable')",0.1344887,0.2059686,0.0714799
3,0.52171445,0.53401005,"('repellent', 'pleasant')",0.5217144,0.5340101,0.0122957
4,-7.3148003,-7.40324,"('disliked', 'liked')",-7.3148003,-7.4032402,-0.0884399
5,-1.0038409,-0.8697368,"('distant', 'outgoing')",-1.0038409,-0.8697368,0.1341041
6,-0.12521456,-0.031819448,"('distant', 'open')",-0.1252146,-0.0318194,0.0933952
7,0.8824467,0.88838077,"('insensitive', 'sensitive')",0.8824467,0.8883808,0.0059341
8,0.9645004,0.9782494,"('unaffectionate', 'affectionate')",0.9645004,0.9782494,0.013749
9,1.5021113,1.5296662,"('unaffectionate', 'caring')",1.5021113,1.5296662,0.0275549
10,0.7356905,0.66318816,"('unsympathetic', 'sympathetic')",0.7356905,0.6631882,-0.0725023
11,1.5862876,1.5946982,"('unhelpful', 'helpful')",1.5862876,1.5946982,0.0084106
12,-1.7522521,-1.7592727,"('unsupportive', 'supportive')",-1.7522521,-1.7592727,-0.0070206
13,-0.281589,-0.3878217,"('impolite', 'polite')",-0.281589,-0.3878217,-0.1062327
14,-0.025804462,-0.14044268,"('antisocial', 'social')",-0.0258045,-0.1404427,-0.1146382
15,0.044279236,-0.06098467,"('boring', 'funny')",0.0442792,-0.0609847,-0.1052639
16,-0.47802866,-0.40632987,"('unpopular', 'popular')",-0.4780287,-0.4063299,0.0716988
17,-0.1592212,-0.10343921,"('nasty', 'nice')",-0.1592212,-0.1034392,0.055782
18,-0.7633526,-0.7618339,"('disagreeable', 'welcoming')",-0.7633526,-0.7618339,0.0015187
19,-0.5608256,-0.4708933,"('inhospitable', 'hospitable')",-0.5608256,-0.4708933,0.0899323
20,0.9150407,0.86389774,"('rough', 'thoughtful')",0.9150407,0.8638977,-0.051143
21,-0.49652892,-0.5224864,"('immoral', 'moral')",-0.4965289,-0.5224864,-0.0259575
