,wyeth_male,wyeth_female,tuple,average_male,average_female,female-male
0,-1.2449374,-1.2694552,"('unsociable', 'sociable')",-1.2449374,-1.2694552,-0.0245178
1,0.050556533,-0.12481572,"('unfriendly', 'friendly')",0.0505565,-0.1248157,-0.1753722
2,-0.031556986,0.13569462,"('unlikable', 'likable')",-0.031557,0.1356946,0.1672516
3,-1.5879225,-1.4675821,"('repellent', 'pleasant')",-1.5879225,-1.4675821,0.1203404
4,-0.25912482,-0.3963631,"('disliked', 'liked')",-0.2591248,-0.3963631,-0.1372383
5,0.66533095,0.64599574,"('distant', 'outgoing')",0.6653309,0.6459957,-0.0193352
6,0.94648266,0.9461384,"('distant', 'open')",0.9464827,0.9461384,-0.0003443
7,-0.60712385,-0.580214,"('insensitive', 'sensitive')",-0.6071239,-0.580214,0.0269099
8,0.42962453,0.3680926,"('unaffectionate', 'affectionate')",0.4296245,0.3680926,-0.0615319
9,-0.024411585,-0.100424685,"('unaffectionate', 'caring')",-0.0244116,-0.1004247,-0.0760131
10,-1.762133,-1.7371851,"('unsympathetic', 'sympathetic')",-1.762133,-1.7371851,0.0249479
11,-1.124146,-1.1463945,"('unhelpful', 'helpful')",-1.124146,-1.1463945,-0.0222485
12,-1.0970873,-1.0928619,"('unsupportive', 'supportive')",-1.0970873,-1.0928619,0.0042254
13,-1.6633543,-1.6460003,"('impolite', 'polite')",-1.6633543,-1.6460003,0.017354
14,-0.935671,-0.8829337,"('antisocial', 'social')",-0.935671,-0.8829337,0.0527373
15,1.6122161,1.5531846,"('boring', 'funny')",1.6122161,1.5531846,-0.0590315
16,-0.6199763,-0.615746,"('unpopular', 'popular')",-0.6199763,-0.615746,0.0042303
17,0.13894896,0.2303867,"('nasty', 'nice')",0.138949,0.2303867,0.0914377
18,-1.0855029,-1.0486693,"('disagreeable', 'welcoming')",-1.0855029,-1.0486693,0.0368336
19,0.2359471,0.28683645,"('inhospitable', 'hospitable')",0.2359471,0.2868364,0.0508893
