,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2237756,-1.2702284,"('unsociable', 'sociable')",-0.27485627,-0.45840335,-0.749316,-0.8643159,-0.1149999
1,-1.969708,-2.15404,"('unfriendly', 'friendly')",1.866244,1.7300811,-0.051732,-0.2119795,-0.1602475
2,0.78303295,0.8161467,"('unlikable', 'likable')",0.47980672,0.59456617,0.6314198,0.7053564,0.0739366
3,-0.27936992,-0.07272294,"('repellent', 'pleasant')",0.25357178,0.33884966,-0.0128991,0.1330634,0.1459625
4,0.19968432,0.13880223,"('disliked', 'liked')",-5.7978697,-5.852207,-2.7990928,-2.8567026,-0.0576098
5,-1.1508961,-1.208153,"('distant', 'outgoing')",-0.25286192,-0.29025203,-0.701879,-0.7492025,-0.0473235
6,-1.3517545,-1.3901355,"('distant', 'open')",0.13853751,0.11942935,-0.6066085,-0.6353531,-0.0287446
7,-0.499685,-0.34103063,"('insensitive', 'sensitive')",0.75141186,0.7674048,0.1258634,0.2131871,0.0873237
8,-1.6675634,-1.7576609,"('unaffectionate', 'affectionate')",1.0350832,0.8870626,-0.3162401,-0.4352991,-0.119059
9,-2.0310316,-2.10681,"('unaffectionate', 'caring')",0.9875992,0.8626969,-0.5217162,-0.6220566,-0.1003404
10,-1.049817,-0.9306483,"('unsympathetic', 'sympathetic')",-0.43540984,-0.47245342,-0.7426134,-0.7015508,0.0410626
11,-0.69484127,-0.53102386,"('unhelpful', 'helpful')",1.155785,1.2908366,0.2304718,0.3799064,0.1494346
12,-1.0383044,-0.8877857,"('unsupportive', 'supportive')",-1.6105447,-1.5829699,-1.3244245,-1.2353778,0.0890467
13,-0.15996036,-0.12319805,"('impolite', 'polite')",-0.6959009,-0.5848471,-0.4279307,-0.3540226,0.0739081
14,0.28199136,0.37934554,"('antisocial', 'social')",-0.21091294,-0.26302287,0.0355392,0.0581613,0.0226221
15,-0.013339482,-0.12350485,"('boring', 'funny')",0.68485206,0.6504047,0.3357563,0.2634499,-0.0723064
16,-0.52550745,-0.42843023,"('unpopular', 'popular')",0.16838197,0.2428234,-0.1785627,-0.0928034,0.0857593
17,-0.22735365,-0.11351208,"('nasty', 'nice')",-0.34566274,-0.25204,-0.2865082,-0.182776,0.1037322
18,-0.5256835,-0.42201093,"('disagreeable', 'welcoming')",-0.43850467,-0.41151744,-0.4820941,-0.4167642,0.0653299
19,-1.1271508,-1.1185194,"('inhospitable', 'hospitable')",-0.04942484,0.02833189,-0.5882878,-0.5450938,0.043194
20,0.4926762,0.5498952,"('rough', 'thoughtful')",1.0008446,0.92747813,0.7467604,0.7386867,-0.0080737
21,0.0606448,0.22724293,"('immoral', 'moral')",-0.70130634,-0.5897206,-0.3203308,-0.1812388,0.139092
22,0.14154401,0.2253919,"('untrustworthy', 'trustworthy')",-0.72941965,-0.79014266,-0.2939378,-0.2823754,0.0115624
23,-1.111696,-1.043533,"('insincere', 'sincere')",4.969173,4.918395,1.9287385,1.9374311,0.0086926
24,-0.32262343,-0.32130355,"('dishonest', 'honest')",0.5020175,0.46796805,0.089697,0.0733323,-0.0163647
25,-0.17315328,-0.18614623,"('egoistic', 'altruistic')",1.7882195,1.7306111,0.8075331,0.7722324,-0.0353007
26,-0.22481127,-0.3552244,"('hardhearted', 'benevolent')",2.1537814,2.0143545,0.964485,0.829565,-0.13492
27,-0.3954188,-0.33210638,"('hardhearted', 'softhearted')",1.3749174,1.2879008,0.4897493,0.4778972,-0.0118521
28,-0.69998926,-0.7876444,"('disloyal', 'loyal')",0.7435853,0.57689077,0.021798,-0.1053768,-0.1271748
29,-0.4119624,-0.46791875,"('unfair', 'fair')",-0.39729127,-0.5929118,-0.4046268,-0.5304153,-0.1257885
30,0.2588113,0.3481769,"('intolerant', 'tolerant')",1.2791289,1.3529308,0.7689701,0.8505539,0.0815838
31,-1.1691892,-1.2127776,"('evil', 'good')",-0.6937,-0.8274948,-0.9314446,-1.0201362,-0.0886916
32,-0.498244,-0.53886706,"('unkind', 'kind')",0.88267606,0.7438839,0.192216,0.1025084,-0.0897076
33,0.2173292,0.12670323,"('wrong', 'right')",-0.28717944,-0.40155268,-0.0349251,-0.1374247,-0.1024996
34,-0.15294725,0.03755808,"('mean', 'honorable')",5.257332,5.4989057,2.5521922,2.7682319,0.2160397
35,0.32627845,0.05541694,"('corrupt', 'incorrupt')",0.09087848,-0.17923693,0.2085785,-0.06191,-0.2704885
36,-0.7509285,-0.9590792,"('hostile', 'amicable')",0.3359415,0.03304813,-0.2074935,-0.4630155,-0.255522
37,0.44801378,0.45277599,"('fake', 'genuine')",0.5213666,0.52354985,0.4846902,0.4881629,0.0034727
38,-1.5228333,-1.5038006,"('untruthful', 'truthful')",-0.49542063,-0.39383304,-1.009127,-0.9488168,0.0603102
39,0.61295813,0.70301884,"('exploitative', 'cooperative')",0.2117318,0.2541425,0.412345,0.4785807,0.0662357
40,0.30561963,0.24764979,"('stingy', 'generous')",-1.127225,-1.2607437,-0.4108027,-0.506547,-0.0957443
41,-0.41236943,-0.37723786,"('unforgiving', 'forgiving')",0.07015459,-0.041648373,-0.1711074,-0.2094431,-0.0383357
42,0.7237509,0.9895399,"('unreliable', 'reliable')",-3.068795,-2.8986259,-1.1725221,-0.954543,0.2179791
43,-0.9312133,-0.7579107,"('irresponsible', 'responsible')",0.44897908,0.50871474,-0.2411171,-0.124598,0.1165191
44,1.1061916,1.1271515,"('prejudiced', 'unprejudiced')",-1.5347741,-1.4327831,-0.2142912,-0.1528158,0.0614754
45,-0.47673044,-0.3667251,"('incompetent', 'competent')",-0.020444218,-0.021867417,-0.2485873,-0.1942963,0.054291
46,-0.22087346,-0.06811575,"('uncompetitive', 'competitive')",-0.6614781,-0.68054545,-0.4411758,-0.3743306,0.0668452
47,0.06665081,0.20870279,"('stupid', 'smart')",4.8745193,5.003205,2.4705851,2.6059537,0.1353686
48,-0.6407672,-0.5821863,"('unintelligent', 'intelligent')",0.5050033,0.5812324,-0.067882,-0.0004769,0.0674051
49,-0.54489833,-0.3118053,"('unable', 'able')",-0.4929766,-0.3348047,-0.5189375,-0.323305,0.1956325
50,0.48856995,0.55898106,"('clumsy', 'skillful')",0.10045939,0.076780446,0.2945147,0.3178807,0.023366
51,-0.66233975,-0.70897335,"('uneducated', 'educated')",0.30691326,0.28312898,-0.1777132,-0.2129222,-0.035209
52,-0.21930131,-0.46816155,"('irrational', 'rational')",0.40223724,0.25791532,0.091468,-0.1051231,-0.1965911
53,-1.4156059,-1.3936354,"('uncreative', 'creative')",0.70608354,0.65669054,-0.3547612,-0.3684724,-0.0137112
54,-0.39834282,-0.5402551,"('incapable', 'capable')",1.0913558,1.0763195,0.3465065,0.2680322,-0.0784743
55,-0.03189327,0.1502295,"('incompetent', 'clever')",0.0940554,0.15104003,0.0310811,0.1506348,0.1195537
56,-0.038952745,0.06261104,"('impractical', 'practical')",-0.42359525,-0.31993186,-0.231274,-0.1286604,0.1026136
57,-0.3013645,-0.28193223,"('unimaginative', 'imaginative')",-1.8599414,-1.9219946,-1.080653,-1.1019634,-0.0213104
58,-0.59515595,-0.6231484,"('undiscriminating', 'discriminating')",0.38783878,0.27201238,-0.1036586,-0.175568,-0.0719094
59,-0.37529457,-0.40608767,"('foolish', 'wise')",0.26052243,0.28203413,-0.0573861,-0.0620268,-0.0046407
60,0.17512326,0.4300022,"('inefficient', 'efficient')",-0.5475843,-0.27931035,-0.1862305,0.0753459,0.2615764
61,-0.1849742,-0.27410528,"('illogical', 'logical')",0.218395,0.029916773,0.0167104,-0.1220943,-0.1388047
62,0.2309362,0.44192964,"('incompetent', 'brilliant')",-0.017501522,0.2243985,0.1067173,0.3331641,0.2264468
63,-0.8513742,-0.64377934,"('unperceptive', 'insightful')",0.74471855,0.8663527,-0.0533278,0.1112867,0.1646145
64,0.116337165,0.1339348,"('shy', 'confident')",-6.2948766,-6.2569127,-3.0892696,-3.0614889,0.0277807
65,0.10830079,0.078943506,"('insecure', 'secure')",-0.5250497,-0.5010143,-0.2083744,-0.2110354,-0.002661
66,-0.20564608,-0.36637235,"('inactive', 'active')",0.61810064,0.47318634,0.2062273,0.053407,-0.1528203
67,0.31070146,0.37263298,"('doubtful', 'determined')",-0.6276868,-0.53561044,-0.1584927,-0.0814887,0.077004
68,-0.23387581,-0.2176753,"('dependent', 'independent')",-0.83694315,-0.826274,-0.5354095,-0.5219746,0.0134349
69,0.88669175,0.8061917,"('lazy', 'industrious')",-0.33545676,-0.37973362,0.2756175,0.213229,-0.0623885
70,0.21444209,0.38889262,"('lethargic', 'energetic')",0.7019614,0.7662561,0.4582017,0.5775744,0.1193727
71,-1.0807998,-1.0716819,"('diffident', 'self-confident')",0.27361307,0.28826588,-0.4035934,-0.391708,0.0118854
72,-0.7724402,-0.7968685,"('unambitious', 'ambitious')",-0.7040464,-0.7797624,-0.7382433,-0.7883154,-0.0500721
73,1.2638983,1.2098643,"('helpless', 'self-reliant')",-2.40842,-2.3876336,-0.5722609,-0.5888847,-0.0166238
74,-0.06904953,0.02645664,"('undedicated', 'dedicated')",0.21419333,0.17843913,0.0725719,0.1024479,0.029876
75,0.055439692,-0.005448643,"('meek', 'impulsive')",-0.35853535,-0.33699614,-0.1515478,-0.1712224,-0.0196746
76,0.7306097,0.95643574,"('anxious', 'daring')",-0.13610347,0.066691294,0.2972531,0.5115635,0.2143104
77,-0.59491634,-0.43222845,"('unmotivated', 'motivated')",-1.3543155,-1.2310882,-0.9746159,-0.8316583,0.1429576
78,-1.0585506,-0.8987571,"('nonresilient', 'resilient')",0.08944041,0.1316639,-0.4845551,-0.3835466,0.1010085
79,-0.6350488,-0.7477554,"('wavering', 'unwavering')",-0.15711293,-0.19893049,-0.3960809,-0.473343,-0.0772621
80,0.9300055,0.94716305,"('dominated', 'dominating')",-1.2527243,-1.2639964,-0.1613594,-0.1584167,0.0029427
81,0.9209262,0.9030005,"('submissive', 'aggressive')",-0.8467975,-0.75046545,0.0370643,0.0762675,0.0392032
82,-0.4061888,-0.3890582,"('poor', 'rich')",5.5880938,5.6534047,2.5909524,2.6321733,0.0412209
83,-0.3848441,-0.3484431,"('powerless', 'powerful')",-1.222587,-1.3188436,-0.8037155,-0.8336433,-0.0299278
84,0.44677058,0.35725158,"('inferior', 'superior')",0.8305124,0.75547236,0.6386415,0.556362,-0.0822795
85,-0.7361273,-0.831438,"('insignificant', 'prestigious')",0.65787005,0.65051717,-0.0391286,-0.0904604,-0.0513318
86,-1.7451955,-1.7623941,"('uninfluential', 'influential')",0.052967355,-0.1566063,-0.8461141,-0.9595002,-0.1133861
87,0.6786519,0.5635074,"('unsuccessful', 'successful')",0.9864495,0.9450364,0.8325507,0.7542719,-0.0782788
88,-0.13017982,-0.17462562,"('low', 'eminent')",0.1534828,0.13952172,0.0116515,-0.017552,-0.0292035
