,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6719395,-0.83926344,"('unsociable', 'sociable')",-0.05389572,-0.23922604,-0.3629176,-0.5392448,-0.1763272
1,-1.8109165,-1.9041153,"('unfriendly', 'friendly')",1.1507391,1.023749,-0.3300887,-0.4401832,-0.1100945
2,0.8480449,0.7894105,"('unlikable', 'likable')",0.55039084,0.48961774,0.6992179,0.6395141,-0.0597038
3,0.0404761,0.14385146,"('repellent', 'pleasant')",0.8264707,0.8534143,0.4334734,0.4986329,0.0651595
4,-0.5388159,-0.59315366,"('disliked', 'liked')",-6.6796823,-6.782894,-3.6092491,-3.6880238,-0.0787747
5,-1.6931192,-1.7395179,"('distant', 'outgoing')",-0.8459711,-0.88048786,-1.2695451,-1.3100029,-0.0404578
6,-1.8256735,-1.8493236,"('distant', 'open')",-0.69102937,-0.76220185,-1.2583514,-1.3057628,-0.0474114
7,0.18720019,0.16830719,"('insensitive', 'sensitive')",0.41755044,0.41420102,0.3023753,0.2912541,-0.0111212
8,-1.0678275,-1.1048968,"('unaffectionate', 'affectionate')",0.30848742,0.23939316,-0.37967,-0.4327518,-0.0530818
9,-1.2135651,-1.2518983,"('unaffectionate', 'caring')",0.7271756,0.6934111,-0.2431948,-0.2792436,-0.0360488
10,-0.6384057,-0.742049,"('unsympathetic', 'sympathetic')",-0.68874234,-0.72634983,-0.663574,-0.7341994,-0.0706254
11,0.043373454,0.003011983,"('unhelpful', 'helpful')",1.2518437,1.3502345,0.6476086,0.6766232,0.0290146
12,-0.39292488,-0.32605332,"('unsupportive', 'supportive')",-2.2804518,-2.329139,-1.3366883,-1.3275962,0.0090921
13,-0.15807547,-0.22279944,"('impolite', 'polite')",-0.8474757,-0.81414247,-0.5027756,-0.5184709,-0.0156953
14,0.71269876,0.63303155,"('antisocial', 'social')",0.329529,0.21971995,0.5211139,0.4263757,-0.0947382
15,0.055747606,-0.059450246,"('boring', 'funny')",0.0722135,0.024795469,0.0639805,-0.0173274,-0.0813079
16,-0.4707555,-0.48479342,"('unpopular', 'popular')",0.5423151,0.49220884,0.0357798,0.0037077,-0.0320721
17,-0.14282787,-0.0788838,"('nasty', 'nice')",-0.7519093,-0.6825314,-0.4473686,-0.3807076,0.066661
18,-0.8896479,-0.87776154,"('disagreeable', 'welcoming')",-0.5183214,-0.63529044,-0.7039846,-0.756526,-0.0525414
19,-1.3718567,-1.3331033,"('inhospitable', 'hospitable')",-0.69591665,-0.6681456,-1.0338867,-1.0006244,0.0332623
20,0.9722537,0.9751169,"('rough', 'thoughtful')",1.0035923,0.99452966,0.987923,0.9848233,-0.0030997
21,0.490409,0.44125217,"('immoral', 'moral')",-0.2922644,-0.27335754,0.0990723,0.0839473,-0.015125
22,-0.4462747,-0.4875536,"('untrustworthy', 'trustworthy')",-0.8454779,-0.9538162,-0.6458763,-0.7206849,-0.0748086
23,-0.06832425,-0.1292761,"('insincere', 'sincere')",5.688403,5.6887503,2.8100395,2.779737,-0.0303025
24,-0.2081604,-0.28299022,"('dishonest', 'honest')",0.5495992,0.5153905,0.1707194,0.1162001,-0.0545193
25,-0.4293666,-0.40427685,"('egoistic', 'altruistic')",1.0246472,1.00714,0.2976403,0.3014316,0.0037913
26,0.3200698,0.23183753,"('hardhearted', 'benevolent')",1.9223123,1.8269382,1.121191,1.0293878,-0.0918032
27,-0.4806964,-0.3833848,"('hardhearted', 'softhearted')",1.1203111,1.0462546,0.3198074,0.3314349,0.0116275
28,-0.41810104,-0.49977124,"('disloyal', 'loyal')",1.1191967,1.0601662,0.3505478,0.2801975,-0.0703503
29,-1.2359642,-1.2867686,"('unfair', 'fair')",-0.66797,-0.81400406,-0.9519671,-1.0503863,-0.0984192
30,0.8171552,0.7310842,"('intolerant', 'tolerant')",0.88483906,0.8274211,0.8509971,0.7792526,-0.0717445
31,-1.2135303,-1.1167852,"('evil', 'good')",-0.6913996,-0.7930862,-0.9524649,-0.9549357,-0.0024708
32,-0.43649626,-0.5218887,"('unkind', 'kind')",0.4059319,0.2500762,-0.0152822,-0.1359062,-0.120624
33,-0.10187036,-0.19904216,"('wrong', 'right')",-0.881372,-0.9259506,-0.4916212,-0.5624964,-0.0708752
34,-0.012922455,0.14500114,"('mean', 'honorable')",5.469475,5.676999,2.7282763,2.911,0.1827237
35,-0.46976528,-0.5068474,"('corrupt', 'incorrupt')",-0.121721946,-0.18088558,-0.2957436,-0.3438665,-0.0481229
36,-1.311888,-1.36438,"('hostile', 'amicable')",-0.039362654,-0.20438597,-0.6756253,-0.784383,-0.1087577
37,0.49737957,0.43642217,"('fake', 'genuine')",-0.11848795,-0.098814815,0.1894458,0.1688037,-0.0206421
38,-0.9812617,-1.0064223,"('untruthful', 'truthful')",-0.5068867,-0.4115058,-0.7440742,-0.708964,0.0351102
39,1.2553445,1.2573547,"('exploitative', 'cooperative')",0.28812605,0.31888106,0.7717353,0.7881179,0.0163826
40,-0.111043364,-0.13784528,"('stingy', 'generous')",-1.6859324,-1.8418034,-0.8984879,-0.9898244,-0.0913365
41,-0.06637198,-0.082549736,"('unforgiving', 'forgiving')",0.16875134,-0.0027895514,0.0511897,-0.0426696,-0.0938593
42,0.10537958,0.11381596,"('unreliable', 'reliable')",-3.565858,-3.6228814,-1.7302392,-1.7545327,-0.0242935
43,0.10956769,0.11293855,"('irresponsible', 'responsible')",0.31334668,0.28922796,0.2114572,0.2010833,-0.0103739
44,-0.14900991,-0.19444285,"('prejudiced', 'unprejudiced')",-1.3665293,-1.3889352,-0.7577696,-0.791689,-0.0339194
45,-0.06252373,-0.11307995,"('incompetent', 'competent')",0.10626591,0.0066141915,0.0218711,-0.0532329,-0.075104
46,0.26449397,0.23241976,"('uncompetitive', 'competitive')",-0.80183256,-0.820656,-0.2686693,-0.2941181,-0.0254488
47,0.47104067,0.50139236,"('stupid', 'smart')",5.34137,5.4725127,2.9062054,2.9869525,0.0807471
48,0.17775752,0.17462508,"('unintelligent', 'intelligent')",0.7111272,0.7331593,0.4444424,0.4538922,0.0094498
49,-0.34305415,-0.14958134,"('unable', 'able')",-0.4027149,-0.35934195,-0.3728845,-0.2544616,0.1184229
50,0.06316401,0.05988452,"('clumsy', 'skillful')",-0.21025512,-0.28752938,-0.0735456,-0.1138224,-0.0402768
51,-0.39188156,-0.5215206,"('uneducated', 'educated')",0.4559114,0.41062206,0.0320149,-0.0554493,-0.0874642
52,-0.46613598,-0.6549907,"('irrational', 'rational')",-0.013345981,-0.14231099,-0.239741,-0.3986508,-0.1589098
53,-1.1334432,-1.1750857,"('uncreative', 'creative')",0.1941315,0.11683772,-0.4696559,-0.529124,-0.0594681
54,-0.94440216,-1.0093218,"('incapable', 'capable')",0.5985714,0.64009434,-0.1729154,-0.1846137,-0.0116983
