,speaking_male,speaking_female,tuple,average_male,average_female,female-male
0,-0.2071333,-0.33993873,"('unsociable', 'sociable')",-0.2071333,-0.3399387,-0.1328054
1,1.2486544,1.2336236,"('unfriendly', 'friendly')",1.2486544,1.2336236,-0.0150308
2,0.1965841,0.3583467,"('unlikable', 'likable')",0.1965841,0.3583467,0.1617626
3,0.9530979,1.0035063,"('repellent', 'pleasant')",0.9530979,1.0035063,0.0504084
4,-6.9684267,-7.071274,"('disliked', 'liked')",-6.9684267,-7.0712738,-0.1028471
5,-0.23493335,-0.18323633,"('distant', 'outgoing')",-0.2349333,-0.1832363,0.051697
6,0.35311455,0.3544227,"('distant', 'open')",0.3531145,0.3544227,0.0013082
7,0.9876375,0.91104156,"('insensitive', 'sensitive')",0.9876375,0.9110416,-0.0765959
8,0.97630286,0.8982451,"('unaffectionate', 'affectionate')",0.9763029,0.8982451,-0.0780578
9,1.4365487,1.4836057,"('unaffectionate', 'caring')",1.4365487,1.4836057,0.047057
10,0.9277017,0.8801527,"('unsympathetic', 'sympathetic')",0.9277017,0.8801527,-0.047549
11,1.5103352,1.5383925,"('unhelpful', 'helpful')",1.5103352,1.5383925,0.0280573
12,-1.635982,-1.6609286,"('unsupportive', 'supportive')",-1.635982,-1.6609286,-0.0249466
13,-0.1524486,-0.18032137,"('impolite', 'polite')",-0.1524486,-0.1803214,-0.0278728
14,-0.048748564,-0.22116742,"('antisocial', 'social')",-0.0487486,-0.2211674,-0.1724188
15,0.12454816,0.015461047,"('boring', 'funny')",0.1245482,0.015461,-0.1090872
16,-0.11410205,-0.106164634,"('unpopular', 'popular')",-0.1141021,-0.1061646,0.0079375
17,-0.11991106,-0.06463896,"('nasty', 'nice')",-0.1199111,-0.064639,0.0552721
18,-0.35446054,-0.31862268,"('disagreeable', 'welcoming')",-0.3544605,-0.3186227,0.0358378
19,-0.72970986,-0.6753268,"('inhospitable', 'hospitable')",-0.7297099,-0.6753268,0.0543831
20,0.9589739,0.9097084,"('rough', 'thoughtful')",0.9589739,0.9097084,-0.0492655
21,-0.26822522,-0.1493342,"('immoral', 'moral')",-0.2682252,-0.1493342,0.118891
22,-0.2745854,-0.3045764,"('untrustworthy', 'trustworthy')",-0.2745854,-0.3045764,-0.029991
23,5.6996536,5.744678,"('insincere', 'sincere')",5.6996536,5.744678,0.0450244
24,1.535434,1.4372352,"('dishonest', 'honest')",1.535434,1.4372352,-0.0981988
25,0.5523298,0.60074925,"('egoistic', 'altruistic')",0.5523298,0.6007493,0.0484195
26,0.88523185,0.73165697,"('hardhearted', 'benevolent')",0.8852319,0.731657,-0.1535749
27,1.8691062,1.7179805,"('hardhearted', 'softhearted')",1.8691062,1.7179805,-0.1511257
28,1.1356372,1.0916065,"('disloyal', 'loyal')",1.1356372,1.0916065,-0.0440307
29,-0.3385473,-0.45000112,"('unfair', 'fair')",-0.3385473,-0.4500011,-0.1114538
30,0.5294523,0.5184534,"('intolerant', 'tolerant')",0.5294523,0.5184534,-0.0109989
31,-1.0830474,-1.0948558,"('evil', 'good')",-1.0830474,-1.0948558,-0.0118084
32,1.1685091,1.083244,"('unkind', 'kind')",1.1685091,1.083244,-0.0852651
33,-0.60963327,-0.57072836,"('wrong', 'right')",-0.6096333,-0.5707284,0.0389049
34,4.192999,4.350143,"('mean', 'honorable')",4.1929989,4.350143,0.1571441
35,-0.7379252,-0.88408583,"('corrupt', 'incorrupt')",-0.7379252,-0.8840858,-0.1461606
36,-0.72258914,-0.70397127,"('hostile', 'amicable')",-0.7225891,-0.7039713,0.0186178
37,0.85474044,0.83937263,"('fake', 'genuine')",0.8547404,0.8393726,-0.0153678
38,-0.5781997,-0.46561384,"('untruthful', 'truthful')",-0.5781997,-0.4656138,0.1125859
39,0.19678295,0.200716,"('exploitative', 'cooperative')",0.1967829,0.200716,0.0039331
40,-1.2151335,-1.4413166,"('stingy', 'generous')",-1.2151335,-1.4413166,-0.2261831
41,0.036277667,0.014854454,"('unforgiving', 'forgiving')",0.0362777,0.0148545,-0.0214232
42,-1.6608357,-1.6790489,"('unreliable', 'reliable')",-1.6608357,-1.6790489,-0.0182132
43,0.9579199,0.9978209,"('irresponsible', 'responsible')",0.9579199,0.9978209,0.039901
44,-0.7719793,-0.70242023,"('prejudiced', 'unprejudiced')",-0.7719793,-0.7024202,0.0695591
45,0.3318675,0.16584721,"('incompetent', 'competent')",0.3318675,0.1658472,-0.1660203
