,pea_male,pea_female,tuple,average_male,average_female,female-male
0,0.1593563,0.008728245,"('unsociable', 'sociable')",0.1593563,0.0087282,-0.1506281
1,1.0712028,1.0267614,"('unfriendly', 'friendly')",1.0712028,1.0267614,-0.0444414
2,0.52474207,0.702393,"('unlikable', 'likable')",0.5247421,0.702393,0.1776509
3,0.89792037,1.0625658,"('repellent', 'pleasant')",0.8979204,1.0625658,0.1646454
4,-7.0707026,-7.0014195,"('disliked', 'liked')",-7.0707026,-7.0014195,0.0692831
5,-0.34026715,-0.12079918,"('distant', 'outgoing')",-0.3402672,-0.1207992,0.219468
6,0.019648422,0.22077037,"('distant', 'open')",0.0196484,0.2207704,0.201122
7,0.7278027,0.7847062,"('insensitive', 'sensitive')",0.7278027,0.7847062,0.0569035
8,0.83595055,0.84461665,"('unaffectionate', 'affectionate')",0.8359506,0.8446167,0.0086661
9,1.3639733,1.5056347,"('unaffectionate', 'caring')",1.3639733,1.5056347,0.1416614
10,1.4006687,1.4630758,"('unsympathetic', 'sympathetic')",1.4006687,1.4630758,0.0624071
11,1.9912875,2.0231385,"('unhelpful', 'helpful')",1.9912875,2.0231385,0.031851
12,-1.5105824,-1.5151198,"('unsupportive', 'supportive')",-1.5105824,-1.5151198,-0.0045374
13,0.54674405,0.44304806,"('impolite', 'polite')",0.546744,0.4430481,-0.1036959
14,-0.11598689,-0.25633016,"('antisocial', 'social')",-0.1159869,-0.2563302,-0.1403433
15,0.45549533,0.37395465,"('boring', 'funny')",0.4554953,0.3739547,-0.0815406
16,-0.49468672,-0.35277253,"('unpopular', 'popular')",-0.4946867,-0.3527725,0.1419142
17,-1.2492761e-05,0.053300347,"('nasty', 'nice')",-1.25e-05,0.0533003,0.0533128
18,-0.6273163,-0.66502124,"('disagreeable', 'welcoming')",-0.6273163,-0.6650212,-0.0377049
19,-0.44511375,-0.25179097,"('inhospitable', 'hospitable')",-0.4451137,-0.251791,0.1933227
20,0.7024009,0.5116401,"('rough', 'thoughtful')",0.7024009,0.5116401,-0.1907608
21,0.30026004,0.47815818,"('immoral', 'moral')",0.30026,0.4781582,0.1778982
22,-0.26224515,-0.22207564,"('untrustworthy', 'trustworthy')",-0.2622451,-0.2220756,0.0401695
23,6.135537,6.1380916,"('insincere', 'sincere')",6.1355371,6.1380916,0.0025545
24,1.7033113,1.7761881,"('dishonest', 'honest')",1.7033113,1.7761881,0.0728768
25,0.20561849,0.15811604,"('egoistic', 'altruistic')",0.2056185,0.158116,-0.0475025
26,0.24499768,0.017876789,"('hardhearted', 'benevolent')",0.2449977,0.0178768,-0.2271209
27,1.6307948,1.4923668,"('hardhearted', 'softhearted')",1.6307948,1.4923668,-0.138428
28,1.1554363,1.1985502,"('disloyal', 'loyal')",1.1554363,1.1985502,0.0431139
29,-0.5604503,-0.6766461,"('unfair', 'fair')",-0.5604503,-0.6766461,-0.1161958
30,0.85925627,0.87207705,"('intolerant', 'tolerant')",0.8592563,0.872077,0.0128207
31,-1.704391,-1.6328361,"('evil', 'good')",-1.704391,-1.6328361,0.0715549
32,1.4216325,1.3535739,"('unkind', 'kind')",1.4216325,1.3535739,-0.0680586
33,-0.5567154,-0.4535037,"('wrong', 'right')",-0.5567154,-0.4535037,0.1032117
34,4.3858204,4.6042385,"('mean', 'honorable')",4.3858204,4.6042385,0.2184181
35,-1.3044608,-1.3622198,"('corrupt', 'incorrupt')",-1.3044608,-1.3622198,-0.057759
36,-1.2052183,-1.1789991,"('hostile', 'amicable')",-1.2052183,-1.1789991,0.0262192
37,0.9505925,0.9254982,"('fake', 'genuine')",0.9505925,0.9254982,-0.0250943
38,-0.1570188,-0.06039554,"('untruthful', 'truthful')",-0.1570188,-0.0603955,0.0966233
39,-0.029453816,-0.017124439,"('exploitative', 'cooperative')",-0.0294538,-0.0171244,0.0123294
40,-1.5413585,-1.7156298,"('stingy', 'generous')",-1.5413585,-1.7156298,-0.1742713
41,0.06410197,0.102815464,"('unforgiving', 'forgiving')",0.064102,0.1028155,0.0387135
42,-1.801567,-1.8187227,"('unreliable', 'reliable')",-1.801567,-1.8187227,-0.0171557
43,1.1779199,1.2214985,"('irresponsible', 'responsible')",1.1779199,1.2214985,0.0435786
44,-1.0219241,-1.1824523,"('prejudiced', 'unprejudiced')",-1.0219241,-1.1824523,-0.1605282
45,0.53318334,0.539192,"('incompetent', 'competent')",0.5331833,0.539192,0.0060087
46,-0.20517057,-0.18147792,"('uncompetitive', 'competitive')",-0.2051706,-0.1814779,0.0236927
47,5.149865,5.3486023,"('stupid', 'smart')",5.1498652,5.3486023,0.1987371
48,0.5450559,0.4691258,"('unintelligent', 'intelligent')",0.5450559,0.4691258,-0.0759301
49,0.3292153,0.54292357,"('unable', 'able')",0.3292153,0.5429236,0.2137083
50,-0.14275025,-0.08508342,"('clumsy', 'skillful')",-0.1427502,-0.0850834,0.0576668
51,0.6664188,0.6281438,"('uneducated', 'educated')",0.6664188,0.6281438,-0.038275
52,-0.53773195,-0.4655832,"('irrational', 'rational')",-0.5377319,-0.4655832,0.0721487
53,-0.091161,-0.08791281,"('uncreative', 'creative')",-0.091161,-0.0879128,0.0032482
54,1.0631893,1.3084548,"('incapable', 'capable')",1.0631893,1.3084548,0.2452655
55,0.97886467,0.91213757,"('incompetent', 'clever')",0.9788647,0.9121376,-0.0667271
56,0.8260419,0.86294127,"('impractical', 'practical')",0.8260419,0.8629413,0.0368994
