,pencil_male,pencil_female,tuple,average_male,average_female,female-male
0,-0.8347695,-0.84447795,"('unsociable', 'sociable')",-0.8347695,-0.844478,-0.0097085
1,1.9178672,1.8077694,"('unfriendly', 'friendly')",1.9178672,1.8077694,-0.1100978
2,-0.20925826,-0.14619975,"('unlikable', 'likable')",-0.2092583,-0.1461997,0.0630586
3,0.16449404,0.32826203,"('repellent', 'pleasant')",0.164494,0.328262,0.163768
4,-7.3550935,-7.3742213,"('disliked', 'liked')",-7.3550935,-7.3742213,-0.0191278
5,0.2755132,0.17889422,"('distant', 'outgoing')",0.2755132,0.1788942,-0.096619
6,0.6747525,0.5781715,"('distant', 'open')",0.6747525,0.5781715,-0.096581
7,0.17950256,0.31330404,"('insensitive', 'sensitive')",0.1795026,0.313304,0.1338014
8,1.8230358,1.6960859,"('unaffectionate', 'affectionate')",1.8230358,1.6960859,-0.1269499
9,2.1313853,2.0716095,"('unaffectionate', 'caring')",2.1313853,2.0716095,-0.0597758
10,0.12763654,0.19216377,"('unsympathetic', 'sympathetic')",0.1276365,0.1921638,0.0645273
11,1.3689964,1.3901176,"('unhelpful', 'helpful')",1.3689964,1.3901176,0.0211212
12,-1.5831996,-1.5829655,"('unsupportive', 'supportive')",-1.5831996,-1.5829655,0.0002341
13,-0.6763469,-0.77685213,"('impolite', 'polite')",-0.6763469,-0.7768521,-0.1005052
14,-1.1037904,-1.0276388,"('antisocial', 'social')",-1.1037904,-1.0276388,0.0761516
15,0.57688826,0.507357,"('boring', 'funny')",0.5768883,0.507357,-0.0695313
16,-0.244864,-0.18982007,"('unpopular', 'popular')",-0.244864,-0.1898201,0.0550439
17,-0.39434594,-0.36726722,"('nasty', 'nice')",-0.3943459,-0.3672672,0.0270787
18,-0.5488851,-0.5956426,"('disagreeable', 'welcoming')",-0.5488851,-0.5956426,-0.0467575
19,0.25668752,0.18883587,"('inhospitable', 'hospitable')",0.2566875,0.1888359,-0.0678516
20,0.6539883,0.6719412,"('rough', 'thoughtful')",0.6539883,0.6719412,0.0179529
21,-0.9810149,-0.86227316,"('immoral', 'moral')",-0.9810149,-0.8622732,0.1187417
22,-1.5622991,-1.540541,"('untrustworthy', 'trustworthy')",-1.5622991,-1.5405411,0.021758
23,6.391933,6.36749,"('insincere', 'sincere')",6.391933,6.3674898,-0.0244432
24,1.5588311,1.4482802,"('dishonest', 'honest')",1.5588311,1.4482802,-0.1105509
25,1.2411869,1.1752019,"('egoistic', 'altruistic')",1.2411869,1.1752019,-0.065985
26,1.2319918,1.1794065,"('hardhearted', 'benevolent')",1.2319918,1.1794065,-0.0525853
27,1.8775272,1.6843297,"('hardhearted', 'softhearted')",1.8775272,1.6843297,-0.1931975
28,0.8889891,0.8455,"('disloyal', 'loyal')",0.8889891,0.8455,-0.0434891
29,-0.7152316,-0.807286,"('unfair', 'fair')",-0.7152316,-0.807286,-0.0920544
30,0.5169009,0.5414164,"('intolerant', 'tolerant')",0.5169009,0.5414164,0.0245155
31,-0.41885424,-0.45802495,"('evil', 'good')",-0.4188542,-0.4580249,-0.0391707
32,0.8852019,0.8439007,"('unkind', 'kind')",0.8852019,0.8439007,-0.0413012
33,0.04279269,-0.08884047,"('wrong', 'right')",0.0427927,-0.0888405,-0.1316332
34,4.6826,4.7268476,"('mean', 'honorable')",4.6826,4.7268476,0.0442476
35,0.13894607,-0.08419703,"('corrupt', 'incorrupt')",0.1389461,-0.084197,-0.2231431
36,0.008618051,-0.13561305,"('hostile', 'amicable')",0.0086181,-0.1356131,-0.1442312
37,0.7991473,0.7983581,"('fake', 'genuine')",0.7991473,0.7983581,-0.0007892
38,0.03606596,-0.025095418,"('untruthful', 'truthful')",0.036066,-0.0250954,-0.0611614
39,0.2618557,0.26233637,"('exploitative', 'cooperative')",0.2618557,0.2623364,0.0004807
40,-1.7381179,-1.8094714,"('stingy', 'generous')",-1.7381179,-1.8094714,-0.0713535
41,-0.25477153,-0.33369657,"('unforgiving', 'forgiving')",-0.2547715,-0.3336966,-0.0789251
42,-3.3610082,-3.2647758,"('unreliable', 'reliable')",-3.3610082,-3.2647758,0.0962324
43,0.41227952,0.4548275,"('irresponsible', 'responsible')",0.4122795,0.4548275,0.042548
44,-1.5442754,-1.4882933,"('prejudiced', 'unprejudiced')",-1.5442754,-1.4882933,0.0559821
45,-0.37594566,-0.3204915,"('incompetent', 'competent')",-0.3759457,-0.3204915,0.0554542
46,-1.6431642,-1.6338725,"('uncompetitive', 'competitive')",-1.6431642,-1.6338725,0.0092917
47,4.8018823,4.887744,"('stupid', 'smart')",4.8018823,4.8877439,0.0858616
48,0.23779342,0.26255327,"('unintelligent', 'intelligent')",0.2377934,0.2625533,0.0247599
49,0.045590684,0.12463884,"('unable', 'able')",0.0455907,0.1246388,0.0790481
50,-0.46696153,-0.4894513,"('clumsy', 'skillful')",-0.4669615,-0.4894513,-0.0224898
51,-0.016806193,0.008529745,"('uneducated', 'educated')",-0.0168062,0.0085297,0.0253359
52,-0.3736523,-0.45920032,"('irrational', 'rational')",-0.3736523,-0.4592003,-0.085548
53,0.9024321,0.7987863,"('uncreative', 'creative')",0.9024321,0.7987863,-0.1036458
54,1.242925,1.2930001,"('incapable', 'capable')",1.242925,1.2930001,0.0500751
55,0.12395877,0.2745447,"('incompetent', 'clever')",0.1239588,0.2745447,0.1505859
56,0.23845056,0.28196114,"('impractical', 'practical')",0.2384506,0.2819611,0.0435105
57,-3.2747674,-3.1256819,"('unimaginative', 'imaginative')",-3.2747674,-3.1256819,0.1490855
58,0.054508943,0.057381295,"('undiscriminating', 'discriminating')",0.0545089,0.0573813,0.0028724
59,0.13789816,0.10186671,"('foolish', 'wise')",0.1378982,0.1018667,-0.0360315
60,-0.13915487,-0.047054924,"('inefficient', 'efficient')",-0.1391549,-0.0470549,0.0921
61,0.16170244,0.0006019622,"('illogical', 'logical')",0.1617024,0.000602,-0.1611004
62,-0.1735878,-0.008436989,"('incompetent', 'brilliant')",-0.1735878,-0.008437,0.1651508
63,-0.24587813,-0.20240176,"('unperceptive', 'insightful')",-0.2458781,-0.2024018,0.0434763
64,-7.2154837,-7.10513,"('shy', 'confident')",-7.2154837,-7.1051302,0.1103535
65,-0.9512603,-0.85335064,"('insecure', 'secure')",-0.9512603,-0.8533506,0.0979097
66,-0.29692674,-0.3340571,"('inactive', 'active')",-0.2969267,-0.3340571,-0.0371304
67,-0.20520195,-0.14975281,"('doubtful', 'determined')",-0.205202,-0.1497528,0.0554492
68,-1.1064723,-1.0718452,"('dependent', 'independent')",-1.1064723,-1.0718452,0.0346271
69,-1.4456217,-1.5480154,"('lazy', 'industrious')",-1.4456217,-1.5480154,-0.1023937
70,0.040742926,0.1364041,"('lethargic', 'energetic')",0.0407429,0.1364041,0.0956612
71,1.2067066,1.2411268,"('diffident', 'self-confident')",1.2067066,1.2411268,0.0344202
72,0.6345325,0.755304,"('unambitious', 'ambitious')",0.6345325,0.755304,0.1207715
73,-2.9839764,-2.8589585,"('helpless', 'self-reliant')",-2.9839764,-2.8589585,0.1250179
74,-0.05598794,-0.08591716,"('undedicated', 'dedicated')",-0.0559879,-0.0859172,-0.0299293
75,-0.8055007,-0.72920656,"('meek', 'impulsive')",-0.8055007,-0.7292066,0.0762941
76,-0.09105015,-0.009115085,"('anxious', 'daring')",-0.0910501,-0.0091151,0.081935
77,-1.6036526,-1.4328554,"('unmotivated', 'motivated')",-1.6036526,-1.4328554,0.1707972
78,-0.59532034,-0.5871398,"('nonresilient', 'resilient')",-0.5953203,-0.5871398,0.0081805
79,0.31445226,0.24660808,"('wavering', 'unwavering')",0.3144523,0.2466081,-0.0678442
80,-1.2094162,-1.1410156,"('dominated', 'dominating')",-1.2094162,-1.1410156,0.0684006
81,-1.1823266,-1.0149995,"('submissive', 'aggressive')",-1.1823266,-1.0149995,0.1673271
82,6.0881815,6.2326894,"('poor', 'rich')",6.0881815,6.2326894,0.1445079
83,-0.18042576,-0.16653931,"('powerless', 'powerful')",-0.1804258,-0.1665393,0.0138865
84,0.6129062,0.62635815,"('inferior', 'superior')",0.6129062,0.6263582,0.013452
85,0.6464501,0.519316,"('insignificant', 'prestigious')",0.6464501,0.519316,-0.1271341
86,0.28744748,0.25002867,"('uninfluential', 'influential')",0.2874475,0.2500287,-0.0374188
87,-0.6099305,-0.41642883,"('unsuccessful', 'successful')",-0.6099305,-0.4164288,0.1935017
88,0.033642344,0.07192265,"('low', 'eminent')",0.0336423,0.0719227,0.0382804
