,doe_male,doe_female,tuple,average_male,average_female,female-male
0,0.04689854,-0.08582889,"('unsociable', 'sociable')",0.0468985,-0.0858289,-0.1327274
1,1.1703993,1.2173074,"('unfriendly', 'friendly')",1.1703993,1.2173074,0.0469081
2,0.29875317,0.54425126,"('unlikable', 'likable')",0.2987532,0.5442513,0.2454981
3,0.6573079,0.71859115,"('repellent', 'pleasant')",0.6573079,0.7185912,0.0612833
4,-7.322244,-7.2877502,"('disliked', 'liked')",-7.3222442,-7.2877502,0.034494
5,-0.44902802,-0.17801428,"('distant', 'outgoing')",-0.449028,-0.1780143,0.2710137
6,-0.029156879,0.21983689,"('distant', 'open')",-0.0291569,0.2198369,0.2489938
7,1.1284465,1.0716267,"('insensitive', 'sensitive')",1.1284465,1.0716267,-0.0568198
8,0.92574626,0.9729782,"('unaffectionate', 'affectionate')",0.9257463,0.9729782,0.0472319
9,1.871669,1.9280521,"('unaffectionate', 'caring')",1.8716691,1.9280521,0.056383
10,1.3621838,1.3817583,"('unsympathetic', 'sympathetic')",1.3621838,1.3817583,0.0195745
11,2.344695,2.3438687,"('unhelpful', 'helpful')",2.3446951,2.3438687,-0.0008264
12,-1.3671991,-1.4172374,"('unsupportive', 'supportive')",-1.3671991,-1.4172374,-0.0500383
13,0.28765914,0.25779402,"('impolite', 'polite')",0.2876591,0.257794,-0.0298651
14,0.08569882,-0.13843738,"('antisocial', 'social')",0.0856988,-0.1384374,-0.2241362
15,0.7405266,0.8126058,"('boring', 'funny')",0.7405266,0.8126058,0.0720792
16,-0.118491024,-0.08211307,"('unpopular', 'popular')",-0.118491,-0.0821131,0.0363779
17,-0.029240541,0.0397365,"('nasty', 'nice')",-0.0292405,0.0397365,0.068977
18,-0.39334932,-0.44480813,"('disagreeable', 'welcoming')",-0.3933493,-0.4448081,-0.0514588
19,-0.5182587,-0.2636431,"('inhospitable', 'hospitable')",-0.5182587,-0.2636431,0.2546156
20,0.95150596,0.7165687,"('rough', 'thoughtful')",0.951506,0.7165687,-0.2349373
21,0.22385038,0.2996218,"('immoral', 'moral')",0.2238504,0.2996218,0.0757714
22,-0.17918411,-0.1507891,"('untrustworthy', 'trustworthy')",-0.1791841,-0.1507891,0.028395
23,7.027933,6.9323454,"('insincere', 'sincere')",7.0279331,6.9323454,-0.0955877
24,1.9962547,2.0132864,"('dishonest', 'honest')",1.9962547,2.0132864,0.0170317
25,0.7503275,0.61059576,"('egoistic', 'altruistic')",0.7503275,0.6105958,-0.1397317
