,policeman_male,policeman_female,tuple,average_male,average_female,female-male
0,0.52279913,0.50128293,"('unsociable', 'sociable')",0.5227991,0.5012829,-0.0215162
1,0.8089666,0.8203873,"('unfriendly', 'friendly')",0.8089666,0.8203873,0.0114207
2,0.014636265,0.1292555,"('unlikable', 'likable')",0.0146363,0.1292555,0.1146192
3,0.65319926,1.0262262,"('repellent', 'pleasant')",0.6531993,1.0262262,0.3730269
4,-7.278591,-7.279439,"('disliked', 'liked')",-7.2785912,-7.279439,-0.0008478
5,-0.96592546,-0.84904057,"('distant', 'outgoing')",-0.9659255,-0.8490406,0.1168849
6,-0.36701638,-0.38490927,"('distant', 'open')",-0.3670164,-0.3849093,-0.0178929
7,1.5956377,1.7119898,"('insensitive', 'sensitive')",1.5956377,1.7119898,0.1163521
8,1.4007028,1.1143371,"('unaffectionate', 'affectionate')",1.4007028,1.1143371,-0.2863657
9,1.9507407,1.6789641,"('unaffectionate', 'caring')",1.9507407,1.6789641,-0.2717766
10,1.381825,1.5188416,"('unsympathetic', 'sympathetic')",1.381825,1.5188416,0.1370166
11,2.0743225,1.9866112,"('unhelpful', 'helpful')",2.0743225,1.9866112,-0.0877113
12,-1.1914113,-1.1834782,"('unsupportive', 'supportive')",-1.1914113,-1.1834782,0.0079331
13,0.036929116,0.1923946,"('impolite', 'polite')",0.0369291,0.1923946,0.1554655
14,0.12560196,0.38170537,"('antisocial', 'social')",0.125602,0.3817054,0.2561034
15,0.36928338,0.13827342,"('boring', 'funny')",0.3692834,0.1382734,-0.23101
16,-0.5685518,-0.7108645,"('unpopular', 'popular')",-0.5685518,-0.7108645,-0.1423127
17,-0.29061514,-0.18907043,"('nasty', 'nice')",-0.2906151,-0.1890704,0.1015447
18,-1.0009341,-0.81183624,"('disagreeable', 'welcoming')",-1.0009341,-0.8118362,0.1890979
19,-0.55800045,-0.6894357,"('inhospitable', 'hospitable')",-0.5580004,-0.6894357,-0.1314353
20,0.38997927,0.42355293,"('rough', 'thoughtful')",0.3899793,0.4235529,0.0335736
21,-0.054682516,0.28611177,"('immoral', 'moral')",-0.0546825,0.2861118,0.3407943
22,-0.32939398,-0.10560789,"('untrustworthy', 'trustworthy')",-0.329394,-0.1056079,0.2237861
23,6.4214244,6.465601,"('insincere', 'sincere')",6.4214244,6.465601,0.0441766
24,1.3531282,1.3203917,"('dishonest', 'honest')",1.3531282,1.3203917,-0.0327365
25,0.7742373,0.6556083,"('egoistic', 'altruistic')",0.7742373,0.6556083,-0.118629
26,1.8341331,1.48955,"('hardhearted', 'benevolent')",1.8341331,1.48955,-0.3445831
27,1.6293081,1.5095326,"('hardhearted', 'softhearted')",1.6293081,1.5095326,-0.1197755
28,1.7897152,1.4332783,"('disloyal', 'loyal')",1.7897152,1.4332783,-0.3564369
29,-0.7770834,-0.6820358,"('unfair', 'fair')",-0.7770834,-0.6820358,0.0950476
30,0.9212951,1.1355937,"('intolerant', 'tolerant')",0.9212951,1.1355937,0.2142986
31,-1.573811,-1.5652199,"('evil', 'good')",-1.5738111,-1.5652199,0.0085912
32,1.8722823,1.593565,"('unkind', 'kind')",1.8722823,1.593565,-0.2787173
33,-0.44965702,-0.5898165,"('wrong', 'right')",-0.449657,-0.5898165,-0.1401595
34,4.531558,4.629614,"('mean', 'honorable')",4.531558,4.6296139,0.0980559
35,-0.7465156,-1.3430811,"('corrupt', 'incorrupt')",-0.7465156,-1.3430811,-0.5965655
36,-0.5486779,-0.95977646,"('hostile', 'amicable')",-0.5486779,-0.9597765,-0.4110986
37,0.9087451,0.90918684,"('fake', 'genuine')",0.9087451,0.9091868,0.0004417
38,-0.35815156,-0.33520627,"('untruthful', 'truthful')",-0.3581516,-0.3352063,0.0229453
39,0.14580639,0.26789755,"('exploitative', 'cooperative')",0.1458064,0.2678975,0.1220911
40,-1.488398,-1.5708467,"('stingy', 'generous')",-1.488398,-1.5708467,-0.0824487
41,0.70191675,0.5885563,"('unforgiving', 'forgiving')",0.7019168,0.5885563,-0.1133605
42,-2.4045162,-2.1956365,"('unreliable', 'reliable')",-2.4045162,-2.1956365,0.2088797
43,1.3153125,1.4161315,"('irresponsible', 'responsible')",1.3153125,1.4161315,0.100819
44,-1.3445803,-1.197699,"('prejudiced', 'unprejudiced')",-1.3445803,-1.197699,0.1468813
45,0.9907103,0.7973223,"('incompetent', 'competent')",0.9907103,0.7973223,-0.193388
46,-0.4759862,-0.36135852,"('uncompetitive', 'competitive')",-0.4759862,-0.3613585,0.1146277
47,4.993084,5.122752,"('stupid', 'smart')",4.993084,5.1227522,0.1296682
48,0.35241956,0.44022015,"('unintelligent', 'intelligent')",0.3524196,0.4402201,0.0878005
49,-0.32971743,-0.07470116,"('unable', 'able')",-0.3297174,-0.0747012,0.2550162
50,-0.5622988,-0.57234806,"('clumsy', 'skillful')",-0.5622988,-0.5723481,-0.0100493
51,0.58478606,0.62597126,"('uneducated', 'educated')",0.5847861,0.6259713,0.0411852
52,-0.25057277,-0.51156193,"('irrational', 'rational')",-0.2505728,-0.5115619,-0.2609891
53,0.18380862,-0.02189384,"('uncreative', 'creative')",0.1838086,-0.0218938,-0.2057024
54,0.82339233,0.85310894,"('incapable', 'capable')",0.8233923,0.8531089,0.0297166
55,0.9926049,1.202587,"('incompetent', 'clever')",0.9926049,1.202587,0.2099821
56,0.81638265,0.6522048,"('impractical', 'practical')",0.8163826,0.6522048,-0.1641778
57,-1.7100312,-1.7241096,"('unimaginative', 'imaginative')",-1.7100312,-1.7241096,-0.0140784
58,0.32334903,0.36726585,"('undiscriminating', 'discriminating')",0.323349,0.3672659,0.0439169
59,-0.42175734,-0.35537675,"('foolish', 'wise')",-0.4217573,-0.3553768,0.0663805
60,0.3628403,0.7362626,"('inefficient', 'efficient')",0.3628403,0.7362626,0.3734223
61,0.11580088,0.0719475,"('illogical', 'logical')",0.1158009,0.0719475,-0.0438534
62,0.4144699,0.7513034,"('incompetent', 'brilliant')",0.4144699,0.7513034,0.3368335
63,0.17795795,0.31170624,"('unperceptive', 'insightful')",0.177958,0.3117062,0.1337482
64,-6.796714,-6.291222,"('shy', 'confident')",-6.7967138,-6.2912221,0.5054917
65,0.17478527,0.45344692,"('insecure', 'secure')",0.1747853,0.4534469,0.2786616
66,-0.018295497,-0.19850245,"('inactive', 'active')",-0.0182955,-0.1985025,-0.180207
67,-0.6245248,-0.5170282,"('doubtful', 'determined')",-0.6245248,-0.5170282,0.1074966
68,-1.3333124,-1.1519984,"('dependent', 'independent')",-1.3333124,-1.1519984,0.181314
69,-2.0217657,-2.212061,"('lazy', 'industrious')",-2.0217657,-2.2120609,-0.1902952
70,1.4943666,1.7292039,"('lethargic', 'energetic')",1.4943666,1.7292039,0.2348373
71,0.45796546,0.47547746,"('diffident', 'self-confident')",0.4579655,0.4754775,0.017512
72,0.8447945,1.0648394,"('unambitious', 'ambitious')",0.8447945,1.0648394,0.2200449
73,-3.1478434,-2.9182842,"('helpless', 'self-reliant')",-3.1478434,-2.9182842,0.2295592
74,0.5816652,0.3206082,"('undedicated', 'dedicated')",0.5816652,0.3206082,-0.261057
75,-0.9030554,-0.756963,"('meek', 'impulsive')",-0.9030554,-0.756963,0.1460924
76,0.11394727,0.48273578,"('anxious', 'daring')",0.1139473,0.4827358,0.3687885
77,-1.3823913,-1.1070669,"('unmotivated', 'motivated')",-1.3823913,-1.1070669,0.2753244
78,-0.7906782,-0.9176666,"('nonresilient', 'resilient')",-0.7906782,-0.9176666,-0.1269884
79,-0.0013444237,-0.19674577,"('wavering', 'unwavering')",-0.0013444,-0.1967458,-0.1954014
80,0.27527887,0.2276045,"('dominated', 'dominating')",0.2752789,0.2276045,-0.0476744
81,0.02073697,0.17813604,"('submissive', 'aggressive')",0.020737,0.178136,0.157399
82,6.7131615,6.5822673,"('poor', 'rich')",6.7131615,6.5822673,-0.1308942
83,-0.28939396,-0.24918723,"('powerless', 'powerful')",-0.289394,-0.2491872,0.0402068
84,0.25576976,0.37230283,"('inferior', 'superior')",0.2557698,0.3723028,0.116533
85,-1.5481513,-1.6475552,"('insignificant', 'prestigious')",-1.5481513,-1.6475552,-0.0994039
86,1.1871105,1.0299371,"('uninfluential', 'influential')",1.1871105,1.0299371,-0.1571734
87,-0.19838925,-0.19065091,"('unsuccessful', 'successful')",-0.1983892,-0.1906509,0.0077383
88,-0.06658152,-0.04599712,"('low', 'eminent')",-0.0665815,-0.0459971,0.0205844
