,congo_male,congo_female,tuple,average_male,average_female,female-male
0,-0.084935285,-0.15531848,"('unsociable', 'sociable')",-0.0849353,-0.1553185,-0.0703832
1,1.6045294,1.5631913,"('unfriendly', 'friendly')",1.6045294,1.5631913,-0.0413381
2,0.909998,0.9552788,"('unlikable', 'likable')",0.909998,0.9552788,0.0452808
3,0.18346922,0.47619116,"('repellent', 'pleasant')",0.1834692,0.4761912,0.292722
4,-7.443347,-7.565249,"('disliked', 'liked')",-7.443347,-7.565249,-0.121902
5,0.074193135,0.124597535,"('distant', 'outgoing')",0.0741931,0.1245975,0.0504044
6,0.49983454,0.52017534,"('distant', 'open')",0.4998345,0.5201753,0.0203408
7,0.76832324,0.90566933,"('insensitive', 'sensitive')",0.7683232,0.9056693,0.1373461
8,1.380137,1.3548942,"('unaffectionate', 'affectionate')",1.380137,1.3548942,-0.0252428
9,2.3553696,2.3563993,"('unaffectionate', 'caring')",2.3553696,2.3563993,0.0010297
10,0.58921397,0.6737711,"('unsympathetic', 'sympathetic')",0.589214,0.6737711,0.0845571
11,2.2901006,2.315295,"('unhelpful', 'helpful')",2.2901006,2.315295,0.0251944
12,-1.0384988,-1.0893536,"('unsupportive', 'supportive')",-1.0384988,-1.0893536,-0.0508548
13,0.06961618,0.06997575,"('impolite', 'polite')",0.0696162,0.0699757,0.0003595
14,-0.13628158,-0.04939746,"('antisocial', 'social')",-0.1362816,-0.0493975,0.0868841
15,0.6938799,0.65441245,"('boring', 'funny')",0.6938799,0.6544124,-0.0394675
16,-0.15395844,-0.12299011,"('unpopular', 'popular')",-0.1539584,-0.1229901,0.0309683
17,-0.28030095,-0.27768844,"('nasty', 'nice')",-0.2803009,-0.2776884,0.0026125
18,0.13601534,0.037816748,"('disagreeable', 'welcoming')",0.1360153,0.0378167,-0.0981986
19,-0.41610095,-0.34227353,"('inhospitable', 'hospitable')",-0.4161009,-0.3422735,0.0738274
20,0.37700123,0.3670629,"('rough', 'thoughtful')",0.3770012,0.3670629,-0.0099383
21,-0.1159821,0.013124255,"('immoral', 'moral')",-0.1159821,0.0131243,0.1291064
22,-0.01606623,-0.017010093,"('untrustworthy', 'trustworthy')",-0.0160662,-0.0170101,-0.0009439
23,7.267323,7.327491,"('insincere', 'sincere')",7.267323,7.3274908,0.0601678
24,2.0999444,2.1196427,"('dishonest', 'honest')",2.0999444,2.1196427,0.0196983
25,0.77221346,0.5936267,"('egoistic', 'altruistic')",0.7722135,0.5936267,-0.1785868
26,0.62268186,0.41228458,"('hardhearted', 'benevolent')",0.6226819,0.4122846,-0.2103973
27,1.3774561,1.3616585,"('hardhearted', 'softhearted')",1.3774561,1.3616585,-0.0157976
28,1.2200823,1.1268307,"('disloyal', 'loyal')",1.2200823,1.1268307,-0.0932516
29,0.35485703,0.22070405,"('unfair', 'fair')",0.354857,0.220704,-0.134153
30,0.7862818,0.76844096,"('intolerant', 'tolerant')",0.7862818,0.768441,-0.0178408
31,-0.8824382,-0.9425472,"('evil', 'good')",-0.8824382,-0.9425472,-0.060109
32,1.2719221,1.1541018,"('unkind', 'kind')",1.2719221,1.1541018,-0.1178203
33,0.06454103,-0.041102238,"('wrong', 'right')",0.064541,-0.0411022,-0.1056432
34,4.6813507,4.841867,"('mean', 'honorable')",4.6813507,4.841867,0.1605163
35,-0.49849218,-0.6592118,"('corrupt', 'incorrupt')",-0.4984922,-0.6592118,-0.1607196
36,-0.72478086,-0.7917801,"('hostile', 'amicable')",-0.7247809,-0.7917801,-0.0669992
37,0.37045065,0.48384926,"('fake', 'genuine')",0.3704506,0.4838493,0.1133987
38,0.87521523,0.6853655,"('untruthful', 'truthful')",0.8752152,0.6853655,-0.1898497
39,0.47493038,0.34468976,"('exploitative', 'cooperative')",0.4749304,0.3446898,-0.1302406
40,-1.637229,-1.691057,"('stingy', 'generous')",-1.637229,-1.691057,-0.053828
41,0.21840383,0.041885257,"('unforgiving', 'forgiving')",0.2184038,0.0418853,-0.1765185
42,-2.4411976,-2.3446136,"('unreliable', 'reliable')",-2.4411976,-2.3446136,0.096584
43,1.4009227,1.3309867,"('irresponsible', 'responsible')",1.4009227,1.3309867,-0.069936
44,-1.6647483,-1.6453134,"('prejudiced', 'unprejudiced')",-1.6647483,-1.6453134,0.0194349
45,0.117505,0.24233241,"('incompetent', 'competent')",0.117505,0.2423324,0.1248274
46,-1.0535687,-0.96874315,"('uncompetitive', 'competitive')",-1.0535687,-0.9687431,0.0848256
47,5.811628,5.988147,"('stupid', 'smart')",5.8116279,5.9881468,0.1765189
48,0.71156937,0.79313916,"('unintelligent', 'intelligent')",0.7115694,0.7931392,0.0815698
49,0.34159365,0.50015706,"('unable', 'able')",0.3415937,0.5001571,0.1585634
50,-0.028079057,0.1277492,"('clumsy', 'skillful')",-0.0280791,0.1277492,0.1558283
51,0.24453501,0.38984174,"('uneducated', 'educated')",0.244535,0.3898417,0.1453067
52,0.05466771,-0.039730884,"('irrational', 'rational')",0.0546677,-0.0397309,-0.0943986
53,0.59307593,0.5705033,"('uncreative', 'creative')",0.5930759,0.5705033,-0.0225726
54,1.6302707,1.7570782,"('incapable', 'capable')",1.6302707,1.7570782,0.1268075
55,0.564063,0.6920605,"('incompetent', 'clever')",0.564063,0.6920605,0.1279975
56,0.58669823,0.6386974,"('impractical', 'practical')",0.5866982,0.6386974,0.0519992
57,-3.1945262,-3.1269767,"('unimaginative', 'imaginative')",-3.1945262,-3.1269767,0.0675495
58,-0.6201856,-0.5586929,"('undiscriminating', 'discriminating')",-0.6201856,-0.5586929,0.0614927
59,0.8264337,0.79157,"('foolish', 'wise')",0.8264337,0.79157,-0.0348637
60,0.37867048,0.49008584,"('inefficient', 'efficient')",0.3786705,0.4900858,0.1114153
61,0.77184355,0.66032255,"('illogical', 'logical')",0.7718436,0.6603225,-0.1115211
62,1.3772061,1.5618116,"('incompetent', 'brilliant')",1.3772061,1.5618116,0.1846055
63,1.5593263,1.5330182,"('unperceptive', 'insightful')",1.5593263,1.5330182,-0.0263081
64,-6.102706,-6.0325437,"('shy', 'confident')",-6.102706,-6.0325437,0.0701623
65,0.3215904,0.44810084,"('insecure', 'secure')",0.3215904,0.4481008,0.1265104
66,0.042309035,-0.035699535,"('inactive', 'active')",0.042309,-0.0356995,-0.0780085
67,-0.13794583,-0.25796336,"('doubtful', 'determined')",-0.1379458,-0.2579634,-0.1200176
