,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.19062896,-0.056830272,"('unsociable', 'sociable')",-0.190629,-0.0568303,0.1337987
1,1.8003247,1.6917082,"('unfriendly', 'friendly')",1.8003247,1.6917082,-0.1086165
2,0.5556311,0.770877,"('unlikable', 'likable')",0.5556311,0.770877,0.2152459
3,0.683032,1.0451592,"('repellent', 'pleasant')",0.683032,1.0451592,0.3621272
4,-6.8809958,-6.674809,"('disliked', 'liked')",-6.8809958,-6.674809,0.2061868
5,0.12420927,0.14641261,"('distant', 'outgoing')",0.1242093,0.1464126,0.0222033
6,0.4189828,0.3900537,"('distant', 'open')",0.4189828,0.3900537,-0.0289291
7,1.0110109,1.3062388,"('insensitive', 'sensitive')",1.0110109,1.3062388,0.2952279
8,1.4533672,1.2381322,"('unaffectionate', 'affectionate')",1.4533672,1.2381322,-0.215235
9,1.6950593,1.612419,"('unaffectionate', 'caring')",1.6950593,1.612419,-0.0826403
10,0.9934063,1.2434386,"('unsympathetic', 'sympathetic')",0.9934063,1.2434386,0.2500323
11,1.8290241,1.8607724,"('unhelpful', 'helpful')",1.8290241,1.8607724,0.0317483
12,-1.1543299,-0.9627847,"('unsupportive', 'supportive')",-1.1543299,-0.9627847,0.1915452
13,-0.1619369,-0.059957933,"('impolite', 'polite')",-0.1619369,-0.0599579,0.101979
14,-0.25145784,-0.08499561,"('antisocial', 'social')",-0.2514578,-0.0849956,0.1664622
15,0.52443373,0.48583302,"('boring', 'funny')",0.5244337,0.485833,-0.0386007
16,-0.42405295,-0.28622127,"('unpopular', 'popular')",-0.424053,-0.2862213,0.1378317
17,0.04331682,0.03630116,"('nasty', 'nice')",0.0433168,0.0363012,-0.0070156
18,-0.2874803,-0.2025491,"('disagreeable', 'welcoming')",-0.2874803,-0.2025491,0.0849312
19,0.13197853,0.16840851,"('inhospitable', 'hospitable')",0.1319785,0.1684085,0.03643
20,0.6114639,0.60102963,"('rough', 'thoughtful')",0.6114639,0.6010296,-0.0104343
21,-0.02319001,0.31437013,"('immoral', 'moral')",-0.02319,0.3143701,0.3375601
22,-0.228038,-0.11042943,"('untrustworthy', 'trustworthy')",-0.228038,-0.1104294,0.1176086
23,6.440614,6.5434093,"('insincere', 'sincere')",6.4406142,6.5434093,0.1027951
24,2.0035956,2.1338332,"('dishonest', 'honest')",2.0035956,2.1338332,0.1302376
25,0.83258593,0.6453537,"('egoistic', 'altruistic')",0.8325859,0.6453537,-0.1872322
26,0.20715508,0.05268474,"('hardhearted', 'benevolent')",0.2071551,0.0526847,-0.1544704
27,1.5965631,1.5185777,"('hardhearted', 'softhearted')",1.5965631,1.5185777,-0.0779854
28,1.3633252,1.4129455,"('disloyal', 'loyal')",1.3633252,1.4129455,0.0496203
29,-0.06598508,-0.15589207,"('unfair', 'fair')",-0.0659851,-0.1558921,-0.089907
30,1.0373973,1.0282574,"('intolerant', 'tolerant')",1.0373973,1.0282574,-0.0091399
31,-0.6527943,-0.82300645,"('evil', 'good')",-0.6527943,-0.8230065,-0.1702122
32,1.1932429,1.1509935,"('unkind', 'kind')",1.1932429,1.1509935,-0.0422494
33,-0.4914913,-0.4983035,"('wrong', 'right')",-0.4914913,-0.4983035,-0.0068122
34,4.6974635,4.8045454,"('mean', 'honorable')",4.6974635,4.8045454,0.1070819
35,-0.5810022,-0.79712254,"('corrupt', 'incorrupt')",-0.5810022,-0.7971225,-0.2161203
36,-0.53367865,-0.7320672,"('hostile', 'amicable')",-0.5336787,-0.7320672,-0.1983885
37,0.9609116,1.004736,"('fake', 'genuine')",0.9609116,1.0047359,0.0438243
38,0.048408672,0.040967762,"('untruthful', 'truthful')",0.0484087,0.0409678,-0.0074409
39,0.17230672,0.20195441,"('exploitative', 'cooperative')",0.1723067,0.2019544,0.0296477
40,-0.9665898,-0.84617007,"('stingy', 'generous')",-0.9665898,-0.8461701,0.1204197
41,-0.21864378,-0.20708135,"('unforgiving', 'forgiving')",-0.2186438,-0.2070813,0.0115625
42,-1.699882,-1.4844764,"('unreliable', 'reliable')",-1.699882,-1.4844764,0.2154056
43,1.169418,1.2840286,"('irresponsible', 'responsible')",1.169418,1.2840286,0.1146106
44,-1.4648538,-1.6188658,"('prejudiced', 'unprejudiced')",-1.4648538,-1.6188658,-0.154012
45,0.16099112,0.47257167,"('incompetent', 'competent')",0.1609911,0.4725717,0.3115806
46,-0.71508473,-0.393767,"('uncompetitive', 'competitive')",-0.7150847,-0.393767,0.3213177
47,5.536486,5.630421,"('stupid', 'smart')",5.5364861,5.6304212,0.0939351
48,0.7766261,0.9148649,"('unintelligent', 'intelligent')",0.7766261,0.9148649,0.1382388
49,0.30077192,0.5986943,"('unable', 'able')",0.3007719,0.5986943,0.2979224
50,0.14609765,0.37834805,"('clumsy', 'skillful')",0.1460976,0.3783481,0.2322505
51,0.5929779,0.82171375,"('uneducated', 'educated')",0.5929779,0.8217137,0.2287358
52,0.11434533,-0.027907308,"('irrational', 'rational')",0.1143453,-0.0279073,-0.1422526
53,0.7378495,0.77755785,"('uncreative', 'creative')",0.7378495,0.7775578,0.0397083
54,1.3947288,1.5615145,"('incapable', 'capable')",1.3947288,1.5615145,0.1667857
55,0.77893764,0.9919939,"('incompetent', 'clever')",0.7789376,0.9919939,0.2130563
56,0.6729071,0.8199413,"('impractical', 'practical')",0.6729071,0.8199413,0.1470342
57,-2.5481284,-2.2468429,"('unimaginative', 'imaginative')",-2.5481284,-2.2468429,0.3012855
58,-0.039195023,-0.020265473,"('undiscriminating', 'discriminating')",-0.039195,-0.0202655,0.0189295
59,0.48745996,0.568091,"('foolish', 'wise')",0.48746,0.568091,0.080631
60,0.1713178,0.39290234,"('inefficient', 'efficient')",0.1713178,0.3929023,0.2215845
61,0.55221736,0.5558138,"('illogical', 'logical')",0.5522174,0.5558138,0.0035964
62,1.3596761,1.700184,"('incompetent', 'brilliant')",1.3596761,1.700184,0.3405079
63,0.7797189,1.1646345,"('unperceptive', 'insightful')",0.7797189,1.1646345,0.3849156
64,-5.714757,-5.33102,"('shy', 'confident')",-5.714757,-5.3310199,0.3837371
65,0.76503205,0.9671936,"('insecure', 'secure')",0.7650321,0.9671936,0.2021615
66,0.14099497,0.20974933,"('inactive', 'active')",0.140995,0.2097493,0.0687543
67,-0.9183099,-0.90308136,"('doubtful', 'determined')",-0.9183099,-0.9030814,0.0152285
68,-0.38108826,-0.112322934,"('dependent', 'independent')",-0.3810883,-0.1123229,0.2687654
69,-1.3474867,-1.3534416,"('lazy', 'industrious')",-1.3474867,-1.3534416,-0.0059549
70,1.1846435,1.5538208,"('lethargic', 'energetic')",1.1846435,1.5538208,0.3691773
71,0.7169961,0.87626606,"('diffident', 'self-confident')",0.7169961,0.8762661,0.15927
72,0.89626926,0.96398807,"('unambitious', 'ambitious')",0.8962693,0.9639881,0.0677188
73,-2.520295,-2.474081,"('helpless', 'self-reliant')",-2.5202949,-2.474081,0.0462139
74,0.27789307,0.32822102,"('undedicated', 'dedicated')",0.2778931,0.328221,0.0503279
75,-0.6113452,-0.577673,"('meek', 'impulsive')",-0.6113452,-0.577673,0.0336722
76,0.6927188,0.7733516,"('anxious', 'daring')",0.6927188,0.7733516,0.0806328
77,-1.1897721,-0.98363304,"('unmotivated', 'motivated')",-1.1897721,-0.983633,0.2061391
78,-0.42075,-0.29985374,"('nonresilient', 'resilient')",-0.42075,-0.2998537,0.1208963
79,0.2731193,0.25136122,"('wavering', 'unwavering')",0.2731193,0.2513612,-0.0217581
80,-0.2469228,-0.14684607,"('dominated', 'dominating')",-0.2469228,-0.1468461,0.1000767
81,-0.16331287,0.12987275,"('submissive', 'aggressive')",-0.1633129,0.1298728,0.2931857
82,6.245623,6.5330625,"('poor', 'rich')",6.2456231,6.5330625,0.2874394
83,-0.41463214,-0.38703796,"('powerless', 'powerful')",-0.4146321,-0.387038,0.0275941
84,0.22148097,0.16151312,"('inferior', 'superior')",0.221481,0.1615131,-0.0599679
85,-0.85271883,-0.9867612,"('insignificant', 'prestigious')",-0.8527188,-0.9867612,-0.1340424
86,0.42249635,0.66159606,"('uninfluential', 'influential')",0.4224963,0.6615961,0.2390998
87,0.23255289,0.5185887,"('unsuccessful', 'successful')",0.2325529,0.5185887,0.2860358
88,-0.25719994,0.017303184,"('low', 'eminent')",-0.2571999,0.0173032,0.2745031
