,tattler_male,tattler_female,tuple,average_male,average_female,female-male
0,-0.28429505,-0.43627703,"('unsociable', 'sociable')",-0.2842951,-0.436277,-0.1519819
1,-0.3060175,-0.21553408,"('unfriendly', 'friendly')",-0.3060175,-0.2155341,0.0904834
2,-0.15598206,-0.18892208,"('unlikable', 'likable')",-0.1559821,-0.1889221,-0.03294
3,-0.90570813,-0.90773445,"('repellent', 'pleasant')",-0.9057081,-0.9077345,-0.0020264
4,-2.1683648,-2.1649725,"('disliked', 'liked')",-2.1683648,-2.1649725,0.0033923
5,-0.16592163,0.005984964,"('distant', 'outgoing')",-0.1659216,0.005985,0.1719066
6,-0.3946675,-0.20533599,"('distant', 'open')",-0.3946675,-0.205336,0.1893315
7,-0.3570809,-0.3595625,"('insensitive', 'sensitive')",-0.3570809,-0.3595625,-0.0024816
8,-0.45023865,-0.41527802,"('unaffectionate', 'affectionate')",-0.4502386,-0.415278,0.0349606
9,-0.46321842,-0.39795217,"('unaffectionate', 'caring')",-0.4632184,-0.3979522,0.0652662
10,-0.637548,-0.7356873,"('unsympathetic', 'sympathetic')",-0.637548,-0.7356873,-0.0981393
11,0.45089644,0.475184,"('unhelpful', 'helpful')",0.4508964,0.475184,0.0242876
12,-0.9186161,-0.84323215,"('unsupportive', 'supportive')",-0.9186161,-0.8432322,0.0753839
13,-0.21897113,-0.39494166,"('impolite', 'polite')",-0.2189711,-0.3949417,-0.1759706
14,-0.1023092,-0.33734486,"('antisocial', 'social')",-0.1023092,-0.3373449,-0.2350357
15,0.4117363,0.41533488,"('boring', 'funny')",0.4117363,0.4153349,0.0035986
16,-0.51492035,-0.5236169,"('unpopular', 'popular')",-0.5149204,-0.5236169,-0.0086965
17,-0.3211598,-0.30763346,"('nasty', 'nice')",-0.3211598,-0.3076335,0.0135263
18,-1.1435248,-1.1775866,"('disagreeable', 'welcoming')",-1.1435248,-1.1775866,-0.0340618
19,-0.61017567,-0.4612753,"('inhospitable', 'hospitable')",-0.6101757,-0.4612753,0.1489004
20,0.0029194169,-0.030277163,"('rough', 'thoughtful')",0.0029194,-0.0302772,-0.0331966
21,-0.321221,-0.43736452,"('immoral', 'moral')",-0.321221,-0.4373645,-0.1161435
22,-0.41025874,-0.4867801,"('untrustworthy', 'trustworthy')",-0.4102587,-0.4867801,-0.0765214
23,1.3939061,1.2792661,"('insincere', 'sincere')",1.3939061,1.2792661,-0.11464
24,-0.25366035,-0.35123095,"('dishonest', 'honest')",-0.2536604,-0.3512309,-0.0975705
25,-0.12317666,-0.070672974,"('egoistic', 'altruistic')",-0.1231767,-0.070673,0.0525037
26,0.22537646,0.19124041,"('hardhearted', 'benevolent')",0.2253765,0.1912404,-0.0341361
27,0.8322547,0.79590464,"('hardhearted', 'softhearted')",0.8322547,0.7959046,-0.0363501
28,-0.34534127,-0.46165812,"('disloyal', 'loyal')",-0.3453413,-0.4616581,-0.1163168
29,-0.33215335,-0.3857767,"('unfair', 'fair')",-0.3321534,-0.3857767,-0.0536233
30,0.47844625,0.3392887,"('intolerant', 'tolerant')",0.4784462,0.3392887,-0.1391575
31,-0.5952447,-0.33838168,"('evil', 'good')",-0.5952447,-0.3383817,0.256863
32,-0.017419793,-0.12788826,"('unkind', 'kind')",-0.0174198,-0.1278883,-0.1104685
33,-0.06376252,-0.13779244,"('wrong', 'right')",-0.0637625,-0.1377924,-0.0740299
34,1.2073243,1.3957477,"('mean', 'honorable')",1.2073243,1.3957477,0.1884234
35,0.23566833,0.2519956,"('corrupt', 'incorrupt')",0.2356683,0.2519956,0.0163273
36,-0.4863968,-0.32402247,"('hostile', 'amicable')",-0.4863968,-0.3240225,0.1623743
37,0.07784267,0.04260096,"('fake', 'genuine')",0.0778427,0.042601,-0.0352417
38,-0.18211286,-0.11013105,"('untruthful', 'truthful')",-0.1821129,-0.110131,0.0719819
39,0.5784378,0.49951112,"('exploitative', 'cooperative')",0.5784378,0.4995111,-0.0789267
40,-1.4469217,-1.5868118,"('stingy', 'generous')",-1.4469217,-1.5868118,-0.1398901
41,-0.21828127,-0.24999395,"('unforgiving', 'forgiving')",-0.2182813,-0.249994,-0.0317127
42,-1.0680621,-1.0932171,"('unreliable', 'reliable')",-1.0680621,-1.0932171,-0.025155
43,-0.014066089,-0.05076898,"('irresponsible', 'responsible')",-0.0140661,-0.050769,-0.0367029
