,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.90346575,-0.9809752,"('unsociable', 'sociable')",-0.13138941,-0.38646382,-0.5174276,-0.6837195,-0.1662919
1,-2.1108117,-2.1366313,"('unfriendly', 'friendly')",1.1792773,1.0689582,-0.4657672,-0.5338365,-0.0680693
2,0.8051304,0.7364509,"('unlikable', 'likable')",0.5863866,0.6207727,0.6957585,0.6786118,-0.0171467
3,-0.3296936,-0.20194957,"('repellent', 'pleasant')",0.8468096,0.7920292,0.258558,0.2950398,0.0364818
4,-0.08747956,-0.12888904,"('disliked', 'liked')",-6.5753675,-6.459617,-3.3314235,-3.2942531,0.0371704
5,-0.9844688,-0.9713106,"('distant', 'outgoing')",-0.43661708,-0.30543718,-0.7105429,-0.6383739,0.072169
6,-1.643183,-1.596058,"('distant', 'open')",-0.5712453,-0.48343253,-1.1072142,-1.0397453,0.0674689
7,-0.642345,-0.44400892,"('insensitive', 'sensitive')",-0.07949978,-0.0467583,-0.3609224,-0.2453836,0.1155388
8,-1.5148315,-1.5584193,"('unaffectionate', 'affectionate')",0.481016,0.46758512,-0.5169078,-0.5454171,-0.0285093
9,-1.5797675,-1.5251626,"('unaffectionate', 'caring')",0.9427388,0.98808336,-0.3185143,-0.2685396,0.0499747
10,-1.0620446,-0.88705087,"('unsympathetic', 'sympathetic')",-0.63375896,-0.6936798,-0.8479018,-0.7903653,0.0575365
11,0.38212436,0.3999549,"('unhelpful', 'helpful')",1.8162367,1.8939408,1.0991806,1.1469479,0.0477673
12,-0.66345584,-0.45283687,"('unsupportive', 'supportive')",-2.2051938,-2.1392539,-1.4343247,-1.2960453,0.1382794
13,-0.11209445,-0.18057011,"('impolite', 'polite')",-0.67459834,-0.74155426,-0.3933464,-0.4610622,-0.0677158
14,0.16565089,0.20303096,"('antisocial', 'social')",-0.19989793,-0.3807177,-0.0171235,-0.0888434,-0.0717199
15,0.05601176,-0.085930645,"('boring', 'funny')",-0.07449508,-0.09209487,-0.0092417,-0.0890128,-0.0797711
16,-0.064490914,-0.0775809,"('unpopular', 'popular')",0.50059783,0.412549,0.2180535,0.167484,-0.0505695
17,-0.10505084,-0.111229196,"('nasty', 'nice')",-0.35627022,-0.29540193,-0.2306605,-0.2033156,0.0273449
18,-0.31413472,-0.2778247,"('disagreeable', 'welcoming')",-0.61967206,-0.7181698,-0.4669034,-0.4979973,-0.0310939
19,-1.0497406,-1.0520022,"('inhospitable', 'hospitable')",-0.61287284,-0.46438715,-0.8313067,-0.7581947,0.073112
20,0.08647464,0.12789845,"('rough', 'thoughtful')",0.78665096,0.7597551,0.4365628,0.4438268,0.007264
21,-0.03424553,-0.003147582,"('immoral', 'moral')",-0.30581877,-0.3599668,-0.1700321,-0.1815572,-0.0115251
22,-0.24893847,-0.14151552,"('untrustworthy', 'trustworthy')",-1.1040126,-1.0973399,-0.6764755,-0.6194277,0.0570478
23,-0.57017887,-0.49973786,"('insincere', 'sincere')",5.4771433,5.3764954,2.4534822,2.4383788,-0.0151034
