,graft_male,graft_female,tuple,average_male,average_female,female-male
0,-0.12266986,-0.3428463,"('unsociable', 'sociable')",-0.1226699,-0.3428463,-0.2201764
1,-0.77927375,-0.96471924,"('unfriendly', 'friendly')",-0.7792737,-0.9647192,-0.1854455
2,0.066129565,-0.023061514,"('unlikable', 'likable')",0.0661296,-0.0230615,-0.0891911
3,-0.28164002,-0.269863,"('repellent', 'pleasant')",-0.28164,-0.269863,0.011777
4,-2.6634626,-2.626136,"('disliked', 'liked')",-2.6634626,-2.6261361,0.0373265
5,-1.8525618,-1.715819,"('distant', 'outgoing')",-1.8525618,-1.715819,0.1367428
6,-1.9049418,-1.8120096,"('distant', 'open')",-1.9049418,-1.8120096,0.0929322
7,-0.08576948,-0.13055979,"('insensitive', 'sensitive')",-0.0857695,-0.1305598,-0.0447903
8,-0.41396302,-0.5143697,"('unaffectionate', 'affectionate')",-0.413963,-0.5143697,-0.1004067
9,-0.5264949,-0.5933034,"('unaffectionate', 'caring')",-0.5264949,-0.5933034,-0.0668085
10,0.42491645,0.25045133,"('unsympathetic', 'sympathetic')",0.4249164,0.2504513,-0.1744651
11,0.3738423,0.26596633,"('unhelpful', 'helpful')",0.3738423,0.2659663,-0.107876
12,-0.9330684,-0.8978117,"('unsupportive', 'supportive')",-0.9330684,-0.8978117,0.0352567
13,-0.071947515,-0.2959295,"('impolite', 'polite')",-0.0719475,-0.2959295,-0.223982
14,0.450059,0.36045653,"('antisocial', 'social')",0.450059,0.3604565,-0.0896025
15,0.26965082,0.15454432,"('boring', 'funny')",0.2696508,0.1545443,-0.1151065
16,-0.7411175,-0.82767844,"('unpopular', 'popular')",-0.7411175,-0.8276784,-0.0865609
17,-0.19797505,-0.11811103,"('nasty', 'nice')",-0.1979751,-0.118111,0.0798641
18,-0.7532476,-0.790511,"('disagreeable', 'welcoming')",-0.7532476,-0.790511,-0.0372634
19,-1.4085724,-1.4325142,"('inhospitable', 'hospitable')",-1.4085724,-1.4325142,-0.0239418
20,0.45473486,0.4445573,"('rough', 'thoughtful')",0.4547349,0.4445573,-0.0101776
21,0.9166744,0.80354923,"('immoral', 'moral')",0.9166744,0.8035492,-0.1131252
22,0.112129785,-0.0073042554,"('untrustworthy', 'trustworthy')",0.1121298,-0.0073043,-0.1194341
23,2.146591,1.9756553,"('insincere', 'sincere')",2.1465909,1.9756553,-0.1709356
24,-0.067979075,-0.20448612,"('dishonest', 'honest')",-0.0679791,-0.2044861,-0.136507
25,0.2997681,0.28856915,"('egoistic', 'altruistic')",0.2997681,0.2885692,-0.0111989
26,0.54518324,0.26848015,"('hardhearted', 'benevolent')",0.5451832,0.2684802,-0.276703
27,0.013179701,-0.07190532,"('hardhearted', 'softhearted')",0.0131797,-0.0719053,-0.085085
28,0.38498145,0.24379617,"('disloyal', 'loyal')",0.3849815,0.2437962,-0.1411853
29,-0.9811804,-0.98335487,"('unfair', 'fair')",-0.9811804,-0.9833549,-0.0021745
30,1.0783002,0.86520225,"('intolerant', 'tolerant')",1.0783002,0.8652022,-0.213098
31,-2.0930862,-1.9401938,"('evil', 'good')",-2.0930862,-1.9401938,0.1528924
32,0.9671467,0.5846256,"('unkind', 'kind')",0.9671467,0.5846256,-0.3825211
33,-0.21285063,-0.350913,"('wrong', 'right')",-0.2128506,-0.350913,-0.1380624
34,1.9591185,2.118365,"('mean', 'honorable')",1.9591185,2.118365,0.1592465
35,-1.1200066,-1.0480419,"('corrupt', 'incorrupt')",-1.1200066,-1.0480419,0.0719647
36,-1.1997312,-1.2126822,"('hostile', 'amicable')",-1.1997312,-1.2126822,-0.012951
37,-0.023856955,-0.1619366,"('fake', 'genuine')",-0.023857,-0.1619366,-0.1380796
38,0.086738065,0.03886572,"('untruthful', 'truthful')",0.0867381,0.0388657,-0.0478724
39,0.12403366,0.030519076,"('exploitative', 'cooperative')",0.1240337,0.0305191,-0.0935146
40,-0.9564693,-0.95793575,"('stingy', 'generous')",-0.9564693,-0.9579358,-0.0014665
41,0.43001175,0.3386624,"('unforgiving', 'forgiving')",0.4300117,0.3386624,-0.0913493
42,-0.808856,-0.90685564,"('unreliable', 'reliable')",-0.808856,-0.9068556,-0.0979996
43,-0.23245198,-0.4279557,"('irresponsible', 'responsible')",-0.232452,-0.4279557,-0.1955037
44,-0.3164524,-0.32162347,"('prejudiced', 'unprejudiced')",-0.3164524,-0.3216235,-0.0051711
45,-0.013678938,-0.13809149,"('incompetent', 'competent')",-0.0136789,-0.1380915,-0.1244126
46,-0.17630057,-0.33504683,"('uncompetitive', 'competitive')",-0.1763006,-0.3350468,-0.1587462
47,1.6431477,1.6575893,"('stupid', 'smart')",1.6431477,1.6575893,0.0144416
48,0.6248957,0.7278856,"('unintelligent', 'intelligent')",0.6248957,0.7278856,0.1029899
49,0.045692503,0.20126209,"('unable', 'able')",0.0456925,0.2012621,0.1555696
50,0.09501895,-0.0004749801,"('clumsy', 'skillful')",0.095019,-0.000475,-0.095494
51,0.27154133,0.053669747,"('uneducated', 'educated')",0.2715413,0.0536697,-0.2178716
52,-0.7087559,-0.8027747,"('irrational', 'rational')",-0.7087559,-0.8027747,-0.0940188
53,-1.6951878,-1.831395,"('uncreative', 'creative')",-1.6951878,-1.831395,-0.1362072
54,-0.58618337,-0.75373226,"('incapable', 'capable')",-0.5861834,-0.7537323,-0.1675489
55,0.91720116,0.8770734,"('incompetent', 'clever')",0.9172012,0.8770734,-0.0401278
56,0.6952634,0.50006145,"('impractical', 'practical')",0.6952634,0.5000615,-0.1952019
57,-1.1236963,-1.3228711,"('unimaginative', 'imaginative')",-1.1236963,-1.3228711,-0.1991748
58,-0.35454056,-0.4409846,"('undiscriminating', 'discriminating')",-0.3545406,-0.4409846,-0.086444
59,-0.48386204,-0.45592332,"('foolish', 'wise')",-0.483862,-0.4559233,0.0279387
60,1.2785828,1.2716483,"('inefficient', 'efficient')",1.2785828,1.2716483,-0.0069345
61,-0.045681324,-0.21980055,"('illogical', 'logical')",-0.0456813,-0.2198005,-0.1741192
62,0.4711306,0.47760203,"('incompetent', 'brilliant')",0.4711306,0.477602,0.0064714
63,0.029574279,-0.0702195,"('unperceptive', 'insightful')",0.0295743,-0.0702195,-0.0997938
64,-2.1251695,-2.064432,"('shy', 'confident')",-2.1251695,-2.0644319,0.0607376
65,0.70520353,0.6963532,"('insecure', 'secure')",0.7052035,0.6963532,-0.0088503
66,-2.0936797,-2.2398288,"('inactive', 'active')",-2.0936797,-2.2398288,-0.1461491
67,0.14705437,0.056501392,"('doubtful', 'determined')",0.1470544,0.0565014,-0.090553
68,-0.8215378,-0.7723415,"('dependent', 'independent')",-0.8215378,-0.7723415,0.0491963
69,-0.9091621,-0.7959286,"('lazy', 'industrious')",-0.9091621,-0.7959286,0.1132335
70,0.3107761,0.12511232,"('lethargic', 'energetic')",0.3107761,0.1251123,-0.1856638
71,0.25548872,0.34628773,"('diffident', 'self-confident')",0.2554887,0.3462877,0.090799
72,-0.57889235,-0.5825702,"('unambitious', 'ambitious')",-0.5788924,-0.5825702,-0.0036778
73,-1.2064137,-1.2024726,"('helpless', 'self-reliant')",-1.2064137,-1.2024726,0.0039411
74,-0.3194117,-0.50451493,"('undedicated', 'dedicated')",-0.3194117,-0.5045149,-0.1851032
75,-1.0891464,-1.0442933,"('meek', 'impulsive')",-1.0891464,-1.0442933,0.0448531
76,0.8439328,0.75844896,"('anxious', 'daring')",0.8439328,0.758449,-0.0854838
77,-0.2713614,-0.14932926,"('unmotivated', 'motivated')",-0.2713614,-0.1493293,0.1220321
78,0.35128856,0.40049046,"('nonresilient', 'resilient')",0.3512886,0.4004905,0.0492019
79,-1.2005492,-1.2270885,"('wavering', 'unwavering')",-1.2005492,-1.2270885,-0.0265393
80,0.19553107,0.1557365,"('dominated', 'dominating')",0.1955311,0.1557365,-0.0397946
81,0.67934513,0.6648592,"('submissive', 'aggressive')",0.6793451,0.6648592,-0.0144859
82,1.5662618,1.495356,"('poor', 'rich')",1.5662618,1.495356,-0.0709058
83,-0.11960753,-0.21214578,"('powerless', 'powerful')",-0.1196075,-0.2121458,-0.0925383
84,0.21003531,0.25002295,"('inferior', 'superior')",0.2100353,0.2500229,0.0399876
85,-0.37700555,-0.46652564,"('insignificant', 'prestigious')",-0.3770055,-0.4665256,-0.0895201
86,-0.78926075,-1.0967674,"('uninfluential', 'influential')",-0.7892607,-1.0967674,-0.3075067
87,0.03198777,-0.08814982,"('unsuccessful', 'successful')",0.0319878,-0.0881498,-0.1201376
88,-0.27466816,-0.4674976,"('low', 'eminent')",-0.2746682,-0.4674976,-0.1928294
