,gamebird_male,gamebird_female,tuple,average_male,average_female,female-male
0,0.34730792,0.19778089,"('unsociable', 'sociable')",0.3473079,0.1977809,-0.149527
1,0.40917554,0.3224718,"('unfriendly', 'friendly')",0.4091755,0.3224718,-0.0867037
2,-0.32745618,-0.23106146,"('unlikable', 'likable')",-0.3274562,-0.2310615,0.0963947
3,-0.19988011,-0.16646342,"('repellent', 'pleasant')",-0.1998801,-0.1664634,0.0334167
4,-4.0269394,-4.1248145,"('disliked', 'liked')",-4.0269394,-4.1248145,-0.0978751
5,-0.36415523,-0.37395895,"('distant', 'outgoing')",-0.3641552,-0.3739589,-0.0098037
6,-0.49330133,-0.47791982,"('distant', 'open')",-0.4933013,-0.4779198,0.0153815
7,0.0031548506,0.09653892,"('insensitive', 'sensitive')",0.0031549,0.0965389,0.093384
8,0.38524976,0.38075075,"('unaffectionate', 'affectionate')",0.3852498,0.3807507,-0.0044991
9,1.0825322,1.0687678,"('unaffectionate', 'caring')",1.0825322,1.0687678,-0.0137644
10,-0.34404367,-0.29919595,"('unsympathetic', 'sympathetic')",-0.3440437,-0.2991959,0.0448478
11,1.461665,1.5571439,"('unhelpful', 'helpful')",1.461665,1.5571439,0.0954789
12,-1.0778017,-1.069932,"('unsupportive', 'supportive')",-1.0778017,-1.069932,0.0078697
13,-0.12808396,-0.18291011,"('impolite', 'polite')",-0.128084,-0.1829101,-0.0548261
14,0.08458911,0.05205201,"('antisocial', 'social')",0.0845891,0.052052,-0.0325371
15,0.33100697,0.27652535,"('boring', 'funny')",0.331007,0.2765253,-0.0544817
16,-0.551144,-0.5938459,"('unpopular', 'popular')",-0.551144,-0.5938459,-0.0427019
17,-0.44881254,-0.3863809,"('nasty', 'nice')",-0.4488125,-0.3863809,0.0624316
18,-0.76843697,-0.8063507,"('disagreeable', 'welcoming')",-0.768437,-0.8063507,-0.0379137
19,-0.98616076,-0.9795373,"('inhospitable', 'hospitable')",-0.9861608,-0.9795373,0.0066235
20,-0.17568955,-0.099656835,"('rough', 'thoughtful')",-0.1756895,-0.0996568,0.0760327
21,0.09427807,0.0561387,"('immoral', 'moral')",0.0942781,0.0561387,-0.0381394
22,-0.7172434,-0.7561401,"('untrustworthy', 'trustworthy')",-0.7172434,-0.7561401,-0.0388967
23,3.2974243,3.3250167,"('insincere', 'sincere')",3.2974243,3.3250167,0.0275924
24,0.4694631,0.48253325,"('dishonest', 'honest')",0.4694631,0.4825332,0.0130701
25,0.63636863,0.56832665,"('egoistic', 'altruistic')",0.6363686,0.5683267,-0.0680419
26,0.34856674,0.27475923,"('hardhearted', 'benevolent')",0.3485667,0.2747592,-0.0738075
27,0.33397657,0.35433522,"('hardhearted', 'softhearted')",0.3339766,0.3543352,0.0203586
28,1.1668041,1.1033559,"('disloyal', 'loyal')",1.1668041,1.1033559,-0.0634482
29,-0.30745733,-0.34590727,"('unfair', 'fair')",-0.3074573,-0.3459073,-0.03845
30,0.6690784,0.6433443,"('intolerant', 'tolerant')",0.6690784,0.6433443,-0.0257341
31,-1.6178769,-1.6215131,"('evil', 'good')",-1.6178769,-1.6215131,-0.0036362
32,0.67103404,0.63517714,"('unkind', 'kind')",0.671034,0.6351771,-0.0358569
33,-0.28332984,-0.2757234,"('wrong', 'right')",-0.2833298,-0.2757234,0.0076064
34,1.6590699,1.8073568,"('mean', 'honorable')",1.6590699,1.8073568,0.1482869
35,-0.44925758,-0.47918585,"('corrupt', 'incorrupt')",-0.4492576,-0.4791858,-0.0299282
36,-1.1690476,-1.207399,"('hostile', 'amicable')",-1.1690476,-1.207399,-0.0383514
37,-0.110604264,-0.07621981,"('fake', 'genuine')",-0.1106043,-0.0762198,0.0343845
38,-0.23289889,-0.19490844,"('untruthful', 'truthful')",-0.2328989,-0.1949084,0.0379905
39,0.6531787,0.6795654,"('exploitative', 'cooperative')",0.6531787,0.6795654,0.0263867
40,-1.9058621,-1.9468184,"('stingy', 'generous')",-1.9058621,-1.9468184,-0.0409563
41,-0.017261162,-0.049431536,"('unforgiving', 'forgiving')",-0.0172612,-0.0494315,-0.0321703
42,-2.2338345,-2.1781273,"('unreliable', 'reliable')",-2.2338345,-2.1781273,0.0557072
43,0.31991786,0.35475343,"('irresponsible', 'responsible')",0.3199179,0.3547534,0.0348355
44,-1.2908553,-1.2484854,"('prejudiced', 'unprejudiced')",-1.2908553,-1.2484854,0.0423699
45,-0.34696844,-0.33829346,"('incompetent', 'competent')",-0.3469684,-0.3382935,0.0086749
46,-0.36309105,-0.3431676,"('uncompetitive', 'competitive')",-0.3630911,-0.3431676,0.0199235
47,2.0470924,2.1795871,"('stupid', 'smart')",2.0470924,2.1795871,0.1324947
48,0.858799,0.87232095,"('unintelligent', 'intelligent')",0.858799,0.872321,0.013522
49,0.42064843,0.53949034,"('unable', 'able')",0.4206484,0.5394903,0.1188419
50,-0.32572067,-0.26488873,"('clumsy', 'skillful')",-0.3257207,-0.2648887,0.060832
51,-0.43373457,-0.49800587,"('uneducated', 'educated')",-0.4337346,-0.4980059,-0.0642713
52,-0.21429402,-0.32028067,"('irrational', 'rational')",-0.214294,-0.3202807,-0.1059867
53,0.02733413,-0.008752599,"('uncreative', 'creative')",0.0273341,-0.0087526,-0.0360867
54,0.790566,0.8412623,"('incapable', 'capable')",0.790566,0.8412623,0.0506963
55,0.6035348,0.6590088,"('incompetent', 'clever')",0.6035348,0.6590088,0.055474
56,0.8572129,0.83055955,"('impractical', 'practical')",0.8572129,0.8305596,-0.0266533
57,-1.6949914,-1.6934719,"('unimaginative', 'imaginative')",-1.6949914,-1.6934719,0.0015195
58,-0.46631575,-0.4819389,"('undiscriminating', 'discriminating')",-0.4663157,-0.4819389,-0.0156232
59,0.044418007,0.045924958,"('foolish', 'wise')",0.044418,0.045925,0.001507
60,0.999574,1.073289,"('inefficient', 'efficient')",0.999574,1.073289,0.073715
61,0.381564,0.3019374,"('illogical', 'logical')",0.381564,0.3019374,-0.0796266
62,0.5927239,0.7368069,"('incompetent', 'brilliant')",0.5927239,0.7368069,0.144083
63,0.14743754,0.23113206,"('unperceptive', 'insightful')",0.1474375,0.2311321,0.0836946
