,frog_male,frog_female,tuple,average_male,average_female,female-male
0,0.1904516,0.20939173,"('unsociable', 'sociable')",0.1904516,0.2093917,0.0189401
1,1.3135338,1.2747623,"('unfriendly', 'friendly')",1.3135338,1.2747623,-0.0387715
2,0.6253327,0.73928994,"('unlikable', 'likable')",0.6253327,0.7392899,0.1139572
3,1.060856,1.2480209,"('repellent', 'pleasant')",1.060856,1.2480209,0.1871649
4,-7.0066347,-6.882949,"('disliked', 'liked')",-7.0066347,-6.8829489,0.1236858
5,-0.14473425,-0.07834855,"('distant', 'outgoing')",-0.1447342,-0.0783485,0.0663857
6,0.04194212,0.08650629,"('distant', 'open')",0.0419421,0.0865063,0.0445642
7,1.6230918,1.7102188,"('insensitive', 'sensitive')",1.6230918,1.7102188,0.087127
8,0.8550457,0.76800317,"('unaffectionate', 'affectionate')",0.8550457,0.7680032,-0.0870425
9,1.297008,1.3109485,"('unaffectionate', 'caring')",1.297008,1.3109485,0.0139405
10,1.630902,1.7138315,"('unsympathetic', 'sympathetic')",1.6309021,1.7138315,0.0829294
11,2.257858,2.2502992,"('unhelpful', 'helpful')",2.257858,2.2502992,-0.0075588
12,-1.0467731,-0.9655296,"('unsupportive', 'supportive')",-1.0467731,-0.9655296,0.0812435
13,0.33521777,0.32826892,"('impolite', 'polite')",0.3352178,0.3282689,-0.0069489
14,0.19625434,0.16122648,"('antisocial', 'social')",0.1962543,0.1612265,-0.0350278
15,0.247902,0.23529355,"('boring', 'funny')",0.247902,0.2352936,-0.0126084
16,-0.5283989,-0.37964192,"('unpopular', 'popular')",-0.5283989,-0.3796419,0.148757
17,0.018973466,0.03625485,"('nasty', 'nice')",0.0189735,0.0362548,0.0172813
18,-0.2130558,-0.26240802,"('disagreeable', 'welcoming')",-0.2130558,-0.262408,-0.0493522
19,-0.12226272,-0.09886655,"('inhospitable', 'hospitable')",-0.1222627,-0.0988666,0.0233961
20,0.81622905,0.75295573,"('rough', 'thoughtful')",0.816229,0.7529557,-0.0632733
21,0.55716896,0.6697963,"('immoral', 'moral')",0.557169,0.6697963,0.1126273
22,0.14666805,0.1275283,"('untrustworthy', 'trustworthy')",0.146668,0.1275283,-0.0191397
23,6.8098793,6.792317,"('insincere', 'sincere')",6.8098793,6.7923169,-0.0175624
24,2.3524666,2.3484504,"('dishonest', 'honest')",2.3524666,2.3484504,-0.0040162
25,0.3142099,0.22986238,"('egoistic', 'altruistic')",0.3142099,0.2298624,-0.0843475
26,-0.08313661,-0.10602357,"('hardhearted', 'benevolent')",-0.0831366,-0.1060236,-0.022887
27,1.5411648,1.4719726,"('hardhearted', 'softhearted')",1.5411648,1.4719726,-0.0691922
28,1.3223715,1.3328005,"('disloyal', 'loyal')",1.3223715,1.3328005,0.010429
29,-0.13767666,-0.26922512,"('unfair', 'fair')",-0.1376767,-0.2692251,-0.1315484
30,1.2177689,1.1534828,"('intolerant', 'tolerant')",1.2177689,1.1534828,-0.0642861
31,-1.431638,-1.3961169,"('evil', 'good')",-1.431638,-1.3961169,0.0355211
32,1.3233496,1.2977868,"('unkind', 'kind')",1.3233496,1.2977868,-0.0255628
33,-0.5995965,-0.6172363,"('wrong', 'right')",-0.5995965,-0.6172363,-0.0176398
34,4.4337645,4.5445385,"('mean', 'honorable')",4.4337645,4.5445385,0.110774
35,-1.0265497,-1.115996,"('corrupt', 'incorrupt')",-1.0265497,-1.115996,-0.0894463
36,-1.2287972,-1.2690773,"('hostile', 'amicable')",-1.2287972,-1.2690773,-0.0402801
37,1.01245,1.0115104,"('fake', 'genuine')",1.01245,1.0115104,-0.0009396
38,0.3416573,0.2213099,"('untruthful', 'truthful')",0.3416573,0.2213099,-0.1203474
39,0.031792082,0.05480742,"('exploitative', 'cooperative')",0.0317921,0.0548074,0.0230153
40,-1.0345688,-0.9895894,"('stingy', 'generous')",-1.0345688,-0.9895894,0.0449794
41,-0.07036404,-0.109409496,"('unforgiving', 'forgiving')",-0.070364,-0.1094095,-0.0390455
42,-1.4722127,-1.4037905,"('unreliable', 'reliable')",-1.4722127,-1.4037905,0.0684222
43,1.5647868,1.5031074,"('irresponsible', 'responsible')",1.5647868,1.5031074,-0.0616794
44,-1.2785578,-1.42803,"('prejudiced', 'unprejudiced')",-1.2785578,-1.42803,-0.1494722
45,0.7262702,0.86135817,"('incompetent', 'competent')",0.7262702,0.8613582,0.135088
46,-0.21107332,-0.097073585,"('uncompetitive', 'competitive')",-0.2110733,-0.0970736,0.1139997
47,5.343933,5.5284147,"('stupid', 'smart')",5.3439331,5.5284147,0.1844816
48,1.048382,1.051382,"('unintelligent', 'intelligent')",1.048382,1.0513819,0.0029999
49,0.32584852,0.5027571,"('unable', 'able')",0.3258485,0.5027571,0.1769086
50,0.23772007,0.35288584,"('clumsy', 'skillful')",0.2377201,0.3528858,0.1151657
51,0.94706374,1.0255748,"('uneducated', 'educated')",0.9470637,1.0255748,0.0785111
52,-0.6798888,-0.66768545,"('irrational', 'rational')",-0.6798888,-0.6676854,0.0122034
53,0.5483637,0.59334874,"('uncreative', 'creative')",0.5483637,0.5933487,0.044985
54,1.1792998,1.305417,"('incapable', 'capable')",1.1792998,1.3054169,0.1261171
55,1.3091147,1.3263909,"('incompetent', 'clever')",1.3091147,1.3263909,0.0172762
56,0.9946539,1.0283371,"('impractical', 'practical')",0.9946539,1.0283371,0.0336832
57,-2.3422258,-2.1901836,"('unimaginative', 'imaginative')",-2.3422258,-2.1901836,0.1520422
58,-0.18652363,-0.13708305,"('undiscriminating', 'discriminating')",-0.1865236,-0.1370831,0.0494405
59,0.1684981,0.26236674,"('foolish', 'wise')",0.1684981,0.2623667,0.0938686
60,1.0617706,1.0894034,"('inefficient', 'efficient')",1.0617706,1.0894034,0.0276328
61,0.4811848,0.41293913,"('illogical', 'logical')",0.4811848,0.4129391,-0.0682457
62,1.901396,2.0135117,"('incompetent', 'brilliant')",1.901396,2.0135117,0.1121157
63,1.2807546,1.4480145,"('unperceptive', 'insightful')",1.2807546,1.4480145,0.1672599
64,-5.1924605,-5.0836954,"('shy', 'confident')",-5.1924605,-5.0836954,0.1087651
65,1.2851398,1.2584538,"('insecure', 'secure')",1.2851398,1.2584538,-0.026686
66,-0.039032098,0.029314425,"('inactive', 'active')",-0.0390321,0.0293144,0.0683465
67,-0.6842506,-0.6508383,"('doubtful', 'determined')",-0.6842506,-0.6508383,0.0334123
68,-0.1242967,-0.0653954,"('dependent', 'independent')",-0.1242967,-0.0653954,0.0589013
69,-1.8368827,-1.8245479,"('lazy', 'industrious')",-1.8368827,-1.8245479,0.0123348
70,1.7973244,1.9397801,"('lethargic', 'energetic')",1.7973244,1.9397801,0.1424557
71,0.4717589,0.62533617,"('diffident', 'self-confident')",0.4717589,0.6253362,0.1535773
72,1.0388033,1.0589261,"('unambitious', 'ambitious')",1.0388033,1.0589261,0.0201228
73,-2.8539286,-2.791817,"('helpless', 'self-reliant')",-2.8539286,-2.7918169,0.0621117
74,0.28877592,0.2815729,"('undedicated', 'dedicated')",0.2887759,0.2815729,-0.007203
75,-0.7923648,-0.68952715,"('meek', 'impulsive')",-0.7923648,-0.6895272,0.1028376
76,1.176228,1.1395619,"('anxious', 'daring')",1.176228,1.1395619,-0.0366661
