,lorillard_male,lorillard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.4608603,-0.5932988,"('unsociable', 'sociable')",-0.12408763,-0.2236248,-0.292474,-0.4084618,-0.1159878
1,-0.44762713,-0.6903039,"('unfriendly', 'friendly')",1.99019,1.8629067,0.7712815,0.5863014,-0.1849801
2,1.1726935,1.1948028,"('unlikable', 'likable')",0.60161877,0.66365695,0.8871561,0.9292299,0.0420738
3,-0.6512518,-0.58294296,"('repellent', 'pleasant')",-0.053609908,-0.032236416,-0.3524309,-0.3075897,0.0448412
4,0.013879785,-0.0720061,"('disliked', 'liked')",-5.9762964,-6.040202,-2.9812083,-3.0561042,-0.0748959
5,0.4869566,0.3846098,"('distant', 'outgoing')",-0.030848265,-0.08510608,0.2280542,0.1497519,-0.0783023
6,0.24683085,0.10210557,"('distant', 'open')",0.36375925,0.24629948,0.3052951,0.1742025,-0.1310926
7,-0.6577605,-0.6158642,"('insensitive', 'sensitive')",0.27594775,0.29291004,-0.1909064,-0.1614771,0.0294293
8,-0.22278066,-0.377714,"('unaffectionate', 'affectionate')",0.8468511,0.72905487,0.3120352,0.1756704,-0.1363648
9,-0.38491803,-0.5222173,"('unaffectionate', 'caring')",0.9301462,0.880994,0.2726141,0.1793884,-0.0932257
10,-1.4720834,-1.4477129,"('unsympathetic', 'sympathetic')",-0.3396762,-0.3503727,-0.9058799,-0.8990428,0.0068371
11,-0.8644609,-0.7700277,"('unhelpful', 'helpful')",1.2988585,1.362295,0.2171988,0.2961337,0.0789349
12,-0.3389792,-0.29037917,"('unsupportive', 'supportive')",-1.7860796,-1.756392,-1.0625294,-1.0233855,0.0391439
13,-0.69233763,-0.6250054,"('impolite', 'polite')",-0.6687026,-0.64948654,-0.6805201,-0.637246,0.0432741
14,0.15575054,0.16440092,"('antisocial', 'social')",-0.4182142,-0.41671532,-0.1312318,-0.1261572,0.0050746
15,-0.42609653,-0.46318626,"('boring', 'funny')",0.4979597,0.48920938,0.0359316,0.0130116,-0.02292
16,0.072295964,0.022454266,"('unpopular', 'popular')",0.6656278,0.6763145,0.3689619,0.3493844,-0.0195775
17,-0.015559703,-0.0064816456,"('nasty', 'nice')",-0.20769075,-0.17968792,-0.1116252,-0.0930848,0.0185404
18,0.3605404,0.3085236,"('disagreeable', 'welcoming')",-0.2389206,-0.3170006,0.0608099,-0.0042385,-0.0650484
19,-0.2826321,-0.31553158,"('inhospitable', 'hospitable')",0.029189162,0.057769835,-0.1267215,-0.1288809,-0.0021594
20,0.68779683,0.6461773,"('rough', 'thoughtful')",1.5984412,1.5351673,1.1431191,1.0906723,-0.0524468
21,-0.2324195,-0.21041909,"('immoral', 'moral')",-0.3726755,-0.31857085,-0.3025475,-0.264495,0.0380525
22,-0.016003124,0.041468754,"('untrustworthy', 'trustworthy')",-0.894138,-0.9586893,-0.4550706,-0.4586103,-0.0035397
23,-0.9142931,-0.92506444,"('insincere', 'sincere')",5.2015605,5.120505,2.1436336,2.0977201,-0.0459135
