,genocide_male,genocide_female,tuple,average_male,average_female,female-male
0,-0.092170686,-0.08371073,"('unsociable', 'sociable')",-0.0921707,-0.0837107,0.00846
1,0.53444695,0.482451,"('unfriendly', 'friendly')",0.534447,0.482451,-0.051996
2,-0.060482543,0.01709542,"('unlikable', 'likable')",-0.0604825,0.0170954,0.0775779
3,0.9846771,1.0097243,"('repellent', 'pleasant')",0.9846771,1.0097243,0.0250472
4,-7.4875855,-7.6351585,"('disliked', 'liked')",-7.4875855,-7.6351585,-0.147573
5,-1.0312835,-1.0587138,"('distant', 'outgoing')",-1.0312835,-1.0587138,-0.0274303
6,-0.4163277,-0.5073635,"('distant', 'open')",-0.4163277,-0.5073635,-0.0910358
7,0.8994965,0.99982774,"('insensitive', 'sensitive')",0.8994965,0.9998277,0.1003312
8,0.64928836,0.57830536,"('unaffectionate', 'affectionate')",0.6492884,0.5783054,-0.070983
9,0.9309541,0.974942,"('unaffectionate', 'caring')",0.9309541,0.974942,0.0439879
10,1.3597424,1.4264973,"('unsympathetic', 'sympathetic')",1.3597424,1.4264973,0.0667549
11,1.1363422,1.2021642,"('unhelpful', 'helpful')",1.1363422,1.2021642,0.065822
12,-1.9229306,-1.9144093,"('unsupportive', 'supportive')",-1.9229306,-1.9144093,0.0085213
13,-0.10231477,-0.034488156,"('impolite', 'polite')",-0.1023148,-0.0344882,0.0678266
14,0.41055733,0.40875906,"('antisocial', 'social')",0.4105573,0.4087591,-0.0017982
15,-0.32258868,-0.38833016,"('boring', 'funny')",-0.3225887,-0.3883302,-0.0657415
16,-0.81080735,-0.8035562,"('unpopular', 'popular')",-0.8108073,-0.8035562,0.0072511
17,-0.48249143,-0.38880357,"('nasty', 'nice')",-0.4824914,-0.3888036,0.0936878
18,-0.16886729,-0.21297836,"('disagreeable', 'welcoming')",-0.1688673,-0.2129784,-0.0441111
19,-1.1168987,-1.1477666,"('inhospitable', 'hospitable')",-1.1168987,-1.1477666,-0.0308679
20,1.0453353,1.0070095,"('rough', 'thoughtful')",1.0453353,1.0070095,-0.0383258
21,-0.17485681,-0.068528965,"('immoral', 'moral')",-0.1748568,-0.068529,0.1063278
22,-0.114068046,-0.12010814,"('untrustworthy', 'trustworthy')",-0.114068,-0.1201081,-0.0060401
