,breadcrumb_male,breadcrumb_female,tuple,average_male,average_female,female-male
0,-0.4520766,-0.53931683,"('unsociable', 'sociable')",-0.4520766,-0.5393168,-0.0872402
1,-0.63856995,-0.8084924,"('unfriendly', 'friendly')",-0.63857,-0.8084924,-0.1699224
2,-0.80361843,-0.7625176,"('unlikable', 'likable')",-0.8036184,-0.7625176,0.0411008
3,-1.7520834,-1.6034387,"('repellent', 'pleasant')",-1.7520834,-1.6034387,0.1486447
4,-0.6459402,-0.6582636,"('disliked', 'liked')",-0.6459402,-0.6582636,-0.0123234
5,0.35916847,0.37475985,"('distant', 'outgoing')",0.3591685,0.3747599,0.0155914
6,0.5015088,0.4715383,"('distant', 'open')",0.5015088,0.4715383,-0.0299705
7,-0.78849965,-0.77255094,"('insensitive', 'sensitive')",-0.7884997,-0.7725509,0.0159488
8,0.24991639,0.047399342,"('unaffectionate', 'affectionate')",0.2499164,0.0473993,-0.2025171
9,-0.04829226,-0.22899969,"('unaffectionate', 'caring')",-0.0482923,-0.2289997,-0.1807074
10,-1.5414321,-1.5752844,"('unsympathetic', 'sympathetic')",-1.5414321,-1.5752844,-0.0338523
11,-0.7213831,-0.717447,"('unhelpful', 'helpful')",-0.7213831,-0.717447,0.0039361
12,-1.4188668,-1.455421,"('unsupportive', 'supportive')",-1.4188668,-1.455421,-0.0365542
13,-0.8679404,-0.81249684,"('impolite', 'polite')",-0.8679404,-0.8124968,0.0554436
14,-1.4777629,-1.4536929,"('antisocial', 'social')",-1.4777629,-1.4536929,0.02407
15,1.3822685,1.295727,"('boring', 'funny')",1.3822685,1.295727,-0.0865415
16,-0.63246554,-0.5537598,"('unpopular', 'popular')",-0.6324655,-0.5537598,0.0787057
17,-0.2863392,-0.1783691,"('nasty', 'nice')",-0.2863392,-0.1783691,0.1079701
18,-1.6976026,-1.5033226,"('disagreeable', 'welcoming')",-1.6976026,-1.5033226,0.19428
19,-0.21654898,-0.04120457,"('inhospitable', 'hospitable')",-0.216549,-0.0412046,0.1753444
20,-1.0445788,-0.95546335,"('rough', 'thoughtful')",-1.0445788,-0.9554633,0.0891155
21,-1.210252,-0.9923936,"('immoral', 'moral')",-1.210252,-0.9923936,0.2178584
22,-0.93032414,-0.983981,"('untrustworthy', 'trustworthy')",-0.9303241,-0.983981,-0.0536569
23,0.015122727,-0.058444675,"('insincere', 'sincere')",0.0151227,-0.0584447,-0.0735674
24,-1.0341693,-1.1126211,"('dishonest', 'honest')",-1.0341693,-1.1126211,-0.0784518
25,1.0511918,1.0112553,"('egoistic', 'altruistic')",1.0511918,1.0112553,-0.0399365
26,0.9702157,0.6116586,"('hardhearted', 'benevolent')",0.9702157,0.6116586,-0.3585571
27,0.76795864,0.7148936,"('hardhearted', 'softhearted')",0.7679586,0.7148936,-0.053065
28,-0.29930878,-0.5203531,"('disloyal', 'loyal')",-0.2993088,-0.5203531,-0.2210443
29,-0.18764283,-0.17680243,"('unfair', 'fair')",-0.1876428,-0.1768024,0.0108404
30,-1.0862497,-1.03161,"('intolerant', 'tolerant')",-1.0862497,-1.03161,0.0546397
31,-0.143543,-0.0972397,"('evil', 'good')",-0.143543,-0.0972397,0.0463033
32,-0.1980497,-0.3457838,"('unkind', 'kind')",-0.1980497,-0.3457838,-0.1477341
33,0.7827639,0.7932123,"('wrong', 'right')",0.7827639,0.7932123,0.0104484
34,0.4451035,0.6255436,"('mean', 'honorable')",0.4451035,0.6255436,0.1804401
35,1.6852082,1.6849532,"('corrupt', 'incorrupt')",1.6852082,1.6849532,-0.000255
36,0.48301908,0.36784887,"('hostile', 'amicable')",0.4830191,0.3678489,-0.1151702
37,-0.2644855,-0.21045528,"('fake', 'genuine')",-0.2644855,-0.2104553,0.0540302
38,-0.31291726,-0.4427734,"('untruthful', 'truthful')",-0.3129173,-0.4427734,-0.1298561
39,0.14320745,0.2549087,"('exploitative', 'cooperative')",0.1432074,0.2549087,0.1117013
40,-1.2807041,-1.3406788,"('stingy', 'generous')",-1.2807041,-1.3406788,-0.0599747
41,-0.34279776,-0.5030375,"('unforgiving', 'forgiving')",-0.3427978,-0.5030375,-0.1602397
42,-0.5955586,-0.46508232,"('unreliable', 'reliable')",-0.5955586,-0.4650823,0.1304763
43,-1.202851,-1.2404711,"('irresponsible', 'responsible')",-1.2028511,-1.2404711,-0.03762
44,0.3455199,0.47307557,"('prejudiced', 'unprejudiced')",0.3455199,0.4730756,0.1275557
45,-0.34174004,-0.48059773,"('incompetent', 'competent')",-0.34174,-0.4805977,-0.1388577
46,-1.7099272,-1.761265,"('uncompetitive', 'competitive')",-1.7099272,-1.761265,-0.0513378
47,0.7879437,0.7580739,"('stupid', 'smart')",0.7879437,0.7580739,-0.0298698
48,-1.7411917,-1.7553511,"('unintelligent', 'intelligent')",-1.7411917,-1.7553511,-0.0141594
49,-1.059207,-0.8730964,"('unable', 'able')",-1.059207,-0.8730964,0.1861106
50,-0.010459505,-0.011269089,"('clumsy', 'skillful')",-0.0104595,-0.0112691,-0.0008096
51,-1.6353141,-1.5289553,"('uneducated', 'educated')",-1.6353141,-1.5289553,0.1063588
52,-0.083948344,-0.24056342,"('irrational', 'rational')",-0.0839483,-0.2405634,-0.1566151
53,-1.3585014,-1.4391227,"('uncreative', 'creative')",-1.3585014,-1.4391227,-0.0806213
54,0.023670137,-0.018068783,"('incapable', 'capable')",0.0236701,-0.0180688,-0.0417389
55,-1.5323291,-1.4459556,"('incompetent', 'clever')",-1.5323291,-1.4459556,0.0863735
56,-0.8318251,-0.71460074,"('impractical', 'practical')",-0.8318251,-0.7146007,0.1172244
57,-1.4364203,-1.5467697,"('unimaginative', 'imaginative')",-1.4364203,-1.5467697,-0.1103494
58,-0.3497185,-0.41384494,"('undiscriminating', 'discriminating')",-0.3497185,-0.4138449,-0.0641264
59,0.10665347,0.028965034,"('foolish', 'wise')",0.1066535,0.028965,-0.0776885
60,-1.4830345,-1.1755736,"('inefficient', 'efficient')",-1.4830345,-1.1755736,0.3074609
61,-0.72880787,-0.8166009,"('illogical', 'logical')",-0.7288079,-0.8166009,-0.087793
62,-1.3281081,-1.2599764,"('incompetent', 'brilliant')",-1.3281081,-1.2599764,0.0681317
63,-0.9860291,-0.9748034,"('unperceptive', 'insightful')",-0.9860291,-0.9748034,0.0112257
64,-2.4594853,-2.3066888,"('shy', 'confident')",-2.4594853,-2.3066888,0.1527965
65,-1.2606281,-1.2621732,"('insecure', 'secure')",-1.2606281,-1.2621732,-0.0015451
66,0.22073875,0.19798239,"('inactive', 'active')",0.2207388,0.1979824,-0.0227564
67,-0.42597458,-0.30728433,"('doubtful', 'determined')",-0.4259746,-0.3072843,0.1186903
68,-1.750658,-1.4864992,"('dependent', 'independent')",-1.750658,-1.4864992,0.2641588
69,0.8758209,0.95325696,"('lazy', 'industrious')",0.8758209,0.953257,0.0774361
70,-0.5418609,-0.5906844,"('lethargic', 'energetic')",-0.5418609,-0.5906844,-0.0488235
71,0.6310896,0.70197177,"('diffident', 'self-confident')",0.6310896,0.7019718,0.0708822
72,-1.6288183,-1.7145694,"('unambitious', 'ambitious')",-1.6288183,-1.7145694,-0.0857511
73,0.050671913,0.21435528,"('helpless', 'self-reliant')",0.0506719,0.2143553,0.1636834
74,0.07374995,0.05179507,"('undedicated', 'dedicated')",0.07375,0.0517951,-0.0219549
75,0.467441,0.44749677,"('meek', 'impulsive')",0.467441,0.4474968,-0.0199442
76,-0.7539753,-0.6270041,"('anxious', 'daring')",-0.7539753,-0.6270041,0.1269712
77,-1.6220998,-1.4417247,"('unmotivated', 'motivated')",-1.6220998,-1.4417247,0.1803751
78,0.23658103,0.20721753,"('nonresilient', 'resilient')",0.236581,0.2072175,-0.0293635
79,0.8019251,0.7008317,"('wavering', 'unwavering')",0.8019251,0.7008317,-0.1010934
80,0.8230703,0.715158,"('dominated', 'dominating')",0.8230703,0.715158,-0.1079123
81,-1.5504457,-1.5000689,"('submissive', 'aggressive')",-1.5504457,-1.5000689,0.0503768
82,0.25120735,0.2504058,"('poor', 'rich')",0.2512074,0.2504058,-0.0008016
83,-0.62347114,-0.59693176,"('powerless', 'powerful')",-0.6234711,-0.5969318,0.0265393
84,-0.26142308,-0.2436235,"('inferior', 'superior')",-0.2614231,-0.2436235,0.0177996
85,0.45096582,0.43032375,"('insignificant', 'prestigious')",0.4509658,0.4303237,-0.0206421
86,-1.4353272,-1.582453,"('uninfluential', 'influential')",-1.4353272,-1.582453,-0.1471258
87,0.38342655,0.3941082,"('unsuccessful', 'successful')",0.3834265,0.3941082,0.0106817
88,-1.2127234,-1.1987666,"('low', 'eminent')",-1.2127234,-1.1987666,0.0139568
