,anywhere_male,anywhere_female,tuple,average_male,average_female,female-male
0,0.49431658,0.2300503,"('unsociable', 'sociable')",0.4943166,0.2300503,-0.2642663
1,1.6829306,1.791392,"('unfriendly', 'friendly')",1.6829306,1.791392,0.1084614
2,0.16385862,0.25410724,"('unlikable', 'likable')",0.1638586,0.2541072,0.0902486
3,0.5677908,0.672508,"('repellent', 'pleasant')",0.5677908,0.672508,0.1047172
4,-7.3910666,-7.2895346,"('disliked', 'liked')",-7.3910666,-7.2895346,0.101532
5,-0.36566034,0.050947897,"('distant', 'outgoing')",-0.3656603,0.0509479,0.4166082
6,0.3783057,0.8763759,"('distant', 'open')",0.3783057,0.8763759,0.4980702
7,1.2747227,1.2760409,"('insensitive', 'sensitive')",1.2747227,1.2760409,0.0013182
8,1.4077172,1.39982,"('unaffectionate', 'affectionate')",1.4077172,1.39982,-0.0078972
9,1.8792608,2.1031282,"('unaffectionate', 'caring')",1.8792608,2.1031282,0.2238674
10,1.1593025,0.9709926,"('unsympathetic', 'sympathetic')",1.1593025,0.9709926,-0.1883099
11,2.3438709,2.3943667,"('unhelpful', 'helpful')",2.3438709,2.3943667,0.0504958
12,-1.2766438,-1.2001269,"('unsupportive', 'supportive')",-1.2766438,-1.2001269,0.0765169
13,0.583621,0.2272941,"('impolite', 'polite')",0.583621,0.2272941,-0.3563269
14,0.01493448,-0.38166726,"('antisocial', 'social')",0.0149345,-0.3816673,-0.3966018
15,0.6668756,0.52177566,"('boring', 'funny')",0.6668756,0.5217757,-0.1450999
16,-0.43633696,-0.344099,"('unpopular', 'popular')",-0.436337,-0.344099,0.092238
17,-0.67865276,-0.7877015,"('nasty', 'nice')",-0.6786528,-0.7877015,-0.1090487
18,-0.5723737,-0.6737233,"('disagreeable', 'welcoming')",-0.5723737,-0.6737233,-0.1013496
19,-0.50493073,-0.25599176,"('inhospitable', 'hospitable')",-0.5049307,-0.2559918,0.2489389
20,0.45073825,0.31472638,"('rough', 'thoughtful')",0.4507383,0.3147264,-0.1360119
21,-0.10283024,-0.131193,"('immoral', 'moral')",-0.1028302,-0.131193,-0.0283628
22,0.17242937,0.08495471,"('untrustworthy', 'trustworthy')",0.1724294,0.0849547,-0.0874747
23,7.1214128,7.15171,"('insincere', 'sincere')",7.1214128,7.15171,0.0302972
24,2.436435,2.4314842,"('dishonest', 'honest')",2.436435,2.4314842,-0.0049508
25,0.13014033,0.0019434988,"('egoistic', 'altruistic')",0.1301403,0.0019435,-0.1281968
26,1.108511,0.79391205,"('hardhearted', 'benevolent')",1.108511,0.7939121,-0.3145989
27,2.1352034,2.048611,"('hardhearted', 'softhearted')",2.1352034,2.0486109,-0.0865925
28,1.7313006,1.7142671,"('disloyal', 'loyal')",1.7313006,1.7142671,-0.0170335
