,equipment_male,equipment_female,tuple,average_male,average_female,female-male
0,-0.1256332,-0.2455356,"('unsociable', 'sociable')",-0.1256332,-0.2455356,-0.1199024
1,1.2839637,1.1765118,"('unfriendly', 'friendly')",1.2839637,1.1765118,-0.1074519
2,0.24971251,0.2921005,"('unlikable', 'likable')",0.2497125,0.2921005,0.042388
3,-0.23725472,-0.14521128,"('repellent', 'pleasant')",-0.2372547,-0.1452113,0.0920434
4,-6.738963,-7.002332,"('disliked', 'liked')",-6.7389631,-7.0023322,-0.2633691
5,-0.6776511,-0.7110891,"('distant', 'outgoing')",-0.6776511,-0.7110891,-0.033438
6,-0.33346513,-0.34760183,"('distant', 'open')",-0.3334651,-0.3476018,-0.0141367
7,0.83097,0.9434471,"('insensitive', 'sensitive')",0.83097,0.9434471,0.1124771
8,0.8941319,0.77251184,"('unaffectionate', 'affectionate')",0.8941319,0.7725118,-0.1216201
9,1.6852173,1.6126704,"('unaffectionate', 'caring')",1.6852173,1.6126704,-0.0725469
10,0.4431763,0.5396793,"('unsympathetic', 'sympathetic')",0.4431763,0.5396793,0.096503
11,2.1602516,2.2346008,"('unhelpful', 'helpful')",2.1602516,2.2346008,0.0743492
12,-1.2759743,-1.3380628,"('unsupportive', 'supportive')",-1.2759743,-1.3380628,-0.0620885
13,-0.041964427,-0.028191686,"('impolite', 'polite')",-0.0419644,-0.0281917,0.0137727
14,0.29344493,0.27317813,"('antisocial', 'social')",0.2934449,0.2731781,-0.0202668
15,-0.066113666,-0.18815874,"('boring', 'funny')",-0.0661137,-0.1881587,-0.122045
16,-0.23237684,-0.36186513,"('unpopular', 'popular')",-0.2323768,-0.3618651,-0.1294883
17,-0.6267865,-0.60146695,"('nasty', 'nice')",-0.6267865,-0.601467,0.0253195
18,-1.0098144,-1.0303271,"('disagreeable', 'welcoming')",-1.0098144,-1.0303271,-0.0205127
19,-0.941987,-0.8787492,"('inhospitable', 'hospitable')",-0.941987,-0.8787492,0.0632378
20,0.5763737,0.6034496,"('rough', 'thoughtful')",0.5763737,0.6034496,0.0270759
21,-0.25838208,-0.11579781,"('immoral', 'moral')",-0.2583821,-0.1157978,0.1425843
22,-0.9958624,-0.9765631,"('untrustworthy', 'trustworthy')",-0.9958624,-0.9765631,0.0192993
23,5.9068584,6.065822,"('insincere', 'sincere')",5.9068584,6.0658221,0.1589637
24,1.0534143,1.0997651,"('dishonest', 'honest')",1.0534143,1.0997651,0.0463508
25,0.7054078,0.6354656,"('egoistic', 'altruistic')",0.7054078,0.6354656,-0.0699422
26,1.8482248,1.740287,"('hardhearted', 'benevolent')",1.8482248,1.7402869,-0.1079379
27,0.934884,0.9331154,"('hardhearted', 'softhearted')",0.934884,0.9331154,-0.0017686
28,1.4364331,1.3572949,"('disloyal', 'loyal')",1.4364331,1.3572949,-0.0791382
29,-1.1766741,-1.2911954,"('unfair', 'fair')",-1.1766741,-1.2911954,-0.1145213
30,1.0830046,1.175955,"('intolerant', 'tolerant')",1.0830046,1.1759551,0.0929505
31,-1.532037,-1.6277486,"('evil', 'good')",-1.532037,-1.6277486,-0.0957116
32,0.9617865,0.9848948,"('unkind', 'kind')",0.9617865,0.9848948,0.0231083
33,0.33793208,0.16195819,"('wrong', 'right')",0.3379321,0.1619582,-0.1759739
34,4.3716807,4.6774516,"('mean', 'honorable')",4.3716807,4.6774516,0.3057709
35,-0.76774263,-1.0262841,"('corrupt', 'incorrupt')",-0.7677426,-1.0262841,-0.2585415
36,-0.46876726,-0.68421227,"('hostile', 'amicable')",-0.4687673,-0.6842123,-0.215445
37,0.40337113,0.4535902,"('fake', 'genuine')",0.4033711,0.4535902,0.0502191
38,0.58146274,0.54534936,"('untruthful', 'truthful')",0.5814627,0.5453494,-0.0361133
39,-0.10015176,0.028839018,"('exploitative', 'cooperative')",-0.1001518,0.028839,0.1289908
40,-1.8522682,-1.9497656,"('stingy', 'generous')",-1.8522682,-1.9497656,-0.0974974
41,0.17483638,0.08427957,"('unforgiving', 'forgiving')",0.1748364,0.0842796,-0.0905568
42,-3.1145072,-3.0252466,"('unreliable', 'reliable')",-3.1145072,-3.0252466,0.0892606
43,0.6362468,0.7529957,"('irresponsible', 'responsible')",0.6362468,0.7529957,0.1167489
44,-1.560024,-1.4669373,"('prejudiced', 'unprejudiced')",-1.560024,-1.4669373,0.0930867
45,0.31484878,0.23453492,"('incompetent', 'competent')",0.3148488,0.2345349,-0.0803139
46,-0.96650994,-0.9372207,"('uncompetitive', 'competitive')",-0.9665099,-0.9372207,0.0292892
47,5.130535,5.3433385,"('stupid', 'smart')",5.1305351,5.3433385,0.2128034
48,0.4794548,0.48607585,"('unintelligent', 'intelligent')",0.4794548,0.4860758,0.006621
49,-0.695426,-0.5568716,"('unable', 'able')",-0.695426,-0.5568716,0.1385544
50,-0.43091348,-0.48423234,"('clumsy', 'skillful')",-0.4309135,-0.4842323,-0.0533188
51,0.15751866,0.1414316,"('uneducated', 'educated')",0.1575187,0.1414316,-0.0160871
52,-0.5838905,-0.80197245,"('irrational', 'rational')",-0.5838905,-0.8019724,-0.2180819
53,-0.12006898,-0.13282077,"('uncreative', 'creative')",-0.120069,-0.1328208,-0.0127518
54,0.5507524,0.62375796,"('incapable', 'capable')",0.5507524,0.623758,0.0730056
55,0.046741176,0.13200971,"('incompetent', 'clever')",0.0467412,0.1320097,0.0852685
56,0.8105809,0.8478813,"('impractical', 'practical')",0.8105809,0.8478813,0.0373004
57,-2.9296803,-2.9949257,"('unimaginative', 'imaginative')",-2.9296803,-2.9949257,-0.0652454
58,0.6543286,0.59887856,"('undiscriminating', 'discriminating')",0.6543286,0.5988786,-0.05545
59,-0.022298383,-0.1331938,"('foolish', 'wise')",-0.0222984,-0.1331938,-0.1108954
60,0.77973753,0.9879994,"('inefficient', 'efficient')",0.7797375,0.9879994,0.2082619
61,0.2614472,0.098612934,"('illogical', 'logical')",0.2614472,0.0986129,-0.1628343
62,0.45550117,0.6342198,"('incompetent', 'brilliant')",0.4555012,0.6342198,0.1787186
63,0.2840729,0.3301066,"('unperceptive', 'insightful')",0.2840729,0.3301066,0.0460337
64,-5.554579,-5.7381554,"('shy', 'confident')",-5.5545788,-5.7381554,-0.1835766
65,-0.07206756,0.06293662,"('insecure', 'secure')",-0.0720676,0.0629366,0.1350042
66,-0.3491239,-0.41924775,"('inactive', 'active')",-0.3491239,-0.4192477,-0.0701238
67,0.13655245,0.15962565,"('doubtful', 'determined')",0.1365525,0.1596256,0.0230731
68,-1.7820363,-1.7490335,"('dependent', 'independent')",-1.7820363,-1.7490335,0.0330028
69,-1.0903549,-1.2096643,"('lazy', 'industrious')",-1.0903549,-1.2096643,-0.1193094
70,0.40878883,0.4653029,"('lethargic', 'energetic')",0.4087888,0.4653029,0.0565141
71,0.5919887,0.60269517,"('diffident', 'self-confident')",0.5919887,0.6026952,0.0107065
72,0.5290283,0.6241927,"('unambitious', 'ambitious')",0.5290283,0.6241927,0.0951644
73,-3.1503155,-3.1818979,"('helpless', 'self-reliant')",-3.1503155,-3.1818979,-0.0315824
74,-0.0053253807,-0.06840782,"('undedicated', 'dedicated')",-0.0053254,-0.0684078,-0.0630824
75,-1.0398668,-1.0210742,"('meek', 'impulsive')",-1.0398668,-1.0210742,0.0187926
76,-0.5796876,-0.4109968,"('anxious', 'daring')",-0.5796876,-0.4109968,0.1686908
77,-1.0326172,-0.97034043,"('unmotivated', 'motivated')",-1.0326172,-0.9703404,0.0622768
78,-0.3789839,-0.456135,"('nonresilient', 'resilient')",-0.3789839,-0.456135,-0.0771511
