,manipulation_male,manipulation_female,tuple,average_male,average_female,female-male
0,0.3275115,0.2664665,"('unsociable', 'sociable')",0.3275115,0.2664665,-0.061045
1,0.77642024,0.810727,"('unfriendly', 'friendly')",0.7764202,0.810727,0.0343068
2,-0.053686075,0.09583761,"('unlikable', 'likable')",-0.0536861,0.0958376,0.1495237
3,1.1321985,1.2232183,"('repellent', 'pleasant')",1.1321985,1.2232183,0.0910198
4,-7.774867,-8.006005,"('disliked', 'liked')",-7.7748671,-8.0060053,-0.2311382
5,-1.1675538,-1.0986629,"('distant', 'outgoing')",-1.1675538,-1.0986629,0.0688909
6,-0.65322924,-0.6693813,"('distant', 'open')",-0.6532292,-0.6693813,-0.0161521
7,1.5482892,1.5438464,"('insensitive', 'sensitive')",1.5482892,1.5438464,-0.0044428
8,0.9708273,0.96795046,"('unaffectionate', 'affectionate')",0.9708273,0.9679505,-0.0028768
9,1.4170104,1.5658907,"('unaffectionate', 'caring')",1.4170104,1.5658907,0.1488803
10,1.5951614,1.6021715,"('unsympathetic', 'sympathetic')",1.5951614,1.6021715,0.0070101
11,1.7919478,2.013051,"('unhelpful', 'helpful')",1.7919478,2.013051,0.2211032
12,-1.4500223,-1.338546,"('unsupportive', 'supportive')",-1.4500223,-1.338546,0.1114763
13,0.4086824,0.5515179,"('impolite', 'polite')",0.4086824,0.5515179,0.1428355
14,0.6791134,0.5306756,"('antisocial', 'social')",0.6791134,0.5306756,-0.1484378
15,0.5095883,0.45359883,"('boring', 'funny')",0.5095883,0.4535988,-0.0559895
16,-1.1597124,-0.9791365,"('unpopular', 'popular')",-1.1597124,-0.9791365,0.1805759
17,-0.6889528,-0.827028,"('nasty', 'nice')",-0.6889528,-0.827028,-0.1380752
18,-0.7691656,-0.7290054,"('disagreeable', 'welcoming')",-0.7691656,-0.7290054,0.0401602
19,-1.2745826,-1.1501542,"('inhospitable', 'hospitable')",-1.2745826,-1.1501542,0.1244284
20,1.014408,0.8194067,"('rough', 'thoughtful')",1.014408,0.8194067,-0.1950013
21,0.31801406,0.4780446,"('immoral', 'moral')",0.3180141,0.4780446,0.1600305
22,-0.078885205,-0.059465855,"('untrustworthy', 'trustworthy')",-0.0788852,-0.0594659,0.0194193
23,6.5650134,6.9011197,"('insincere', 'sincere')",6.5650134,6.9011197,0.3361063
24,1.4455297,1.4608301,"('dishonest', 'honest')",1.4455297,1.4608301,0.0153004
25,0.6277967,0.6119492,"('egoistic', 'altruistic')",0.6277967,0.6119492,-0.0158475
26,1.0306234,0.72971505,"('hardhearted', 'benevolent')",1.0306234,0.729715,-0.3009084
27,1.7891628,1.6470516,"('hardhearted', 'softhearted')",1.7891628,1.6470516,-0.1421112
28,1.2603232,1.0877627,"('disloyal', 'loyal')",1.2603232,1.0877627,-0.1725605
29,-0.6627391,-0.98243225,"('unfair', 'fair')",-0.6627391,-0.9824322,-0.3196931
30,1.3582631,1.4341336,"('intolerant', 'tolerant')",1.3582631,1.4341336,0.0758705
31,-2.1140854,-2.3493083,"('evil', 'good')",-2.1140854,-2.3493083,-0.2352229
32,1.2123362,1.1303129,"('unkind', 'kind')",1.2123362,1.1303129,-0.0820233
33,-0.49274188,-0.5063409,"('wrong', 'right')",-0.4927419,-0.5063409,-0.013599
34,4.2118754,4.7276435,"('mean', 'honorable')",4.2118754,4.7276435,0.5157681
35,-1.7179091,-2.0400214,"('corrupt', 'incorrupt')",-1.7179091,-2.0400214,-0.3221123
36,-1.447573,-1.6194143,"('hostile', 'amicable')",-1.4475729,-1.6194143,-0.1718414
37,1.0044904,0.80350465,"('fake', 'genuine')",1.0044904,0.8035046,-0.2009858
38,-0.72147155,-0.5177529,"('untruthful', 'truthful')",-0.7214715,-0.5177529,0.2037186
39,0.15627164,0.02327478,"('exploitative', 'cooperative')",0.1562716,0.0232748,-0.1329968
40,-1.1983355,-1.4361259,"('stingy', 'generous')",-1.1983355,-1.4361259,-0.2377904
41,0.41979375,0.14180222,"('unforgiving', 'forgiving')",0.4197938,0.1418022,-0.2779916
42,-1.9492981,-1.9394282,"('unreliable', 'reliable')",-1.9492981,-1.9394282,0.0098699
43,1.3867283,1.5415498,"('irresponsible', 'responsible')",1.3867283,1.5415498,0.1548215
