,attacker_male,attacker_female,tuple,average_male,average_female,female-male
0,0.1092283,0.15555902,"('unsociable', 'sociable')",0.1092283,0.155559,0.0463307
1,0.97363335,0.8702251,"('unfriendly', 'friendly')",0.9736333,0.8702251,-0.1034082
2,-0.19244368,-0.18179876,"('unlikable', 'likable')",-0.1924437,-0.1817988,0.0106449
3,0.7802921,0.83407784,"('repellent', 'pleasant')",0.7802921,0.8340778,0.0537857
4,-7.5631714,-7.711514,"('disliked', 'liked')",-7.5631714,-7.711514,-0.1483426
5,-0.7067643,-0.8078883,"('distant', 'outgoing')",-0.7067643,-0.8078883,-0.101124
6,-0.18719932,-0.3600222,"('distant', 'open')",-0.1871993,-0.3600222,-0.1728229
7,1.1784767,1.2813386,"('insensitive', 'sensitive')",1.1784767,1.2813386,0.1028619
8,0.930188,0.7798065,"('unaffectionate', 'affectionate')",0.930188,0.7798065,-0.1503815
9,1.3325675,1.2981502,"('unaffectionate', 'caring')",1.3325675,1.2981502,-0.0344173
10,1.2914952,1.4079542,"('unsympathetic', 'sympathetic')",1.2914952,1.4079542,0.116459
11,1.5719452,1.6587789,"('unhelpful', 'helpful')",1.5719452,1.6587789,0.0868337
12,-1.7728789,-1.8036247,"('unsupportive', 'supportive')",-1.7728789,-1.8036247,-0.0307458
13,0.048648685,0.15792981,"('impolite', 'polite')",0.0486487,0.1579298,0.1092811
14,0.49895,0.54913354,"('antisocial', 'social')",0.49895,0.5491335,0.0501835
15,-0.07167898,-0.15443869,"('boring', 'funny')",-0.071679,-0.1544387,-0.0827597
16,-0.7940944,-0.86111563,"('unpopular', 'popular')",-0.7940944,-0.8611156,-0.0670212
17,-0.46189582,-0.41778725,"('nasty', 'nice')",-0.4618958,-0.4177873,0.0441085
18,-0.087630056,-0.18044317,"('disagreeable', 'welcoming')",-0.0876301,-0.1804432,-0.0928131
19,-1.1284516,-1.1911649,"('inhospitable', 'hospitable')",-1.1284516,-1.1911649,-0.0627133
20,1.0896608,1.0383184,"('rough', 'thoughtful')",1.0896608,1.0383184,-0.0513424
