,eyelid_male,eyelid_female,tuple,average_male,average_female,female-male
0,-0.14319421,-0.23878756,"('unsociable', 'sociable')",-0.1431942,-0.2387876,-0.0955934
1,0.059320055,-0.15623552,"('unfriendly', 'friendly')",0.0593201,-0.1562355,-0.2155556
2,-0.075403556,-0.08192462,"('unlikable', 'likable')",-0.0754036,-0.0819246,-0.006521
3,-0.23692822,-0.09151928,"('repellent', 'pleasant')",-0.2369282,-0.0915193,0.1454089
4,-3.0070724,-3.0185559,"('disliked', 'liked')",-3.0070724,-3.0185559,-0.0114835
5,-1.3264768,-1.3135551,"('distant', 'outgoing')",-1.3264768,-1.3135551,0.0129217
6,-1.0912557,-1.106663,"('distant', 'open')",-1.0912557,-1.106663,-0.0154073
7,0.52219796,0.517358,"('insensitive', 'sensitive')",0.522198,0.517358,-0.00484
8,-0.14251992,-0.25575882,"('unaffectionate', 'affectionate')",-0.1425199,-0.2557588,-0.1132389
9,0.32445553,0.12973373,"('unaffectionate', 'caring')",0.3244555,0.1297337,-0.1947218
10,0.37153482,0.27563167,"('unsympathetic', 'sympathetic')",0.3715348,0.2756317,-0.0959031
11,1.0376017,1.0804907,"('unhelpful', 'helpful')",1.0376017,1.0804907,0.042889
12,-0.58984816,-0.5771472,"('unsupportive', 'supportive')",-0.5898482,-0.5771472,0.012701
13,0.20416993,0.13272503,"('impolite', 'polite')",0.2041699,0.132725,-0.0714449
14,0.30486852,0.2562086,"('antisocial', 'social')",0.3048685,0.2562086,-0.0486599
15,0.52305716,0.34238902,"('boring', 'funny')",0.5230572,0.342389,-0.1806682
16,-0.76716006,-0.76367545,"('unpopular', 'popular')",-0.7671601,-0.7636755,0.0034846
17,-0.971153,-0.8676353,"('nasty', 'nice')",-0.971153,-0.8676353,0.1035177
18,-0.7807786,-0.64354134,"('disagreeable', 'welcoming')",-0.7807786,-0.6435413,0.1372373
19,-1.4176334,-1.2797282,"('inhospitable', 'hospitable')",-1.4176334,-1.2797282,0.1379052
20,0.87011266,0.8732218,"('rough', 'thoughtful')",0.8701127,0.8732218,0.0031091
