,lounge_male,lounge_female,tuple,average_male,average_female,female-male
0,0.54764247,0.5379769,"('unsociable', 'sociable')",0.5476425,0.5379769,-0.0096656
1,1.8110292,1.767567,"('unfriendly', 'friendly')",1.8110292,1.767567,-0.0434622
2,0.7464805,0.8309205,"('unlikable', 'likable')",0.7464805,0.8309205,0.08444
3,0.7379145,0.7127165,"('repellent', 'pleasant')",0.7379145,0.7127165,-0.025198
4,-7.6432543,-7.580518,"('disliked', 'liked')",-7.6432543,-7.5805178,0.0627365
5,-0.2404164,-0.25528663,"('distant', 'outgoing')",-0.2404164,-0.2552866,-0.0148702
6,0.030347265,0.03749987,"('distant', 'open')",0.0303473,0.0374999,0.0071526
7,1.5480028,1.5398685,"('insensitive', 'sensitive')",1.5480028,1.5398685,-0.0081343
8,1.0897615,0.9680786,"('unaffectionate', 'affectionate')",1.0897615,0.9680786,-0.1216829
9,1.9242996,1.9554286,"('unaffectionate', 'caring')",1.9242996,1.9554286,0.031129
10,1.1431824,1.0669467,"('unsympathetic', 'sympathetic')",1.1431824,1.0669467,-0.0762357
11,2.5743744,2.6874368,"('unhelpful', 'helpful')",2.5743744,2.6874368,0.1130624
12,-1.3210045,-1.3995662,"('unsupportive', 'supportive')",-1.3210045,-1.3995662,-0.0785617
13,0.60536045,0.57083195,"('impolite', 'polite')",0.6053604,0.570832,-0.0345284
14,0.35857016,0.37615597,"('antisocial', 'social')",0.3585702,0.376156,0.0175858
15,0.38544104,0.35605448,"('boring', 'funny')",0.385441,0.3560545,-0.0293865
16,-0.2288839,-0.043318264,"('unpopular', 'popular')",-0.2288839,-0.0433183,0.1855656
17,-0.182113,-0.21616559,"('nasty', 'nice')",-0.182113,-0.2161656,-0.0340526
18,-0.32779038,-0.43048507,"('disagreeable', 'welcoming')",-0.3277904,-0.4304851,-0.1026947
19,-0.3815388,-0.4131957,"('inhospitable', 'hospitable')",-0.3815388,-0.4131957,-0.0316569
20,0.76627624,0.6325461,"('rough', 'thoughtful')",0.7662762,0.6325461,-0.1337301
21,0.08369565,0.04312297,"('immoral', 'moral')",0.0836957,0.043123,-0.0405727
22,-0.20126653,-0.22779307,"('untrustworthy', 'trustworthy')",-0.2012665,-0.2277931,-0.0265266
23,7.4228387,7.386601,"('insincere', 'sincere')",7.4228387,7.386601,-0.0362377
24,2.1717927,2.11514,"('dishonest', 'honest')",2.1717927,2.11514,-0.0566527
25,0.3890552,0.3558592,"('egoistic', 'altruistic')",0.3890552,0.3558592,-0.033196
26,0.32363927,0.4397059,"('hardhearted', 'benevolent')",0.3236393,0.4397059,0.1160666
27,1.4840285,1.4089246,"('hardhearted', 'softhearted')",1.4840285,1.4089246,-0.0751039
28,1.1260622,1.0363184,"('disloyal', 'loyal')",1.1260622,1.0363184,-0.0897438
29,-0.2069725,-0.35499448,"('unfair', 'fair')",-0.2069725,-0.3549945,-0.148022
30,1.3819999,1.3325164,"('intolerant', 'tolerant')",1.3819999,1.3325164,-0.0494835
31,-1.538753,-1.5647299,"('evil', 'good')",-1.538753,-1.5647299,-0.0259769
32,1.2926719,1.230231,"('unkind', 'kind')",1.2926719,1.230231,-0.0624409
