,recognition_male,recognition_female,tuple,average_male,average_female,female-male
0,-0.10487649,-0.2391362,"('unsociable', 'sociable')",-0.1048765,-0.2391362,-0.1342597
1,1.8689637,1.8999585,"('unfriendly', 'friendly')",1.8689637,1.8999585,0.0309948
2,0.8411532,0.9422995,"('unlikable', 'likable')",0.8411532,0.9422995,0.1011463
3,0.8387453,0.9787618,"('repellent', 'pleasant')",0.8387453,0.9787618,0.1400165
4,-7.0240684,-6.962936,"('disliked', 'liked')",-7.0240684,-6.9629359,0.0611325
5,0.32457328,0.43061706,"('distant', 'outgoing')",0.3245733,0.4306171,0.1060438
6,0.431534,0.55353075,"('distant', 'open')",0.431534,0.5535308,0.1219968
7,1.435305,1.4632344,"('insensitive', 'sensitive')",1.435305,1.4632344,0.0279294
8,1.6440458,1.6199657,"('unaffectionate', 'affectionate')",1.6440458,1.6199657,-0.0240801
9,1.8291491,1.8697779,"('unaffectionate', 'caring')",1.8291491,1.8697779,0.0406288
10,1.172913,1.1737804,"('unsympathetic', 'sympathetic')",1.172913,1.1737804,0.0008674
11,2.0080788,1.9990478,"('unhelpful', 'helpful')",2.0080788,1.9990478,-0.009031
12,-0.8230676,-0.794555,"('unsupportive', 'supportive')",-0.8230676,-0.794555,0.0285126
13,0.102303535,0.006657008,"('impolite', 'polite')",0.1023035,0.006657,-0.0956465
14,-0.08377287,-0.20956859,"('antisocial', 'social')",-0.0837729,-0.2095686,-0.1257957
15,0.74054384,0.72163415,"('boring', 'funny')",0.7405438,0.7216341,-0.0189097
16,-0.008191086,0.042472385,"('unpopular', 'popular')",-0.0081911,0.0424724,0.0506635
17,0.07963349,0.09079836,"('nasty', 'nice')",0.0796335,0.0907984,0.0111649
18,0.11443319,0.11447698,"('disagreeable', 'welcoming')",0.1144332,0.114477,4.38e-05
19,0.26872644,0.38718495,"('inhospitable', 'hospitable')",0.2687264,0.3871849,0.1184585
20,0.8600494,0.7665223,"('rough', 'thoughtful')",0.8600494,0.7665223,-0.0935271
