,panic_male,panic_female,tuple,average_male,average_female,female-male
0,0.30482304,0.15328796,"('unsociable', 'sociable')",0.304823,0.153288,-0.151535
1,1.6025038,1.5120202,"('unfriendly', 'friendly')",1.6025038,1.5120202,-0.0904836
2,0.41866666,0.5603,"('unlikable', 'likable')",0.4186667,0.5603,0.1416333
3,1.4425337,1.455502,"('repellent', 'pleasant')",1.4425337,1.455502,0.0129683
4,-7.112895,-7.2353005,"('disliked', 'liked')",-7.112895,-7.2353005,-0.1224055
5,-0.0067937803,0.15469511,"('distant', 'outgoing')",-0.0067938,0.1546951,0.1614889
6,0.30781844,0.42420924,"('distant', 'open')",0.3078184,0.4242092,0.1163908
7,1.7026383,1.6889327,"('insensitive', 'sensitive')",1.7026383,1.6889327,-0.0137056
8,1.0773014,1.0948292,"('unaffectionate', 'affectionate')",1.0773014,1.0948292,0.0175278
9,1.7040535,1.780948,"('unaffectionate', 'caring')",1.7040535,1.780948,0.0768945
10,1.3470054,1.3896538,"('unsympathetic', 'sympathetic')",1.3470054,1.3896538,0.0426484
11,2.1912556,2.146173,"('unhelpful', 'helpful')",2.1912556,2.146173,-0.0450826
12,-1.0475906,-0.905144,"('unsupportive', 'supportive')",-1.0475906,-0.905144,0.1424466
13,0.36992168,0.12592643,"('impolite', 'polite')",0.3699217,0.1259264,-0.2439953
14,0.03974998,-0.06543897,"('antisocial', 'social')",0.03975,-0.065439,-0.105189
15,0.6165516,0.62925774,"('boring', 'funny')",0.6165516,0.6292577,0.0127061
16,-0.5806723,-0.56531286,"('unpopular', 'popular')",-0.5806723,-0.5653129,0.0153594
17,-0.27575302,-0.36442882,"('nasty', 'nice')",-0.275753,-0.3644288,-0.0886758
18,-0.20079796,-0.2107667,"('disagreeable', 'welcoming')",-0.200798,-0.2107667,-0.0099687
19,-0.30687982,-0.089709416,"('inhospitable', 'hospitable')",-0.3068798,-0.0897094,0.2171704
20,0.5868852,0.45153636,"('rough', 'thoughtful')",0.5868852,0.4515364,-0.1353488
21,0.38373712,0.46580118,"('immoral', 'moral')",0.3837371,0.4658012,0.0820641
22,0.058567684,-0.017101118,"('untrustworthy', 'trustworthy')",0.0585677,-0.0171011,-0.0756688
23,7.1769967,7.2279797,"('insincere', 'sincere')",7.1769967,7.2279797,0.050983
24,2.2168846,2.265995,"('dishonest', 'honest')",2.2168846,2.265995,0.0491104
25,0.6426102,0.38952857,"('egoistic', 'altruistic')",0.6426102,0.3895286,-0.2530816
