,contract_male,contract_female,tuple,average_male,average_female,female-male
0,1.3418957,1.0936677,"('unsociable', 'sociable')",1.3418957,1.0936677,-0.248228
1,0.7282925,0.7305311,"('unfriendly', 'friendly')",0.7282925,0.7305311,0.0022386
2,0.7749353,0.88383,"('unlikable', 'likable')",0.7749353,0.88383,0.1088947
3,0.9726568,0.9224339,"('repellent', 'pleasant')",0.9726568,0.9224339,-0.0502229
4,-6.968482,-6.9146743,"('disliked', 'liked')",-6.968482,-6.9146743,0.0538077
5,-1.4085146,-1.240734,"('distant', 'outgoing')",-1.4085146,-1.240734,0.1677806
6,-1.212488,-1.0472888,"('distant', 'open')",-1.2124881,-1.0472888,0.1651993
7,1.1986313,1.1590662,"('insensitive', 'sensitive')",1.1986313,1.1590662,-0.0395651
8,0.34128127,0.38793272,"('unaffectionate', 'affectionate')",0.3412813,0.3879327,0.0466514
9,1.6502302,1.701647,"('unaffectionate', 'caring')",1.6502302,1.701647,0.0514168
10,1.675231,1.6203434,"('unsympathetic', 'sympathetic')",1.675231,1.6203434,-0.0548876
11,2.3654053,2.3235455,"('unhelpful', 'helpful')",2.3654053,2.3235455,-0.0418598
12,-1.2449448,-1.2656871,"('unsupportive', 'supportive')",-1.2449448,-1.2656871,-0.0207423
13,1.3498555,1.1678576,"('impolite', 'polite')",1.3498555,1.1678576,-0.1819979
14,1.0433488,0.7902947,"('antisocial', 'social')",1.0433488,0.7902947,-0.2530541
15,0.32946235,0.3176085,"('boring', 'funny')",0.3294623,0.3176085,-0.0118538
16,-0.17198353,-0.22803023,"('unpopular', 'popular')",-0.1719835,-0.2280302,-0.0560467
17,-0.14359981,-0.19904777,"('nasty', 'nice')",-0.1435998,-0.1990478,-0.055448
18,-1.2463636,-1.2921095,"('disagreeable', 'welcoming')",-1.2463636,-1.2921095,-0.0457459
19,-1.4201356,-1.2623308,"('inhospitable', 'hospitable')",-1.4201356,-1.2623308,0.1578048
20,0.6390585,0.47779292,"('rough', 'thoughtful')",0.6390585,0.4777929,-0.1612656
21,0.9808129,0.945351,"('immoral', 'moral')",0.9808129,0.945351,-0.0354619
22,0.2025064,0.23071688,"('untrustworthy', 'trustworthy')",0.2025064,0.2307169,0.0282105
23,6.8258977,6.77265,"('insincere', 'sincere')",6.8258977,6.7726498,-0.0532479
24,1.7681187,1.8332936,"('dishonest', 'honest')",1.7681187,1.8332936,0.0651749
25,0.41834587,0.3835954,"('egoistic', 'altruistic')",0.4183459,0.3835954,-0.0347505
26,0.7721676,0.6689836,"('hardhearted', 'benevolent')",0.7721676,0.6689836,-0.103184
27,0.91271675,0.82172024,"('hardhearted', 'softhearted')",0.9127167,0.8217202,-0.0909965
28,1.2295363,1.1370952,"('disloyal', 'loyal')",1.2295363,1.1370952,-0.0924411
29,-1.0014825,-1.0133345,"('unfair', 'fair')",-1.0014825,-1.0133345,-0.011852
30,1.384629,1.3425258,"('intolerant', 'tolerant')",1.384629,1.3425258,-0.0421032
31,-2.6918027,-2.583573,"('evil', 'good')",-2.6918027,-2.5835731,0.1082296
32,1.7172256,1.6799734,"('unkind', 'kind')",1.7172256,1.6799734,-0.0372522
33,-0.501917,-0.5071527,"('wrong', 'right')",-0.501917,-0.5071527,-0.0052357
34,4.641792,4.814278,"('mean', 'honorable')",4.6417918,4.8142781,0.1724863
35,-2.0002718,-2.1041203,"('corrupt', 'incorrupt')",-2.0002718,-2.1041203,-0.1038485
36,-1.3400513,-1.3455664,"('hostile', 'amicable')",-1.3400513,-1.3455664,-0.0055151
37,0.13024998,0.16394292,"('fake', 'genuine')",0.13025,0.1639429,0.0336929
38,0.32039058,0.34923127,"('untruthful', 'truthful')",0.3203906,0.3492313,0.0288407
39,0.5972503,0.61105525,"('exploitative', 'cooperative')",0.5972503,0.6110553,0.013805
40,-2.3065417,-2.3691099,"('stingy', 'generous')",-2.3065417,-2.3691099,-0.0625682
41,0.46810186,0.36299,"('unforgiving', 'forgiving')",0.4681019,0.36299,-0.1051119
42,-2.2488918,-2.1888785,"('unreliable', 'reliable')",-2.2488918,-2.1888785,0.0600133
43,1.4894369,1.4765846,"('irresponsible', 'responsible')",1.4894369,1.4765846,-0.0128523
44,-1.6026664,-1.619943,"('prejudiced', 'unprejudiced')",-1.6026664,-1.619943,-0.0172766
45,0.63519394,0.5801038,"('incompetent', 'competent')",0.6351939,0.5801038,-0.0550901
46,0.4385131,0.41441953,"('uncompetitive', 'competitive')",0.4385131,0.4144195,-0.0240936
47,5.4122844,5.6189866,"('stupid', 'smart')",5.4122844,5.6189866,0.2067022
48,1.3347399,1.172312,"('unintelligent', 'intelligent')",1.3347399,1.172312,-0.1624279
49,0.33950683,0.39798236,"('unable', 'able')",0.3395068,0.3979824,0.0584756
50,-0.43337205,-0.4286958,"('clumsy', 'skillful')",-0.4333721,-0.4286958,0.0046763
51,0.61319906,0.57979244,"('uneducated', 'educated')",0.6131991,0.5797924,-0.0334067
52,-1.2046462,-1.2315115,"('irrational', 'rational')",-1.2046462,-1.2315115,-0.0268653
53,0.14839588,0.17838272,"('uncreative', 'creative')",0.1483959,0.1783827,0.0299868
54,0.62078875,0.82234335,"('incapable', 'capable')",0.6207888,0.8223433,0.2015545
55,1.6632023,1.5684977,"('incompetent', 'clever')",1.6632023,1.5684977,-0.0947046
56,2.034085,1.95316,"('impractical', 'practical')",2.034085,1.95316,-0.080925
57,-2.3074706,-2.2957957,"('unimaginative', 'imaginative')",-2.3074706,-2.2957957,0.0116749
58,0.0589045,0.07864085,"('undiscriminating', 'discriminating')",0.0589045,0.0786408,0.0197363
59,-0.6554668,-0.5081557,"('foolish', 'wise')",-0.6554668,-0.5081557,0.1473111
60,1.8816211,1.8275971,"('inefficient', 'efficient')",1.8816211,1.8275971,-0.054024
61,0.5527037,0.313688,"('illogical', 'logical')",0.5527037,0.313688,-0.2390157
62,1.8484486,1.8688571,"('incompetent', 'brilliant')",1.8484486,1.8688571,0.0204085
63,0.5193279,0.53277755,"('unperceptive', 'insightful')",0.5193279,0.5327775,0.0134496
