,wisdom_male,wisdom_female,tuple,average_male,average_female,female-male
0,0.53891724,0.47029185,"('unsociable', 'sociable')",0.5389172,0.4702919,-0.0686253
1,1.8804502,1.7347745,"('unfriendly', 'friendly')",1.8804502,1.7347745,-0.1456757
2,0.36766285,0.45340824,"('unlikable', 'likable')",0.3676628,0.4534082,0.0857454
3,1.1026533,1.2042786,"('repellent', 'pleasant')",1.1026533,1.2042786,0.1016253
4,-6.8153973,-6.821052,"('disliked', 'liked')",-6.8153973,-6.8210521,-0.0056548
5,0.054738127,0.1315247,"('distant', 'outgoing')",0.0547381,0.1315247,0.0767866
6,0.3322088,0.3550739,"('distant', 'open')",0.3322088,0.3550739,0.0228651
7,1.8477966,1.8847356,"('insensitive', 'sensitive')",1.8477966,1.8847356,0.036939
8,1.2084684,1.1037537,"('unaffectionate', 'affectionate')",1.2084684,1.1037537,-0.1047147
9,1.9643866,1.9605002,"('unaffectionate', 'caring')",1.9643866,1.9605002,-0.0038864
10,1.4422917,1.5071614,"('unsympathetic', 'sympathetic')",1.4422917,1.5071614,0.0648697
11,2.4376924,2.4816382,"('unhelpful', 'helpful')",2.4376924,2.4816382,0.0439458
12,-0.5499569,-0.42347977,"('unsupportive', 'supportive')",-0.5499569,-0.4234798,0.1264771
13,0.5044475,0.38844827,"('impolite', 'polite')",0.5044475,0.3884483,-0.1159992
14,0.3827022,0.32690406,"('antisocial', 'social')",0.3827022,0.3269041,-0.0557981
15,0.8439145,0.85038733,"('boring', 'funny')",0.8439145,0.8503873,0.0064728
16,-0.5290335,-0.43780726,"('unpopular', 'popular')",-0.5290335,-0.4378073,0.0912262
17,-0.38291556,-0.30122757,"('nasty', 'nice')",-0.3829156,-0.3012276,0.081688
18,-0.004202634,-0.047810584,"('disagreeable', 'welcoming')",-0.0042026,-0.0478106,-0.043608
19,-0.10540759,0.060060296,"('inhospitable', 'hospitable')",-0.1054076,0.0600603,0.1654679
20,0.632784,0.48755836,"('rough', 'thoughtful')",0.632784,0.4875584,-0.1452256
21,0.54797584,0.7282891,"('immoral', 'moral')",0.5479758,0.7282891,0.1803133
22,0.25894275,0.28252524,"('untrustworthy', 'trustworthy')",0.2589428,0.2825252,0.0235824
23,7.1185713,7.133445,"('insincere', 'sincere')",7.1185713,7.1334448,0.0148735
