,cameo_male,cameo_female,tuple,average_male,average_female,female-male
0,-0.043640915,-0.26423427,"('unsociable', 'sociable')",-0.0436409,-0.2642343,-0.2205934
1,1.3406589,1.348424,"('unfriendly', 'friendly')",1.3406589,1.348424,0.0077651
2,0.6111715,0.81788033,"('unlikable', 'likable')",0.6111715,0.8178803,0.2067088
3,0.7823345,0.8089183,"('repellent', 'pleasant')",0.7823345,0.8089183,0.0265838
4,-7.143064,-7.1642275,"('disliked', 'liked')",-7.143064,-7.1642275,-0.0211635
5,-0.21158518,0.014942631,"('distant', 'outgoing')",-0.2115852,0.0149426,0.2265278
6,0.13641463,0.39515457,"('distant', 'open')",0.1364146,0.3951546,0.25874
7,0.538635,0.55207014,"('insensitive', 'sensitive')",0.538635,0.5520701,0.0134351
8,1.0183421,1.1414074,"('unaffectionate', 'affectionate')",1.0183421,1.1414074,0.1230653
9,1.4671253,1.6761473,"('unaffectionate', 'caring')",1.4671253,1.6761473,0.209022
10,1.1575396,1.1211791,"('unsympathetic', 'sympathetic')",1.1575396,1.1211791,-0.0363605
11,1.8052464,1.844002,"('unhelpful', 'helpful')",1.8052464,1.844002,0.0387556
12,-1.6952423,-1.7731205,"('unsupportive', 'supportive')",-1.6952423,-1.7731205,-0.0778782
13,0.29399267,0.13520099,"('impolite', 'polite')",0.2939927,0.135201,-0.1587917
14,-0.43396714,-0.71739954,"('antisocial', 'social')",-0.4339671,-0.7173995,-0.2834324
15,0.44486383,0.36839628,"('boring', 'funny')",0.4448638,0.3683963,-0.0764675
16,-0.18158308,-0.057297584,"('unpopular', 'popular')",-0.1815831,-0.0572976,0.1242855
17,-0.060905494,-0.020728603,"('nasty', 'nice')",-0.0609055,-0.0207286,0.0401769
18,-0.6418126,-0.7582677,"('disagreeable', 'welcoming')",-0.6418126,-0.7582677,-0.1164551
19,-0.48245114,-0.25276083,"('inhospitable', 'hospitable')",-0.4824511,-0.2527608,0.2296903
20,0.8200201,0.6995121,"('rough', 'thoughtful')",0.8200201,0.6995121,-0.120508
21,0.077710815,0.14141446,"('immoral', 'moral')",0.0777108,0.1414145,0.0637037
22,-0.4384531,-0.48016167,"('untrustworthy', 'trustworthy')",-0.4384531,-0.4801617,-0.0417086
23,6.09019,6.0712724,"('insincere', 'sincere')",6.0901899,6.0712724,-0.0189175
24,1.647707,1.6411268,"('dishonest', 'honest')",1.647707,1.6411268,-0.0065802
25,0.4050781,0.36341286,"('egoistic', 'altruistic')",0.4050781,0.3634129,-0.0416652
26,0.30916584,0.2239723,"('hardhearted', 'benevolent')",0.3091658,0.2239723,-0.0851935
27,1.7323755,1.6805784,"('hardhearted', 'softhearted')",1.7323755,1.6805784,-0.0517971
28,1.1787391,1.2495167,"('disloyal', 'loyal')",1.1787391,1.2495167,0.0707776
29,-0.43716428,-0.5177083,"('unfair', 'fair')",-0.4371643,-0.5177083,-0.080544
30,0.610884,0.6092224,"('intolerant', 'tolerant')",0.610884,0.6092224,-0.0016616
31,-1.5001684,-1.3842409,"('evil', 'good')",-1.5001684,-1.3842409,0.1159275
32,1.3613358,1.2985456,"('unkind', 'kind')",1.3613358,1.2985456,-0.0627902
33,-0.29690465,-0.19794767,"('wrong', 'right')",-0.2969047,-0.1979477,0.098957
34,4.4147806,4.613249,"('mean', 'honorable')",4.4147806,4.6132488,0.1984682
35,-0.97619337,-0.9513047,"('corrupt', 'incorrupt')",-0.9761934,-0.9513047,0.0248887
36,-0.7401851,-0.6732808,"('hostile', 'amicable')",-0.7401851,-0.6732808,0.0669043
37,1.1079268,1.1129454,"('fake', 'genuine')",1.1079268,1.1129454,0.0050186
38,-0.12068227,-0.039044276,"('untruthful', 'truthful')",-0.1206823,-0.0390443,0.081638
39,-0.017780911,-0.09576689,"('exploitative', 'cooperative')",-0.0177809,-0.0957669,-0.077986
40,-1.6027377,-1.8819311,"('stingy', 'generous')",-1.6027377,-1.8819311,-0.2791934
41,0.03434008,0.07057963,"('unforgiving', 'forgiving')",0.0343401,0.0705796,0.0362395
42,-1.8782495,-1.992078,"('unreliable', 'reliable')",-1.8782495,-1.9920779,-0.1138284
43,1.0346268,1.0351602,"('irresponsible', 'responsible')",1.0346268,1.0351602,0.0005334
44,-0.9496854,-1.0303545,"('prejudiced', 'unprejudiced')",-0.9496854,-1.0303545,-0.0806691
45,0.1109206,0.10301177,"('incompetent', 'competent')",0.1109206,0.1030118,-0.0079088
46,-0.43652943,-0.5135549,"('uncompetitive', 'competitive')",-0.4365294,-0.5135549,-0.0770255
47,5.115685,5.31859,"('stupid', 'smart')",5.115685,5.3185902,0.2029052
48,0.47566265,0.36530635,"('unintelligent', 'intelligent')",0.4756626,0.3653063,-0.1103563
49,0.37730473,0.614261,"('unable', 'able')",0.3773047,0.614261,0.2369563
50,-0.009059781,0.029132176,"('clumsy', 'skillful')",-0.0090598,0.0291322,0.038192
51,0.36982098,0.26729706,"('uneducated', 'educated')",0.369821,0.2672971,-0.1025239
52,-0.31781745,-0.18049887,"('irrational', 'rational')",-0.3178174,-0.1804989,0.1373185
53,-0.03260324,0.0066029876,"('uncreative', 'creative')",-0.0326032,0.006603,0.0392062
54,1.249534,1.4871521,"('incapable', 'capable')",1.249534,1.4871521,0.2376181
55,0.5618717,0.42321426,"('incompetent', 'clever')",0.5618717,0.4232143,-0.1386574
56,0.5681615,0.4701024,"('impractical', 'practical')",0.5681615,0.4701024,-0.0980591
57,-2.4915118,-2.579273,"('unimaginative', 'imaginative')",-2.4915118,-2.579273,-0.0877612
58,-0.056099508,-0.17099643,"('undiscriminating', 'discriminating')",-0.0560995,-0.1709964,-0.1148969
59,0.08270889,0.2144416,"('foolish', 'wise')",0.0827089,0.2144416,0.1317327
60,0.7699323,0.64025396,"('inefficient', 'efficient')",0.7699323,0.640254,-0.1296783
61,0.01392509,-0.10785649,"('illogical', 'logical')",0.0139251,-0.1078565,-0.1217816
62,0.9868168,0.96920687,"('incompetent', 'brilliant')",0.9868168,0.9692069,-0.0176099
63,0.43146434,0.4331069,"('unperceptive', 'insightful')",0.4314643,0.4331069,0.0016426
64,-5.75089,-5.7778535,"('shy', 'confident')",-5.7508898,-5.7778535,-0.0269637
65,0.45757902,0.29480448,"('insecure', 'secure')",0.457579,0.2948045,-0.1627745
66,-0.02114579,0.005170703,"('inactive', 'active')",-0.0211458,0.0051707,0.0263165
67,-0.3522253,-0.3145745,"('doubtful', 'determined')",-0.3522253,-0.3145745,0.0376508
68,-0.26670823,-0.24457127,"('dependent', 'independent')",-0.2667082,-0.2445713,0.0221369
69,-1.8376222,-1.7178179,"('lazy', 'industrious')",-1.8376222,-1.7178179,0.1198043
70,1.2590652,1.1969188,"('lethargic', 'energetic')",1.2590652,1.1969188,-0.0621464
71,0.48730054,0.51415473,"('diffident', 'self-confident')",0.4873005,0.5141547,0.0268542
72,0.8905109,0.89762354,"('unambitious', 'ambitious')",0.8905109,0.8976235,0.0071126
73,-2.739953,-2.7528195,"('helpless', 'self-reliant')",-2.739953,-2.7528195,-0.0128665
74,0.013205811,-0.12822986,"('undedicated', 'dedicated')",0.0132058,-0.1282299,-0.1414357
75,-0.5662714,-0.35928434,"('meek', 'impulsive')",-0.5662714,-0.3592843,0.2069871
76,0.6745373,0.5226213,"('anxious', 'daring')",0.6745373,0.5226213,-0.151916
77,-1.2958926,-1.2093107,"('unmotivated', 'motivated')",-1.2958926,-1.2093107,0.0865819
78,-0.6174773,-0.62229,"('nonresilient', 'resilient')",-0.6174773,-0.62229,-0.0048127
79,-0.37805593,-0.111695945,"('wavering', 'unwavering')",-0.3780559,-0.1116959,0.26636
80,-0.39519414,-0.54829633,"('dominated', 'dominating')",-0.3951941,-0.5482963,-0.1531022
81,0.1208883,-0.016804345,"('submissive', 'aggressive')",0.1208883,-0.0168043,-0.1376926
82,6.498059,6.7273226,"('poor', 'rich')",6.4980588,6.7273226,0.2292638
83,-0.16997586,-0.15758952,"('powerless', 'powerful')",-0.1699759,-0.1575895,0.0123864
84,0.3150084,0.4203723,"('inferior', 'superior')",0.3150084,0.4203723,0.1053639
85,-1.2812508,-1.1953326,"('insignificant', 'prestigious')",-1.2812508,-1.1953326,0.0859182
86,0.26598704,0.298633,"('uninfluential', 'influential')",0.265987,0.298633,0.032646
87,-0.0905662,-0.001116626,"('unsuccessful', 'successful')",-0.0905662,-0.0011166,0.0894496
88,0.11398301,0.18634781,"('low', 'eminent')",0.113983,0.1863478,0.0723648
